id,价格,评价,评价日期,票务类型,评论,
RJI63893001,425,5,2021.07.14,华山景区往返直通车不限人群票（周内）,小员服务很好 热情洋溢 景色很美,
匿名用户,425,5,2021.08.19,华山风景名胜区（徒步登山）门票成人票,很好，很美,
orlando520,425,5,2021.06.15,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,来西安，不来华山，真的会后悔吧,
九零后野人,425,5,2021.08.03,华山风景名胜区（徒步登山）门票成人票,自古华山一条路，一条路到东峰顶，用时两小时十五分钟，睡到两点，上到山顶正好等待日出,
明1739,425,3,2021.08.12,华山风景名胜区（徒步登山）门票成人票,【环境】好【项目】不多 【餐饮】在山下吃会好点,
铁铁岭,425,5,2021.07.09,华山景区往返直通车不限人群票（周内）,导游很好很负责，华山特别好看很漂亮，以后有机会一定再来！,
nbC611243877,425,5,2021.06.30,华山(玉泉院西山门徒步登山)学生票,早上8点半徒步，5个峰都到了，但是只去南峰逛了逛，正常速度爬吧，中间有休息，但是没有很长时间停留，就自己代了两瓶水，然后山上买了一瓶，我和我朋友一人带了一个面包，两根火腿肠，一袋瑞士卷，差不多，都吃了，然后5点到的西峰索道，坐的索道下山。,
匿名用户,425,5,2021.07.06,华山风景名胜区（徒步登山）门票成人票,在上面呆了16个小时，体验感超强,
YCU586933601,425,4,2021.08.17,华山风景名胜区（徒步登山）门票成人票,有点儿累,
正在输入LJN,425,5,2021.08.10,华山风景名胜区西峰单程索道票成人票,自古华山一条线，坐索道也是一种刺激！,
wslinmail,425,4,2021.08.08,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,华山还是很值得爬的，尤其是长空栈道，险中有乐！,
匿名用户,425,3,2021.06.23,华山风景名胜区西峰索道单程票,服务挺周到的，沿途的风景也很美。,
shogakukan,425,2,2021.07.09,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,华山名气很大，各个山峰很险要，长空栈道现在十分安全，但是最不满意的是卫生间，从西上北下的一路全是临时厕所，味道十分不好，只有到北峰那边才看见楼房式的卫生间。,
qLG592010179,425,4,2021.08.08,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,比想象中要好，有险处但可以绕过去，这样对胆小的来说可去了,
傻瓜不暖心,425,5,2021.06.29,华山风景名胜区门票成人票,早上日出很美，不枉此行，就是干,
wNU156575868,425,4,2021.08.11,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,华山很险，风景如画，有机会还想在登一次,
vlX613710014,425,3,2021.08.13,华山风景名胜区单程-华山西峰-（上行车票+上行索道票）,可以，就是难排队，因为是暑假。,
chenlufeng119,425,5,2021.06.03,华山风景名胜区（徒步登山）门票成人票,自古华山一条道，奇险天下第一山。人生如旅，不虚此行，强烈推荐自古华山一条道，奇险天下第一山。人生如旅，不虚此行，强烈推荐自古华山一条道，奇险天下第一山。人生如旅，不虚此行，强烈推荐自古华山一条道，奇险天下第一山。人生如旅，不虚此行，强烈推荐,
匿名用户,425,5,2021.08.09,（地推）华山风景名胜区门票+西峰摆渡车+西峰单程索道+关帝庙成人票,很好，很方便，美图服务好,
匿名用户,425,4,2021.07.29,华山景区往返直通车不限人群票（周内）,非常值得来，导游还送手套，水和祈福带，但是最后回家的车竟然空调不是很好，后来才凉快起来,
匿名用户,425,4,2021.04.17,华山风景名胜区门票成人票,我们夜爬，用了七个小时，路上休息时间较长，所以爬的慢点，山顶不是太冷，带个厚衣服就好，没必要羽绒服，水吃的也不要太多，后面你就不想吃了，爬完感觉腿会废，其实还好，没有一点事，可能跟平时锻炼有关，看了日出，最后做缆车下来，风景特赞，有时间还要去一次,
CjL320411009,425,5,2021.05.31,华山风景名胜区（徒步登山）门票成人票,华山奇险，在五岳中排首位，特别是徒步爬山，更是难得的体验！,
秦骑长安客,425,5,2021.05.26,(地推)华山风景名胜区单程北峰索道票,不愧是西岳华山，挺好的，西峰坐缆车上去那视觉效果相当好，建议上去带外套，夏天上面还是很冷，有大风降温天气,
eiI772266137,425,3,2021.08.07,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,人多，票价略贵，十岁男娃想玩长空栈道不被允许,
？和其正,425,3,2021.07.24,华山风景名胜区（徒步登山）门票成人票,第一次夜爬全程七个小时本来是打算看日出的但是因为天气原因未能如愿，亲身体会到华山的险，,
匿名用户,425,5,2021.07.03,华山景区往返直通车不限人群票（周末）,导游服务周到，热情，决定保证每一个客户都能安全上山，下山，顺利回到西安,
匿名用户,425,5,2021.08.09,渭南旅游套票华山风景名胜区门票+关帝庙套票成人票,设施不错，服务周到，就是花钱的地方多。,
zoS735566955,425,5,2021.08.11,华山风景名胜区（徒步登山）门票成人票,有能力就上，没能力就算了,
有雨敲窗,425,5,2021.07.18,华山风景名胜区（徒步登山）门票成人票,设施不错，北上徒步上山做好准备，带足水，景色很赞。,
llH701326851,425,3,2021.06.24,华山风景名胜区（徒步登山）门票成人票,从玉泉寺上去，全程爬上去的感觉真不错,
风云Prince,425,4,2021.08.09,华山风景名胜区西峰票+北峰票 - 往返索道票+车票（西上北下）,设施不错，安全性强，服务也较好！,
匿名用户,425,4,2021.07.25,华山景区往返直通车不限人群票（周末）,导游很不错，量力而行，看好路标防止爬错了，需要看着点儿时间，不然会坐不上回市里的大巴车,
賀迎春,425,5,2021.08.11,华山风景名胜区华山学生门票+单程北峰进山车票,非常值得推荐去，来一趟西安必去,
賀迎春,425,5,2021.08.11,华山风景名胜区华山学生门票+单程北峰进山车票,来西安必去的地方，推荐,
cCs508738616,425,3,2021.06.20,华山风景名胜区（徒步登山）门票成人票,「华山北峰」「百尺峡」「金锁关」「华山西峰」「老君犁沟」,
匿名用户,425,5,2021.07.27,华山风景名胜区西峰单程索道票成人票,刺激,
QDP972594187,425,4,2021.08.08,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,可看性极强，就是门票，索道票太贵。,
Ijd990376562,425,5,2021.07.14,华山景区往返直通车不限人群票（周内）,导游小姐姐很负责，性格也好好，中途找不到登车点打电话也肯快解决了。,
咦兴7,425,5,2021.04.18,华山风景名胜区门票成人票, ,
iks464895145,425,2,2021.08.04,华山风景名胜区西峰单程索道票成人票,票价太贵，20分钟140块…然后还得40块钱大巴四五十分钟下山,
IOB840688406,425,5,2021.07.01,华山景区往返直通车不限人群票（周内）,超级好,
匿名用户,425,5,2021.05.08,华山风景名胜区西峰索道单程票,从北峰上，沿着路一直往西峰走，总体来说感觉很不错，人很多，特别是拍照的，那个华山论剑的很多都是用相机拍照的人在那里，不给进去自己拍，能自由拍的人都特别多,
155toRte,425,4,2021.04.23,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,从西安市内去的，当天去当天回完全可以。早上去西安北站坐54.5R***车到华山北，下车去后边的客运站有免费的公交车，也有两块钱的快一点的公交车。到了景区站点会有当地人和你说什么优惠购票，不要听他们的p话，没有啥便宜的。往里走就会有穿着马甲的华山工作人员帮你买票，有什么问题都咨询她们。一天玩完就西峰索道上，上去就半山腰了，想爬西峰再下来就行，时间够走南东中，然后去北峰索道下，时间不够就不要去中峰直接去北索道。我去的时候有60的老人和两位70多的老人，这个速度他们是上了南峰以后就往北峰索道走了，我自己晃悠其他峰。,
Ufe889357078,425,3,2021.08.07,(地推)华山风景名胜区单程北峰索道票,很好的华山不错在渭南的华阴市12578599,
匿名用户,425,3,2021.07.08,华山风景名胜区（徒步登山）门票成人票,凤头烂尾吧，景区不错，西峰索道下了之后很坑人，滑道卖票的说不想做公交车可以坐滑道，就下了几节台阶而已，还要30块，到了下面还是要再坐公交车下山，建议下了索道直接走几节台阶下去再坐下山公交,
蓝天白云wlle,425,4,2021.06.09,华山风景名胜区西峰索道单程票,不错，比室内蒸桑拿出的汗多。也不是很累。,
wRG227454080,425,5,2021.07.02,华山风景名胜区（徒步登山）门票成人票,没有看到日出。遗憾,
dXw44881497,425,5,2021.06.19,华山(玉泉院西山门徒步登山)学生票,风景很美，上山路惊险走刺激,
冬天的梅花520,425,5,2021.08.01,华山风景名胜区（徒步登山）门票成人票,喜欢徒步和登山的伙伴，华山是一个一定要去的地方，强烈推荐！,
不要吃辛辣,425,4,2021.07.30,华山西峰单程索道票,西上西下最省力我们西上然后走去北峰下的吧… 腿疼了四天… 各位真的要三思为妙,
tvr360867476,425,5,2021.06.04,华山风景名胜区（徒步登山）门票成人票,第二次去，因为头一次是坐揽车上去的，所以这次想爬上去就又来了，果然不让我失望,
Cowboy2010,425,4,2021.06.08,华山风景名胜区（徒步登山）门票成人票,自古华山一条路,
Iand92,425,2,2021.07.10,（地推）华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,天气不好，基本上上去一趟就下来了，没看个啥，觉得华山还是挺贵的,
FuQ649152843,425,3,2021.06.23,（地推）华山风景名胜区门票+西峰摆渡车+西峰单程索道+关帝庙成人票,整体感觉很不错，华山的险尽收眼底，美团买的票，居然管送不管接。玩到最后心里有点小别扭,
lWk761115311,425,4,2021.07.21,（地推）华山风景名胜区门票+西峰摆渡车+西峰单程索道+关帝庙成人票,西峰缆车上山，南峰、东峰、中峰、西峰，北峰没去，去的时候下雨，鹞子翻身没开，整个撒爬完只有一个字累～还不错,
一半一绊。,425,5,2021.06.08,华山景区往返直通车不限人群票（周内）,药蕾导游讲解的很好，一路上介绍的很详细，强烈推荐,
痴兜富,425,5,2021.06.19,华山景区往返直通车不限人群票（周内）,非常有耐心的导游 帮忙推荐路线 帮忙预算 进山了都能时刻联系到,
GAJ391358980,425,2,2021.07.17,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,西峰的索道是挺刺激的，l不过也不能为了赚钱介绍游客做2次啊，玩山都是一边上另外一边下，为了多收钱，让游客一次买2张来回的索道票啊！,
Chugyeogia,425,5,2021.06.05,华山风景名胜区（徒步登山）门票成人票,非常nice啊，强烈推荐,
jlH71191362,425,2,2021.07.30,华山风景名胜区（徒步登山）门票成人票,没啥意思 光爬了 没啥景点  整体风景就是千篇一律的山而已,
ZiU396136080,425,5,2021.05.07,华山景区往返直通车不限人群票（周内）,华山之旅很完美，直通车很方便也很准时，车上的药蕾小姐姐讲解华山线路很细致，服务也很贴心，办票也很速度，还赠送了爬山小件，华山整个行程安排都很好，推荐大家,
匿名用户,425,3,2021.03.10,华山风景名胜区（徒步登山）门票成人票,景区不愧是胜景区，早上7点多到的华山脚下开始登山，天阴着，11点30分到达北峰，太阳出来了，雾散开，赶上云海翻腾，绝对的美不胜收，失望的是下午回来坐缆车在坐大巴车，赶上工作人员下班时间，无工作人员引到游客，标识牌也不是很清楚明确，游客来回折腾买大巴车的票，本来上了一天山就很累了，缆车站的工作人员没有明显的说清楚…说是拍的坐缆车照片免费送小图，大图没经过游客同意肆意洗出一大堆还强行拉顾客购买，丧失工作道德，恶意绑架游客，，，希望能改善态度！不要为了一点蝇头小利败坏华山胜景的名声！！！！！！丢陕西人的脸！！！！！！！！！！,
小张79,425,5,2021.05.30,华山风景名胜区（徒步登山）门票成人票,西岳华山，登山的好地方，去了还想去,
FantasyXW305,425,2,2021.08.04,华山风景名胜区西峰单程索道票成人票,十分钟就到。。。。贵就一个字。。。。,
好感77,425,5,2021.07.29,华山风景名胜区西峰单程索道票成人票,不错，风景区规划好，服务态度不错，建议旅游,
ILi297829527,425,4,2021.05.29,华山风景名胜区（徒步登山）门票成人票,华山，不虚此行，虽然日出时被云挡到了，但是依然很美！,
jsD181174181,425,3,2021.07.03,华山风景名胜区票门票（徒步登山）,【环境】很好，就是晚上有点冷，记得多穿衣服,
佳佳1124,425,5,2021.07.18,华山景区往返直通车不限人群票（周末）,服务热情周到，安排比较合理,
txwdxll,425,5,2021.07.30,华山风景名胜区门票+单程西峰索道票+单程西峰索道专线巴士票,华山论剑！劈山救母！感觉华山承载了很多回忆。,
DZu357064487,425,5,2021.07.31,华山景区往返直通车不限人群票（周内）,导游服务不错，推荐路线很合理，省时不走冤枉路,
Epe501785891,425,5,2021.08.03,（经典玩法不走回头路）华山门票+单程西峰索道票+单程北峰索道票+单程北峰索道专线巴士票+单程西峰索道专线巴士票,不到华山有，不知山外还有山，值的一游！,
dgB756079305,425,5,2021.07.16,华山景区往返直通车不限人群票（周内）,今天华山之行非常好，员导游讲解非常详细有意思，还看了华阴老腔，省了一个多小时的排队时间，非常赞，推荐给大家,
Epe501785891,425,5,2021.08.03,（经典玩法不走回头路）华山门票+单程西峰索道票+单程北峰索道票+单程北峰索道专线巴士票+单程西峰索道专线巴士票,不到华山体会不了华山的险，很值,
匿名用户,425,2,2021.07.31,（地推）华山风景名胜区门票+往返北峰索道票+往返北峰索道专线巴士,入园前均可购买,服务中心一般，工作人员有点不耐烦。
小茗同学麻麻,425,5,2021.07.09,华山景区往返直通车不限人群票（周内）,要有充分的思想准备啊，那个体力消耗比较大，建议少走路。,
漓郡,425,4,2021.07.24,华山风景名胜区（徒步登山）门票成人票,山顶很冷记得带衣服，我爹那天去的时候下雨。冻得他和人抱团取暖,
Xlt857961292,425,5,2021.06.16,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,景区优美，环境好，服务周到,
xda163611165,425,1,2021.07.11,华山景区往返直通车不限人群票（周内）,下午刚买完车票发现第二天的步行票没了，要退票就不能退了，差评！！！,
匿名用户,425,4,2021.05.02,华山风景名胜区门票成人票,夜爬华山，也算一个人生经历，乘着自己还不太懒，也还爬的动就安排了。不用担心自己孤独，一路上会遇到很多小伙伴，大家都是互相鼓励的。带上三瓶水，山上贵，带多又喝不完，带上些吃的，补充能量。去之前查看天气，看不到日出就亏大发了。,
TMN821847056,425,5,2021.05.04,华山景区往返直通车不限人群票（周末）,总体感觉非常不错，主要是跟车导游刘东航很负责，很周到，五一节人流比较多提前跟我们打电话通知，上车跟我们讲解合适的上山方案，下山给我们安排车辆返回，华山总体爬下来还是比较累，但是很有意义，值得推荐游玩。,
筱沫的,425,3,2021.07.30,华山风景名胜区成人门票+单程西峰进山车票,旅行必须是和女朋友一起的，那样才能发现点滴,
vhH654784809,425,4,2021.06.07,华山风景名胜区（徒步登山）门票成人票,华山真是太美了，我就喜欢这种又高又险的石头山，强烈推荐。但最好还是坐缆车上去，徒步真的很累。,
lav728554435,425,1,2021.07.28,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,服务差，回程强制买票。工作人员脸色太难看。宰客,
oNb493427658,425,4,2021.08.01,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,华山好险，名副其实。好评,
Tnx744894172,425,1,2021.07.17,华山风景名胜区（徒步登山）门票成人票,满满的套路，从停车那一刻开始到景区走一路套路真坑爹，坑的让你怀疑人生，全大家千万不要来了，垃圾,
CyX548972324,425,5,2021.07.31,华山门票+西峰进山巴士上行车票+电子导游机（学生票）,华山，值得一去的地方。太美了！非常好的体验！太值得了！,
匿名用户,425,5,2021.07.13,华山风景名胜区（徒步登山）门票成人票,很好，值得体验一番，棒棒棒棒棒棒棒,
WRi21621173,425,5,2021.07.31,华山景区往返直通车不限人群票（周末）,挺不错的，员导游人很好,
fvf666056858,425,2,2021.07.31,华山风景名胜区西峰索道单程票,一般，性价比太低。。。。。。。。,
aaaaaaaa旧梦,425,1,2021.07.31,华山风景名胜区西峰单程索道票学生票,坑的一批，哪有什么服务可言，不要再来,
Sme616310977,425,4,2021.06.24,华山风景名胜区（徒步登山）门票成人票,服务还可以,
Mchel55555,425,5,2021.07.31,华山景区往返直通车不限人群票（周末）,环境不错，导游人很好,
溢枝独秀,425,4,2021.07.31,华山风景名胜区（徒步登山）门票成人票,真是方便 节省了排队的时间,
冯亭亭964,425,1,2021.07.17,华山风景名胜区西峰索道单程票,非常差评，以后再来我是狗，草，建议大家不要问商店老板离山顶还有多远，没一句实话,
风雪夜归人6470,425,2,2021.06.12,华山风景名胜区门票学生票,不建议在假期去，人超级多，而且去的时候多关注一下天气状况，我去的时候，就因为刮大风，坐不了北峰索道，走下来太累了,
Lvf584945409,425,1,2021.06.27,华山风景名胜区（徒步登山）门票成人票,奔着华山这座山去的，这次没爬完，有机会应该还会去。但是当地风气需要整顿，还有景点工作人员需要进步，总而言之，单纯为了爬华山去的可以，但是景点跟当地风气很坑人。所以个人对那边印象很差。,
大亭亭II,425,5,2021.07.14,华山景区往返直通车不限人群票（周内）,员彩婷真棒！旅途平安愉快！,
uCg189235927,425,3,2021.07.25,华山风景名胜区（徒步登山）门票成人票,就是缆车有点贵，下山的大巴应该是免费的或者收20便宜一半就好了！,
溢枝独秀,425,4,2021.07.31,华山风景名胜区西峰单程索道票成人票,方便 节省了排队的时间,
lZW614685833,425,3,2021.07.21,华山风景名胜区西峰单程索道票成人票,可惜去时下雨，在上山没有看见什么风景。爬山好累呀，腿疼了好几天,
YpC506049943,425,1,2021.07.25,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,价格是真的贵，门票，索道，班车，单趟往返收费，坑死人,
rCb172747049,425,1,2021.07.28,华山门票+北峰进山巴士上行车票+电子导游机（成人票）,进去后不管用说没有门票，已经买了有门票了还是查不到,
rCb172747049,425,1,2021.07.28,华山门票+北峰进山巴士上行车票+电子导游机（成人票）,买过后进去查不到票，让工作人员帮忙，人家不管,
小猪蹄5566,425,5,2021.07.30,华山风景名胜区（徒步登山）门票成人票,累，没别的，爬的生无可恋，,
VyE251056555,425,4,2021.06.30,华山风景名胜区（徒步登山）门票成人票,好着了，日出是这样的,
YAq586673315,425,5,2021.05.25,华山景区往返直通车不限人群票（周内）,大巴车很舒服，药蕾导游很热情，讲解也很详细，车子也很准时，总体很不错。,
匿名用户,425,5,2021.07.25,华山风景名胜区西峰单程索道票学生票,一定要去坐一次索道，景色太美了，恐高的还是劝退吧,
不染1750,425,5,2021.03.19,华山风景名胜区票门票（徒步登山）,华山！此生必登！其实很讨厌爬山太累了，但人生在世，总要去完成些有意义的事。五岳中已经完成了泰山和华山。姐妹们！华山比泰山难得太多！轻轻松松爬泰山，华山真是让你绝望。卡在半山腰不上不下，我们女的多，晚上8点多就开始了，一直到凌晨5点左右才登顶。太累了太累了，回去高铁上一直在睡，差点睡过站，下午2点到家睡到第二天10点……但是，很值得，华山很险，不一样的风景。完成一个小目标，黄山安排上了。人生太短，尽情去疯狂吧~,
oNb493427658,425,4,2021.08.01,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,好评,
GGxhZZ,425,4,2021.04.25,华山单程西峰索道票+单程西峰索道专线巴士票,可以，很久的华山之行，果然还是不虚此行，河北峰都去了，还是挺好的，风景栈道不该不太敢去，在网上查的土豆，觉得太吓人了，于是放弃了，天气都还可以，适合登高望远，等下次哪天有空的时候把我父母一起带过来爬爬山，嗯，照片这个手机没有，就传一些别的图吧！,
rCb172747049,425,1,2021.07.28,华山门票+北峰进山巴士上行车票+电子导游机（成人票）,总是让在从新买一次买过后还是这样子用不成,
Pou607580058,425,3,2021.05.28,华山风景名胜区（徒步登山）门票成人票,我是晚上夜爬的 ，除了累还是累 ， 晚上8 30开始上山的 早上5 30上去的 ，是真累，看了一个日出 直接就下来了,
CyX548972324,425,5,2021.07.31,华山风景名胜区西峰单程索道票成人票,太美了！非常好的体验！太值得了！,
dXw44881497,425,5,2021.06.19,华山风景名胜区（徒步登山）门票成人票,风景很美！,
G1158870605,425,2,2021.06.10,华山风景名胜区票门票（徒步登山）,住房比较贵。180？吃个饭麻婆豆腐76。,
七个寂寞的日子,425,5,2021.05.07,华山景区往返直通车不限人群票（周内）,给药蕾导游七星评价，导游讲解很细致，服务也很热情，耐心帮游客解答问题，整体安排非常好，迟到了一会导游也一直耐心等我们，总体100分,
ext626351137,425,5,2021.07.30,华山景区往返直通车不限人群票（周内）,挺好的 有机会还会选择,
kDC113980070,425,1,2021.07.14,华山风景名胜区西峰索道单程票,华山景区景色挺好，就是套路太多了，索道出入口只让做景区的大巴车40车费，不让私家车进。,
Cqm356228490,425,5,2021.07.26,华山风景名胜区（徒步登山）门票成人票,很不错价格也实惠，景色也很美。,
OqJ715720456,425,5,2021.07.30,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,鬼斧神工，太美了，,
丿饮一盏岁月留香,425,5,2021.07.31,华山风景名胜区西峰单程索道票学生票,很棒！,
lanfengnx,425,5,2021.05.29,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,华山够险，确实不虚此行，有机会还会推荐或者再来,
月儿弯弯245,425,3,2021.07.27,华山风景名胜区（徒步登山）门票成人票,设施齐全，比较安全，只是路灯少点,
匿名用户,425,5,2021.07.04,华山景区往返直通车不限人群票（周末）,特别好的一次经历，导游推荐的西上北下，四点钟玩完了全部峰，赞,
大爷很能吃,425,5,2021.07.20,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,人好多山上还是很凉快的就是脚疼啊！,
ySg395294253,425,4,2021.07.27,华山风景名胜区（徒步登山）门票成人票,体力不行的真的不要来 太遭罪了,
STD823734418,425,1,2021.06.23,华山风景名胜区西峰索道单程票,步行爬山口收费人员    态度差得很  ，以后不会再来了,
gAL274660403,425,1,2021.07.04,华山风景名胜区（徒步登山）门票成人票,景区里无论是店家还是景区服务人员 服务态度和做法都极度差,
urb600285770,425,5,2021.06.08,华山景区往返直通车不限人群票（周内）,导游人很好，很耐心，这次华山之旅非常愉快，来西安一定要去爬华山哦,
匿名用户,425,5,2021.07.30,华山景区往返直通车不限人群票（周内）,推荐,
大爷很能吃,425,5,2021.07.20,华山风景名胜区西峰单程索道票成人票,好刺激哈哈哈哈下山后脚疼了好几天,
匿名用户,425,4,2021.07.25,华山风景名胜区-门票,爬了一次，最难忘的山。孩子们也乐在其中。,
ZYH乌鸦,425,3,2021.07.20,华山风景名胜区西峰票+北峰票 - 往返索道票+车票（西上北下）,景色秀丽，山峰险峻，排队时间长，物价有点高！,
Tnx744894172,425,1,2021.07.17,华山风景名胜区西峰索道单程票,垃圾索道坐不到下面，还得再掏钱坐滑道还得掏钱坐大巴，真垃圾辣鸡垃圾，说一千遍，坑逼啊！,
IrN791348693,425,4,2021.07.29,（经典玩法不走回头路）华山风景名胜区门票+单程西峰索道票+单程北峰索道票+单程北峰索道专线巴士票+单程西峰索道专线巴士票,不错的一起旅行,
mlG832927446,425,5,2021.07.30,华山景区往返直通车不限人群票（周内）,ni,
小乔gogogo,425,3,2021.07.23,华山风景名胜区西峰单程索道票成人票,下山还的买40的巴车费才能去华阴车站,
Unf738347196,425,2,2021.05.06,华山风景名胜区（徒步登山）门票成人票,多年前错过华山，今年又来了实在是失望。1、景区服务中心寄存纯粹就是挣钱，一件背包，三个头盔要算两件收费一大件一小件，30元。装在一个大袋子里算一件。游玩了上海、南京、杭州、苏州、无锡、滁州等景点很多都提供免费寄存。有些景点收费寄存一次也就10元，不分件。2、景区厕所太脏了，走到附近总是闻到周遍都是尿骚味。3华山景色看了让人失望，没有什么人文特色，就是顺着山沟爬山，160元就是爬山，比起南方景点价格高，还没有特色。4北峰智取华山道不知什么原因关闭了，逼你坐索道吧。,
王光756,425,3,2021.07.25,华山风景名胜区西峰索道单程票,华山风景不错，必须坐索道上下！,
梁啊那个蓓啊蓓l,425,5,2021.05.16,华山风景名胜区门票成人票,特别想说，大家在山里别乱扔垃圾了，山里服务人态度都特别好。而且山上背垃圾下去，运东西上去真的很累，这是我偶然发现拍的一张。爬出去收拾游客丢垃圾。挺危险的。,
匿名用户,425,5,2021.05.10,华山风景名胜区（徒步登山）门票成人票, ,
JoJ876576232,425,5,2021.07.22,华山景区往返直通车不限人群票（周内）,导服务态度好，负责任，华山风景优美,
iyF482271658,425,5,2021.04.29,华山风景名胜区门票学生票,非常好，西安周边游排首位的旅游景点，推荐夜爬看日出「华山西峰」「华山东峰」「华山西岳庙」「华山苍龙岭」「百尺峡」「西峰太华索道」,
ujZ619689869,425,5,2021.07.27,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,不错不错的，值得去一次,
匿名用户,425,5,2021.06.21,华山景区往返直通车不限人群票（周内）,带我们是一个热情的小姐姐，华山一日游很充实，谢谢旅游服务团队的工作人员，下次决定带着我爸妈再登华山!,
Pko647704945,425,5,2021.07.25,华山景区往返直通车不限人群票（周末）,服务热情，态度好，安排合理,
匿名用户,425,5,2021.07.11,华山(玉泉院西山门徒步登山)学生票,不错,
匿名用户,425,5,2021.07.25,华山景区往返直通车不限人群票（周内）,服务非常周到，不错 很方便,
hca365694490,425,3,2021.07.22,华山风景名胜区（徒步登山）门票成人票,还不错，走了十来个小时才完成任务,
时雨Li,425,5,2021.07.26,华山风景名胜区票门票（徒步登山）,我爱华山，欣喜之旅。,
ybbcel0395,425,5,2021.07.17,华山风景名胜区西峰索道单程票,强烈推荐，险峻奇美，千万别爬上山，太累，一定会后悔,
小乔gogogo,425,3,2021.07.23,华山风景名胜区（徒步登山）门票成人票,爬完山看见楼梯就想吐，挺刺激的,
LzA137141597,425,5,2021.06.08,华山景区往返直通车不限人群票（周内）, ,
有一叶子,425,3,2021.07.25,华山风景名胜区（徒步登山）门票成人票,也就那样吧，没有想象中的好。中等评价。,
eBd992541248,425,4,2021.04.18,华山风景名胜区门票学生票,我们是夜爬的，所以我觉得并不害怕，安全措施也挺好的，路上几乎全都有信号，不用担心这个问题，（如果有想夜爬的朋友，一定一定一定要带双厚袜子呀！脚是真的冷。）总得来说，虽然累点，但是很有意义。,
福尔马虎,425,4,2021.07.26,华山风景名胜区（徒步登山）门票成人票,长空栈道赛高！！！！,
xqxqxtz,425,5,2021.07.12,华山景区往返直通车不限人群票（周内）,非常方便，价格还很便宜，导游姐姐小贠人很好，尽心尽力讲解清楚人也可可爱爱～,
秦骑长安客,425,5,2021.05.26,（地推）华山风景名胜区门票+西峰摆渡车+西峰单程索道+关帝庙成人票,打算下次还去，去一下长空栈道，这次去，时间不够，得排队,
Cookies766,425,5,2021.07.09,华山风景名胜区西峰单程索道票成人票,挺不错的。,
feI752556903,425,5,2021.07.22,华山景区往返直通车不限人群票（周内）,导游小员服务很好，帮忙代买票很方便,
Hon831850348,425,2,2021.07.23,华山西峰单程索道票,好哇好哇还是实话实说啥啥啥还是啥时候时好时坏,
Nal254763824,425,3,2021.07.23,华山风景名胜区西峰索道单程票,很漂亮，值得一去，就是价格太贵了,
匿名用户,425,3,2021.07.21,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,景色很美，确实有些险，一个字累。,
匿名用户,425,4,2021.07.25,华山景区往返直通车不限人群票（周末）,还不错,
王光756,425,3,2021.07.25,华山风景名胜区西峰索道单程票,华山风景不错，，。，，，， ，！,
匿名用户,425,1,2021.07.17,华山景区往返直通车不限人群票（周内）,体验是不好的但被迫好评，这个车七点坐上去中午都上不了华山,
coco77998,425,5,2021.06.01,华山风景名胜区票门票（徒步登山）,很棒，绝对称得上小华山之名。建议早上9点开始爬，路程不短，去的晚可能会怕不完。,
班猹,425,5,2021.07.22,华山景区往返直通车不限人群票（周内）,服务周到，旅游路线很有用，比较不错,
舍弃恨情,425,5,2021.05.13,华山风景名胜区西峰索道单程票,傻瓜今生遇见你，希望余生都是你。即使做不了夫妻，你也是我最牵挂的人。习惯了每天和你说说话，也习惯了每天和你聊聊天。因为你是我心里最想陪的见与不见都在心里， 你若一直在我便一直爱你若不在我便封心锁爱不知道够不够100字反正我尽力了,
匿名用户,425,5,2021.04.15,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,华山游玩，确实挺险的。长空栈道和鹞子翻身看着都害怕，有胆量的可以试试。西峰索道上，溜达一圈北峰徒步下来也不错。费时2：30小时，吃的喝的可以从山上买，不是太贵。,
qi145623456,425,5,2021.04.07,华山景区往返直通车不限人群票（周内）, ,
