id,价格,评价,评价日期,票务类型,评论,,,,,,,,,,,,
Yue202052095,42,3,2021.07.15,颐和园旺季成人（下午场门票）, ,,,,,,,,,,,,
b_tana,42,5,2021.09.18,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,导游服务很好,,,,,,,,,,,,
KAI782858312,42,4,2021.10.19,颐和园旺季优惠（下午场门票）,不错啊,,,,,,,,,,,,
匿名用户,42,5,2021.10.19,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,很认真很负责，推荐,,,,,,,,,,,,
左左先生家,42,1,2021.10.13,颐和园语音导览票（不含门票）,很鸡肋。。。还不如不买呢。自己看比什么都强,,,,,,,,,,,,
匿名用户,42,4,2021.10.18,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，阿雷,,,,,,,,,,,,
东风527,42,5,2021.09.16,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,导游小哥讲的不错，赞一个,,,,,,,,,,,,
bFq626373530,42,4,2021.10.16,颐和园旺季优惠（上午场门票）,还行吧，但还是感觉有点无聊,,,,,,,,,,,,
颖儿2650,42,4,2021.10.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
夜袭老婆儿村,42,5,2021.10.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导讲解的非常棒，特别推荐。,,,,,,,,,,,,
匿名用户,42,3,2021.10.14,颐和园旺季成人（下午场门票）, ,,,,,,,,,,,,
zXo365235210,42,5,2021.09.17,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,逛景点一定要带讲解呀,,,,,,,,,,,,
aVr345203124,42,4,2021.10.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,很轻松的环境，香薰味道也好闻，高级,,,,,,,,,,,,
ExP584249218,42,5,2021.09.24,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天张导服务优秀，讲解细致，知识面非常广,,,,,,,,,,,,
IUl625856872,42,4,2021.10.18,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天,,,,,,,,,,,,
IUl625856872,42,4,2021.10.18,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天,,,,,,,,,,,,
AlT209701229,42,4,2021.10.16,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的李导讲的好,,,,,,,,,,,,
gytjspi,42,5,2021.08.25,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的崔毅导游幽默风趣，讲了很多景区的小故事，讲出了颐和园的魅力,,,,,,,,,,,,
平1989,42,5,2021.10.14,颐和园旺季成人（下午场门票）,不错，景点不错,,,,,,,,,,,,
夜袭老婆儿村,42,5,2021.10.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导讲解的特别详细，特别好,,,,,,,,,,,,
Ofk701830991,42,4,2021.10.16,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,服务周到，李导讲解很到位,,,,,,,,,,,,
ROe343862323,42,5,2021.09.25,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿洪导游很热心，讲解细致。,,,,,,,,,,,,
wzk473905254,42,4,2021.09.28,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,阿峰讲解的很好，涨知识,,,,,,,,,,,,
gpc397569935,42,5,2021.10.17,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,李党,,,,,,,,,,,,
Royaluni,42,5,2021.10.05,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解生动有趣，学习很多知识，且不论知识的正确性，趣味性挺强，爱了,,,,,,,,,,,,
NCD182056047,42,2,2021.10.13,颐和园旺季成人（上午场门票）,人少有些景点没有开门，整个景点就是走路走路,,,,,,,,,,,,
用户名1004,42,3,2021.10.12,颐和园旺季成人（上午场门票）,跟家人一起去玩，人蛮多的 出行交满意,,,,,,,,,,,,
乐逍遥,42,3,2021.10.13,颐和园旺季成人（上午场门票）,什么都收费，人还多，停车太麻烦了，车多位少,,,,,,,,,,,,
XMg478905032,42,5,2021.09.07,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天很好,,,,,,,,,,,,
xueqin5566,42,5,2021.09.28,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,导游幽默，讲解不错,,,,,,,,,,,,
cez896490628,42,3,2021.10.12,颐和园旺季成人（下午场门票）,我觉得景点都一个样子，总体来说挺大的,,,,,,,,,,,,
gZs453169449,42,4,2021.10.16,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，讲的不错,,,,,,,,,,,,
mOq908730493,42,5,2021.09.28,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,风趣幽默的导游,,,,,,,,,,,,
tXC796995126,42,5,2021.10.10,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿li 讲的很好 很棒 知识面很广 人还很帅,,,,,,,,,,,,
kDc295663585,42,4,2021.10.17,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天,,,,,,,,,,,,
hibabyrose,42,5,2021.10.16,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天讲的好。,,,,,,,,,,,,
LF妃儿,42,4,2021.10.16,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天,,,,,,,,,,,,
鑫丫头l,42,5,2021.08.18,颐和园旺季成人（上午场门票）,很美，很不错，和妈妈一起划船,,,,,,,,,,,,
壞丫头sha,42,1,2021.10.02,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,美团团的金牌导游讲解，全程没找到导游，景区说第三方的导游不归她们，白花了导游的钱,,,,,,,,,,,,
qZP512498609,42,5,2021.09.07,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿峰导游，服务态度好，讲解的很专业，很认真，态度好。,,,,,,,,,,,,
彤彤4321,42,5,2021.07.19,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,导游非常贴心，耐心，耳机不好带，导游欧巴还亲自给弄，导游小姐姐全称面带微笑讲解，谁有问题随时解答，讲解的很到位，天气不太热，正适合这条漫不经心的讲解路程，老人孩子都爱听 ，连大门上的图样都耐心讲解，价位合适,,,,,,,,,,,,
fHA118524624,42,5,2021.10.16,颐和园旺季成人（下午场门票）,好,,,,,,,,,,,,
万小葱的美团,42,5,2021.09.12,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天 边导服务超级好 超级推荐,,,,,,,,,,,,
ahY300724056,42,5,2021.09.22,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导，尽职尽责讲解细致，满分好评。,,,,,,,,,,,,
PmG803128409,42,4,2021.07.25,颐和园旺季成人（上午场门票）,古迹真迹，恢弘与精美，在陈导游丰富而生动的讲解下，一部宫廷大剧呈现在我们眼前，谢谢烈日下辛勤工作的陈导游，故宫之行，收获良多！,,,,,,,,,,,,
匿名用户,42,5,2021.07.06,颐和园旺季成人票+金牌导游深度讲解（下午场门票）,园子很大，怕行程来不及就买了导游票，不得不说北京的很多景点都需要导游带，不然一是看不懂，二是景点太大逛半天时间来不及。可能最近旺季，晚了一个小时到还好也有导游带，苏导全程安排的很好，及时安排我们去洗手间，也尽量给我们选阴凉处讲解，虽然全程两个多小时竟然也没觉得太累，也了解了很多园子里的文化背景。体验很好。,,,,,,,,,,,,
张嘻嘻爱锅包肉,42,5,2021.10.01,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天李晓军导游讲的太好啦～收获了好多以前不知道的东西呀！强烈推荐？,,,,,,,,,,,,
ZfA941115854,42,4,2021.08.03,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,疫情暑期人并不多，游园人数刚刚好，有一定的历史底蕴，最好订一个导游的解说，讲解非常细致，了解也会比较深刻！,,,,,,,,,,,,
nbq142547569,42,5,2021.09.25,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天啊红导游很不错,,,,,,,,,,,,
nxC592579537,42,5,2021.10.04,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,服务态度好，「乐寿堂」「仁寿殿」「玉澜堂」「昆明湖」，讲解很好导游很优秀！,,,,,,,,,,,,
YgU812695270,42,4,2021.10.12,颐和园淡季成人（上午场门票）,环境可以，色施也很美，会再次去玩吧,,,,,,,,,,,,
poi540156901,42,5,2021.09.22,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙岛，讲解清晰，很好,,,,,,,,,,,,
shV196931009,42,2,2021.10.10,颐和园旺季优惠（下午场门票）,总体来说与预期不符 【交通】【环境】【交通】【项目】,,,,,,,,,,,,
YLN伊,42,4,2021.10.15,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
NTW597166013,42,5,2021.10.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
Tigering2019,42,5,2021.10.04,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,差点没赶上，打电话一直没人接，去的太迟了。不过赶上之后，听讲解还不错。,,,,,,,,,,,,
_qqw7d1320323520,42,5,2021.10.10,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿雷强烈推荐,,,,,,,,,,,,
LING听说NI,42,1,2021.08.22,颐和园成人上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,这个是我有生以来最糟糕的一个体验，没有之一！！！！第一：我买完票八点多一点，两分钟之内我看到买错票了，当时仅仅两分钟就退不了。2：我打客服电话，从八点说 处理，延迟九点，接着延迟到十点，接着11点，12点，1点，各种推脱。3，如果退不了不能明白说清楚吗，一直推延。4：客服说要联系景区方，景区方一直联系不到人，景区方人都怎么了！如果你真缺这120块钱可以，我认了,,,,,,,,,,,,
itj148505337,42,3,2021.07.18,颐和园旺季成人（下午场门票）,没有明显的建筑标识 导致游玩的时候很浪费时间 转了3-4个小时 还是有很多地方没有去 人很多 景色不错 建议避开晴天游玩 夏天注意防暑,,,,,,,,,,,,
夜夜非,42,5,2021.08.27,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,学识渊博，风趣幽默，声音洪亮且认真，态度负责工作认真。,,,,,,,,,,,,
鲁小野,42,5,2021.08.29,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导游相当棒！讲解细致又生动，两个多小时后没有停的讲解，非常棒，强烈推荐。,,,,,,,,,,,,
zOk324556349,42,2,2021.10.07,颐和园旺季成人（下午场门票）,太失望了，好多房子都维修，不能看。不维修的也挡住了，离得老远啥都看不到。。,,,,,,,,,,,,
HVc567784213,42,3,2021.10.07,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,正好下雨，没有尽兴，路线是从东门进去，西门出去。,,,,,,,,,,,,
KUp491476266,42,5,2021.10.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，边导优秀,,,,,,,,,,,,
zena1205,42,5,2021.10.02,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,崔毅导游不错哦，嗓门大，认真负责，讲的很仔细，也很接地气，辛苦啦,,,,,,,,,,,,
阳香满,42,4,2021.10.09,颐和园-成人联票（包含佛香阁票+苏州街票+德和园票+文昌院票）,里面太大了，还是要有足够的时间逛,,,,,,,,,,,,
dth286886680,42,5,2021.10.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天  阿红导游服务好,,,,,,,,,,,,
匿名用户,42,5,2021.10.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天 边导,,,,,,,,,,,,
wmI809646890,42,5,2021.07.29,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游崔毅导游，人特好，待人非常宽厚，讲解非常到位，走一趟颐和园，又了解很多很多历史，途中也很耐心等候游客，人特好，感觉很舒服，不虚此行，强烈推荐崔毅导游！！强烈推荐！强烈推荐！强烈推荐哦！！！！,,,,,,,,,,,,
匿名用户,42,2,2021.10.09,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,不专业，门口的小黑旅行社没什么区别,,,,,,,,,,,,
tHY861145085,42,5,2021.08.28,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,昨天下午去的，果然不错，杨导很耐心带一行人参观。,,,,,,,,,,,,
莫小幽976,42,5,2021.08.13,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,颐和园，保留最完好的皇家园林，帝王的悠闲生活也不含糊。周末是最佳游玩景点之一，导游讲解周到，仔细。好评,,,,,,,,,,,,
漫漫人生999,42,5,2021.10.11,颐和园旺季优惠（上午场门票）,非常好,,,,,,,,,,,,
Sso952192740,42,3,2021.10.06,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享 天天，李导，很优秀，知识渊博，幽默风趣,,,,,,,,,,,,
匿名用户,42,5,2021.10.13,None,边导讲解不错,,,,,,,,,,,,
匿名用户,42,5,2021.10.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,边导讲课不错,,,,,,,,,,,,
Wvy513402290,42,2,2021.10.11,颐和园旺季成人票+金牌导游深度讲解（上午场门票）,所谓金牌导游，呵呵了！啥也不是,,,,,,,,,,,,
匿名用户,42,5,2021.10.10,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天知识面广，讲的很好,,,,,,,,,,,,
知足者常乐7628,42,4,2021.10.13,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,边导非常好,,,,,,,,,,,,
pvI702229009,42,5,2021.10.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导,,,,,,,,,,,,
OfZ687385513,42,5,2021.08.01,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,导游讲的使人感到愉快 全程轻松愉快 即了解了历史知识又通过导游了解了北京风土文化 边导游强烈推荐,,,,,,,,,,,,
cez896490628,42,3,2021.10.12,颐和园旺季成人（下午场门票）,推荐推荐，很大的，可以好好去逛逛,,,,,,,,,,,,
fLX113209928,42,3,2021.06.11,颐和园成人门票+导游讲解服务（9:00-15:00入园）,去颐和园前先在美团买的颐和园门票加电子解说 在颐和园检票入门广场前 没有看到有美团发电子解说耳机的人员 进园绕湖溜达一圈就出来了 商家挺好 微信联系我把30元差价退给我了  建议旅游的小伙伴光买门票就行 愿意坐船还是人工讲解还是颐和园里额外收费小景点 都可以检票进园后自由选择非常方便！,,,,,,,,,,,,
jOW661908818,42,5,2021.10.02,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,许老师辛苦了，讲解很棒，专业、幽默、知识渊博，特别强烈推荐~,,,,,,,,,,,,
·好吃鬼·,42,3,2021.10.07,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,【环境】皇家园林果然不一样，真的好,,,,,,,,,,,,
yh387441447,42,3,2021.10.05,颐和园成人上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,转船真不赖，景色沿途挺美丽的，太漂亮了,,,,,,,,,,,,
FDn827430194,42,5,2021.09.29,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游崔毅很认真的讲解，很幽默，心情愉快的学习历史知识，推荐哦,,,,,,,,,,,,
匿名用户,42,3,2021.10.07,颐和园旺季优惠（下午场门票）,环境不错，就是要选择一个好的天气去游玩,,,,,,,,,,,,
WZS小高,42,5,2021.10.03,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,很不错的体验，几十块钱，性价比很高，推荐。乐享天天，李小军不错,,,,,,,,,,,,
hh蓝色月光,42,5,2021.10.10,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿磊的讲解非常详细,,,,,,,,,,,,
gao19870458,42,5,2021.10.06,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的边导人热情，服务周到，讲解风趣，赞,,,,,,,,,,,,
By一只羊,42,5,2021.06.11,颐和园旺季成人（上午场门票）, ,,,,,,,,,,,,
gqA678188464,42,5,2021.08.28,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,以前来过自己逛的，这次找的导游讲解感觉太不一样，讲的很好，服务很好，尤其带孩子应该找一个给讲解,,,,,,,,,,,,
ladtuangou,42,5,2021.10.09,颐和园旺季成人（上午场门票）,颐和园好地方,,,,,,,,,,,,
fCL481943916,42,1,2021.10.05,颐和园优惠上午场大门票+颐起听电子讲解（不含园中景点门票）,语音讲解没用 上 客服吐字不清 没有解决我的问题,,,,,,,,,,,,
smx196566547,42,4,2021.09.22,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解很清楚，服务态度不满意,,,,,,,,,,,,
epi153092881,42,5,2021.08.29,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导滔滔不绝的2个多小时的讲解，仿佛故事里的人物活灵活现在此景中，很,,,,,,,,,,,,
FgV134810202,42,4,2021.10.10,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿磊,,,,,,,,,,,,
jrB234050875,42,4,2021.10.06,颐和园旺季成人（下午场门票）,没有买到故宫的票，就来逛逛颐和园，逛的很尽兴,,,,,,,,,,,,
Asx610956575,42,5,2021.10.07,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,不急不缓，谈吐温和！,,,,,,,,,,,,
hWe290356425,42,5,2021.09.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导,,,,,,,,,,,,
nxO631613617,42,5,2021.10.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,特别棒，推荐,,,,,,,,,,,,
LwJ206591334,42,2,2021.10.09,颐和园成人门票+导游讲解服务（9:00-15:00入园）,忘了，时间太长了也不错，。，。，。,,,,,,,,,,,,
两个漂亮小棉袄,42,4,2021.10.10,颐和园旺季成人（上午场门票）,不错，第二次去了。可推荐。,,,,,,,,,,,,
小琪琪宝贝520,42,4,2021.10.05,颐和园成人票+讲解票（13:00-15:00东宫门入园15分钟一场）,请至少当天的15点前购买,游览的很全面，孩子很高兴能看到以前的建筑,,,,,,,,,,,
哇是阿绿姐姐,42,5,2021.04.20,颐和园旺季成人（下午场门票）,值得一看～和园，中国清朝时期皇家园林，前身为清漪园，坐落在北京西郊，距城区15公里，占地约290公顷（2.9平方千米），与圆明园毗邻。它是以昆明湖、万寿山为基址，以杭州西湖为蓝本，汲取江南园林的设计手法而建成的一座大型山水园林，也是保存最完整的一座皇家行宫御苑，被誉为“皇家园林博物馆”。清朝乾隆皇帝继位以前，在北京西郊一带，建起了四座大型皇家园林。乾隆十五年（1750年），乾隆皇帝为孝敬其母崇庆皇太后动用448万两白银在这里改建为清漪园，形成了从现清华园到香山长达二十公里的皇家园林区。咸丰十年（1860年），清漪园被英法联军焚毁。光绪十四年（1888年）重建，改称颐和园，作消夏游乐地。光绪二十六年（1900年），颐和园又遭“八国联军”的破坏，珍宝被劫掠一空。清朝灭亡后，颐和园在军阀混战和***统治时期，又遭破坏。1961年3月4日，颐和园被公布为第一批全国重点文物保护单位，与同时公布的承德避暑山庄、拙政园、留园并称为中国四大名园，1998年11月被列入《世界遗产名录》。,,,,,,,,,,,,
倪妮2014,42,5,2021.08.29,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,天天享乐李晓军导游讲解细致，知识渊博，学习到了很多之前不知道的知识。出来玩果然还是需要有个人讲解，这才不是白来一趟。,,,,,,,,,,,,
ladtuangou,42,5,2021.10.09,颐和园旺季优惠（上午场门票）,颐和园好啊,,,,,,,,,,,,
NdT423238067,42,4,2021.07.27,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,导游姐姐很负责任哦，不但知识渊博而且讲解清楚，一路诙谐幽默，能够提醒照顾老人孩子、还帮同行的小伙伴们拍了好多有价值的图片，值得点赞哦,,,,,,,,,,,,
GNI983230881,42,4,2021.10.05,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,导游哥哥讲解的挺好的，受益匪浅，还会再来的。,,,,,,,,,,,,
Rsg642802334,42,4,2021.10.09,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天李导，讲的好,,,,,,,,,,,,
木瓜继续微笑817,42,1,2021.10.05,颐和园成人上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,花钱买票，下大雨没坐成轮船，体验很差，差评,,,,,,,,,,,,
TOY998537629,42,5,2021.08.21,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,边导 讲解真的很不错 强烈推荐大家来颐和园敬请听讲解 了解百年的历史,,,,,,,,,,,,
Eeq198508371,42,5,2021.09.21,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导！挺好挺好！,,,,,,,,,,,,
jQt867401223,42,3,2021.10.03,颐和园旺季优惠（下午场门票）,今天来下雨了，没有怎么玩，如果晴天来应该会很好看,,,,,,,,,,,,
izy174948722,42,5,2021.08.28,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,今天风景不错，导游也很负责，乐享天天,,,,,,,,,,,,
YOUd小情歌,42,4,2021.07.08,颐和园旺季成人（下午场门票）,第一次来北京，带着妈妈来的，还是非常陪家人小孩来游玩的，面积超级大，如果要全部逛完估计要一天的时间，走累的话可以坐船，30元一位。风景真的没得说，不过最后一天先爬长城又游颐和园体力有点不大够，还有最好不要在西门进，从东门或者北门进，西门进要绕一大圈。,,,,,,,,,,,,
vHI470438144,42,5,2021.09.12,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,不错，讲的好。对慈禧的形象刻画很生动，慈禧是个爱享乐和消费的势利女人。,,,,,,,,,,,,
Tcn314320905,42,4,2021.09.20,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游，阿伟讲解不错,,,,,,,,,,,,
哲元626,42,5,2021.10.10,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，讲解一流,,,,,,,,,,,,
kDJ893044478,42,5,2021.10.11,颐和园旺季优惠（上午场门票）,good,,,,,,,,,,,,
gmR718743259,42,5,2021.06.15,颐和园旺季成人（上午场门票）,去颐和园的天气非常晴朗，颐和园不愧是皇家园林。亭台楼阁错落有致，有山有水，景色宜人。走累了谁处都有休息的地方，去卫生间也很方便，而且干净。走走停停，拍拍照，置身于园林之中，真是一种享受。交通方便，出发前查好线路，地铁直达。园林太大了，只去了部分景区。颐和园，值得一游的好地方！,,,,,,,,,,,,
雷诺21,42,5,2021.09.21,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导，好评,,,,,,,,,,,,
雷诺21,42,5,2021.09.21,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导，好评,,,,,,,,,,,,
丁程鑫npy,42,3,2021.10.04,颐和园旺季优惠（上午场门票）,景色挺不错的，适合拍照，就是人有点多走得有点累,,,,,,,,,,,,
oFt270353381,42,4,2021.09.14,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解得不错，服务到位。很满意，乐享天天导游崔毅！,,,,,,,,,,,,
赢慕花道,42,2,2021.10.05,颐和园旺季成人（上午场门票）,除了西洋楼，其他的真是一般跟凑数一样。,,,,,,,,,,,,
UaX542811697,42,1,2021.10.05,颐和园成人上午场大门票+颐起听电子讲解（不含园中景点门票）,根本没收到电子讲解短信，骗人的，别买,,,,,,,,,,,,
uYX999612903,42,4,2021.09.21,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导讲解详细,,,,,,,,,,,,
一点儿的骄傲,42,5,2021.08.09,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,边导不错，值得推荐哦……据说是北京最美的园林,,,,,,,,,,,,
cjc467486631,42,5,2021.10.05,颐和园成人门票,优美的环境，向往的生活，值得一去,,,,,,,,,,,,
rgl520aisini,42,5,2021.09.20,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游讲解不错,,,,,,,,,,,,
ccf_art,42,5,2021.09.10,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天李小军讲解的不错，家人没有买到票，多亏李导帮助买张票。,,,,,,,,,,,,
Ear431518211,42,5,2021.10.07,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的李导非常不错,,,,,,,,,,,,
FHh778079349,42,5,2021.10.03,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,颐和园太大了，导游大哥很好幽默风趣。,,,,,,,,,,,,
kHV727573074,42,5,2021.09.22,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,非常好,,,,,,,,,,,,
_qqdz81368963370,42,5,2021.10.05,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游很专业,,,,,,,,,,,,
王逸凡52,42,5,2021.09.15,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
uYX999612903,42,4,2021.09.21,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导,,,,,,,,,,,,
Qis840905979,42,5,2021.08.17,颐和园旺季成人（上午场门票）,今天和家人一起来逛故宫，风和日丽，讲解李秀才非常有耐心，讲解很到位，下次有机会还来,,,,,,,,,,,,
hfm863907889,42,1,2021.10.02,颐和园成人上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,骗子骗子，骗子，120白花了，大骗子，北京一点不好,,,,,,,,,,,,
Yang124403660,42,1,2021.10.03,颐和园优惠上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,弄的这什么啊？颐和园带别地坐船，简直坑,,,,,,,,,,,,
nof597507912,42,5,2021.10.04,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,很好哦，讲解到位，声情并茂，代入感强，强烈推荐哦！,,,,,,,,,,,,
gjE565390910,42,5,2021.09.29,颐和园旺季成人（下午场门票）,带玩的导游服务超级好，会认真给我们介绍具体游玩攻略，体验绝佳,,,,,,,,,,,,
hfm863907889,42,1,2021.10.02,颐和园优惠上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,骗子，紫竹院根本不是颐和园，120白花了,,,,,,,,,,,,
HXT988855544,42,5,2021.10.06,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,不错,,,,,,,,,,,,
nxC592579537,42,5,2021.10.04,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,设施齐全，服务好，导游说的好,,,,,,,,,,,,
Qis840905979,42,5,2021.08.17,颐和园旺季成人（上午场门票）,今天天气非常好，第一次逛故宫，和家人一起来，李秀才讲解非常好，非常耐心，值得和大家推荐！,,,,,,,,,,,,
匿名用户,42,1,2021.08.04,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,说下单后发短信，没收到短信，也不集合，也不知道哪里讲解？反馈热线回过来特别理直气壮说那是因为您手机信号问题，给我讲了半天10：00-11：00每小时一场集合，那不就是这一小时内只有一次集合。11之后买票的就高价光买门票了么？客服比较恶心了，全程没有歉意。大家最好提前一天官网预订，要不是没票了，让美团挣着良心钱,,,,,,,,,,,,
