id,价格,评价,评价日期,票务类型,评论,,,,
JeE518020724,259,4,2019.09.29,黄龙风景名胜区门票+上行索道票（老人票，非法定节假日）,灵山秀水造物恩赐。养眼洗肺。最美的是天气很好，水的多彩完全展现。美中不足的是五彩斑斓的池水中竟然建了个厅庙在上面，破坏了自然和谐的美。栈道上结了冰、滑溜滑溜的，工作人员在上面铺了麻袋，很贴心。大美山水，值得观赏。,,,,
肖燕梅763,259,3,2019.10.04,黄龙风景名胜区门票+上行索道票（儿童票）,可以漂亮，值得一游，就是门票太贵了,,,,
丶萌豆豆,259,4,2019.12.04,黄龙风景名胜区门票+上行索道（成人票）,快入冬去的。景色还不错。,,,,
匿名用户,259,4,2019.10.19,黄龙风景名胜区门票+上行索道（成人票）,遇到下雪，风景美！,,,,
神秘人_辜,259,5,2019.10.10,黄龙风景名胜区门票+上行索道（成人票）,上山以后，走了好远好远才看到五彩池。就是去的早上雾很大拍不出那种美,,,,
SVR27958576,259,5,2019.10.02,黄龙风景名胜区门票+上行索道票（儿童票）,漂亮值得去！,,,,
Sunny丶步非烟,259,3,2019.10.09,黄龙风景名胜区门票+上行索道（成人票）,我们去的时候天气很好，景色不错，但是单单下山就近3个小时，真是可怜我的腿，没有出现高反,,,,
点心盒,259,4,2019.10.19,黄龙风景名胜区门票+上行索道（成人票）,风景如画,,,,
匿名用户,259,2,2019.10.03,黄龙风景名胜区门票+上行索道（成人票）,去第一次不想去第二次，门票还250真是醉了除了几个彩池没啥看头,,,,
匿名用户,259,5,2019.08.21,黄龙风景名胜区门票+上行索道（成人票）,【环境】非常非常潮湿！   各种蒙蒙小雨。会冷的！【交通】上行的索道，所以只有下山 很轻松！【项目】有一个五彩池的景点吧。其它都是在沿路！【餐饮】来回很快的，没吃东西！,,,,
KNU749222681,259,5,2019.10.07,黄龙风景名胜区门票+上行索道（成人票）,性价比比较高吧，走路走得不行，太远了,,,,
匿名用户,259,1,2019.10.03,黄龙风景名胜区门票+上行索道（成人票）,一次非常不愉快的旅行全毁在美团，设置了优惠票为什么不写明学生票购买，退票退不了，转客服电话也不接，，，，无语，几十块钱浪费人的心情，差评差评,,,,
JeE518020724,259,5,2019.09.29,黄龙风景名胜区门票+上行索道+电子导览（成人票）,美不胜收。自然奇观，神奇的造物，天赐美景，值得观赏。,,,,
匿名用户,259,4,2019.10.27,黄龙风景名胜区门票+上行索道（成人票）,购买很方便，使用直接刷身份证入园，方便极了。,,,,
匿名用户,259,5,2019.08.21,黄龙风景名胜区门票+上行索道（成人票）,景色还是美的～～～【环境】【交通】因为都是索道上行  全程就是些下山的 所有很适合老人游玩～,,,,
RIi222024697,259,4,2019.08.12,黄龙风景名胜区门票+上行索道（成人票）,很不错的，风景很美，索道很舒服！沿途可以看见一路向上的风景！索道上去不累，也为走下来观光沿途美景累计能量！我最喜欢的就是索道了！其次沿途美景也不少！五彩池是最出名的！一路都可以看到不同程度颜色的彩池！,,,,
yfmtr050,259,4,2019.10.02,黄龙风景名胜区门票+上行索道票（儿童票）,很好,,,,
blM867094444,259,5,2019.11.02,黄龙风景名胜区门票+上行索道（成人票）,景色秀丽，徝得一去,,,,
boy陈三,259,1,2019.10.29,黄龙风景名胜区门票+上行索道（成人票）,顶多4A，3个小时逛完，景区都一个样，250不值,,,,
TfL505589509,259,5,2019.10.25,黄龙风景名胜区门票+上行索道（成人票）,就是天气不给力 但景真的太美了 还是抵挡不住诱惑爬了上去,,,,
keL597134241,259,5,2019.10.28,黄龙风景名胜区门票+上行索道票（儿童票）,开始下着小雨，但一点也不影响前进的步伐,,,,
keL597134241,259,3,2019.10.28,黄龙风景名胜区门票+上行索道（成人票）,五彩池果然名不虚传，色彩斑斓，,,,,
匿名用户,259,3,2019.10.16,黄龙风景名胜区门票+上行索道（成人票）,景区秩序不错，卫生也很好，因为海拔高还设置了吸氧站。就是门票250略贵。,,,,
匿名用户,259,5,2019.10.20,黄龙风景名胜区门票+上行索道（成人票）,风景很美，只是我们4月去的很多地方已经干涸了，夏天应该更美,,,,
萧66,259,5,2019.08.16,黄龙风景名胜区门票+上行索道+电子导览（成人票）,值得票价，景色很美，一定要坐索道，从上往下看就不会累，也不会马上审美疲劳,,,,
匿名用户,259,5,2019.08.19,黄龙风景名胜区门票+上行索道+电子导览（成人票）,风景很好看,,,,
ZHN617185156,259,3,2019.10.13,黄龙风景名胜区门票+上行索道（成人票）,风景还可以，卫生做的特别好，第一次去居然没高原反应，真是谢天谢地,,,,
cool冰炫,259,2,2019.10.18,黄龙风景名胜区门票+上行索道（成人票）,有点失望，去过九寨沟再去这里失望太多了,,,,
MiKetang181201,259,5,2019.08.15,黄龙风景名胜区门票+上行索道+电子导览（成人票）,环境不错，非常漂亮，玩的很开心，网上定票直接刷身份证就可以了，非常方便！,,,,
匿名用户,259,5,2019.10.11,黄龙风景名胜区门票+上行索道（成人票）,很漂亮。服务质量很好，管理比九寨沟好很多。,,,,
睿敏装饰,259,3,2019.10.08,黄龙风景名胜区门票+上行索道票（儿童票）,景色确实不错！只是缆车才到半路,,,,
prU712968858,259,4,2019.10.09,黄龙风景名胜区门票+上行索道票（儿童票）,景色宜人，最美的景都在路上，耐心欣赏,,,,
匿名用户,259,2,2019.10.08,黄龙风景名胜区门票+上行索道（成人票）,可能预期过高，感觉不值这个价钱,,,,
xiaoyudianll17,259,5,2019.10.09,黄龙风景名胜区门票+上行索道（成人票）,自然景观美不胜收，值得一来,,,,
富贵多多,259,4,2019.10.06,黄龙风景名胜区门票+上行索道（成人票）,除了票价贵再没啥问题了,,,,
沧海9069,259,4,2019.10.07,黄龙风景名胜区门票+上行索道（成人票）,景区干净，景色很美，推荐大家去旅游！,,,,
QRl594251393,259,4,2019.10.05,黄龙风景名胜区门票+上行索道票（儿童票）,设施齐全景色优美，服务很好！,,,,
prU712968858,259,4,2019.10.09,黄龙风景名胜区门票+上行索道（成人票）,风景优美值得一去,,,,
黎洋923,259,5,2019.10.05,黄龙风景名胜区门票+上行索道（成人票）,索道很先***稳快速，境色也不错,,,,
UQN428294797,259,4,2019.08.19,黄龙风景名胜区门票+上行索道+电子导览（成人票）,还不错 很美，天气很好 很满意的一次旅行,,,,
VBd647360834,259,5,2019.10.05,黄龙风景名胜区门票+上行索道（成人票）,很好玩，很美丽！！！！！！！！,,,,
nHy822721749,259,1,2019.10.04,黄龙风景名胜区门票+上行索道（成人票）,不想说了！人差点累死了，什么也没看到,,,,
SVR27958576,259,5,2019.10.02,黄龙风景名胜区门票+上行索道（成人票）,漂亮，风景好,,,,
brnzyx,259,5,2019.08.06,黄龙风景名胜区门票+上行索道+电子导览（成人票）,黄龙真是太美了 大家有时间一定要去 值回票价,,,,
SVR27958576,259,5,2019.10.02,黄龙风景名胜区门票+上行索道（成人票）,非常不错，值得一去,,,,
fyp0517,259,5,2019.08.19,黄龙风景名胜区门票+上行索道+电子导览（成人票）,感觉比九寨沟好玩，风景很美，值得一去。,,,,
Yoly273589422,259,2,2019.08.13,黄龙风景名胜区门票+上行索道+电子导览（成人票）,走了一大段路  喜欢看山水还是可以！,,,,
lRc700914985,259,5,2019.10.03,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,好评,,,
六道真人,259,4,2019.07.13,黄龙风景名胜区门票+上行索道+电子导览（成人票）,风景不错，值得推荐！小野花也很漂亮，还有很多小松鼠出没！,,,,
手中的玻璃杯,259,2,2019.07.19,黄龙风景名胜区门票+上行索道+电子导览（成人票）, ,,,,
焱悠飞舞的火花,259,5,2019.09.21,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,很好玩，售前售后都很好，风景优美，都玩的不想走了,,,
viby0902,259,4,2019.09.03,黄龙风景名胜区门票+上行索道+电子导览（成人票）,景区很漂亮，网上买票和现在购买优惠力度太小了，感觉吸引力不够,,,,
_qq5wh1345647389,259,5,2019.09.15,黄龙风景名胜区门票+上行索道+电子导览（成人票）,【环境】【环境】【交通】,,,,
suki禛禛,259,2,2019.08.14,黄龙风景名胜区门票+上行索道+电子导览（成人票）,风景是美但是一直走路，索道只能坐到中间，下山走太远了，应该加观光车,,,,
匿名用户,259,5,2019.09.08,黄龙风景名胜区门票+上行索道（成人票）,景色非常美丽,,,,
XZW648033447,259,4,2019.08.09,黄龙风景名胜区门票+上行索道（成人票）, ,,,,
郭慧茹19,259,2,2019.08.24,黄龙风景名胜区门票+上行索道（成人票）,很一般，还没九寨沟漂亮门票加索道比九寨沟还贵，就看水，每个景点水都一样，没别的,,,,
匿名用户,259,1,2019.05.03,黄龙风景名胜区门票+上行索道（成人票）,去了一次就不想去了，一个字（差），首先要说一下51小长假肯定是有很多去玩，早上一早去买票只有两个现金窗口在售票现在都是互联网时代了谁还会带这么多现金出门然后又在网上买，还以为在网上买了就可以直接进去了然而不是这么回事还是要去窗口换票，好不容易坐索道进了景区到了山顶走了很长一段路到达黄龙风景区的五彩池，游玩了这个地方往下走基本上下面就只能看树了，有的瀑布没有水或是水比较少了门票比九寨沟的贵感觉没有九寨沟漂亮这是真心话,,,,
yu_桂花飘香,259,4,2019.09.01,黄龙风景名胜区门票+上行索道+电子导览（成人票）,风景很美，非常喜欢。,,,,
yu_桂花飘香,259,4,2019.09.01,黄龙风景名胜区门票+上行索道+电子导览（成人票）,风景很美，非常喜欢。,,,,
诉秋心11,259,4,2019.08.20,黄龙风景名胜区门票+上行索道（成人票）,景区还可以，都在景点都在一条线上。就是感觉票价略贵,,,,
wwuu9999,259,2,2019.08.21,黄龙风景名胜区门票+上行索道（成人票）,索道距离短，不值这个价。。。。。。。,,,,
jxl白茶,259,3,2019.08.23,黄龙风景名胜区门票+上行索道+电子导览（成人票）,推荐推荐推荐不错不错不错的。可以去,,,,
zxC839163058,259,4,2019.08.15,黄龙风景名胜区门票+上行索道+电子导览（成人票）,设施完善，只是景点有点重复，来回几公里看的都是相似的景点,,,,
VrV175017951,259,4,2019.08.15,黄龙风景名胜区门票+上行索道票（学生票）,服务态度好，风景好,,,,
咖啡秋秋,259,4,2019.08.15,黄龙风景名胜区门票+上行索道+电子导览（成人票）,不错,,,,
iaM676864577,259,1,2019.08.12,黄龙风景名胜区门票+上行索道票（学生票）,服务很差特别是工作人员，态度很差，景区一般，,,,,
gMN522185308,259,1,2019.06.20,黄龙风景名胜区门票+上行索道（成人票）,可能是我去的时间不太对，所以里面没什么特别的照片都是ps过的,,,,
如一时花香,259,3,2019.06.14,黄龙风景名胜区门票+上行索道+电子导览（成人票）,景区说实在也没什么好玩的 就看看几个池子  上去是坐的缆车  没想到下来走了好几个小时  缆车站到景点也要走几十分钟  等到了景点也就懒的再上山坐缆车下去了  腿都走断了,,,,
匿名用户,259,5,2019.07.11,黄龙风景名胜区门票+上行索道+电子导览（成人票）,索道上去之后离景点走的路程太远了，平时不运动的有点吃不消，走了四个小时多，不过风景确实很棒。,,,,
Wl19891024,259,1,2019.04.28,黄龙风景名胜区门票+上行索道（成人票）,差差差，劝各位还是六月以后再来，不然也是浪费钱，好多地方不准进，而且水基本都是干涸的，除了五彩池有点点颜色，,,,,
背时倒灶,259,3,2019.05.02,黄龙风景名胜区门票+上行索道（成人票）,一大早排队 打印机坏了 等了半个多小时！ 然后坐索道上山，但是处于枯水期，又是旺季门票！始终感觉划不来！建议大家七八月份再来,,,,
匿名用户,259,5,2019.05.20,黄龙风景名胜区门票+上行索道（成人票）,很美，最近只是水少，6月后应该更好看,,,,
匿名用户,259,1,2019.05.04,黄龙风景名胜区门票+上行索道（成人票）,5.1去的，只有五彩池可看，其他景色都没有。都不知道它用什么依据这个时间段按照旺季收费的,,,,
Wlu915999032,259,2,2019.05.10,黄龙风景名胜区门票+上行索道（成人票）,景色很一般，不好看门票还贵，不值,,,,
小熊8月,259,3,2019.05.07,黄龙风景名胜区门票+上行索道（成人票）,时间没来对。听说夏天最美！五彩池还是很漂亮的,,,,
虎牙哥84,259,5,2019.05.03,黄龙风景名胜区门票+上行索道票（学生票）,「杜鹃林观赏区」「五彩池」【环境】优美【交通】便利，隧道通后十分方便,,,,
reg1986,259,4,2019.03.16,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,景色很美，赶时间，索道上去的，,,,
Jjz359506627,259,3,2019.05.01,黄龙风景名胜区门票+上行索道（成人票）,昨天景区刚刚下完雨山上有点冷一路缆车上去 山上还有雪 风景不错,,,,
虎牙哥84,259,5,2019.05.03,黄龙风景名胜区门票+上行索道（成人票）,没有水的黄龙依旧很美，只需要一个好天气,,,,
Ibc766800604,259,3,2019.05.03,黄龙风景名胜区门票+上行索道（成人票）, ,,,,
Nmm1994,259,3,2019.04.16,黄龙风景名胜区门票+上行索道（成人票）,现在基本上只有五彩池有水，这个套票就是个坑，写着无语换票，凭码入园，结果不行，又返回售票厅换的票,,,,
达文西429,259,1,2018.11.08,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,首先我给差评是因为我怕别人看不到～我强烈推荐这个地方本人跑遍大半个中国真的觉得这个景区很赞～服务态度不差没有捆绑消费，那些说风景不好的是选的时候与季节不对罢了，如果黄龙都是垃圾那么我想稻城亚丁就是全中国最垃圾的景区了！强烈推荐真的很值得这个价格，而且游玩起来没有任何压力，如果有家庭的带着孩子家里老人出来看看最合适了，风景美如画，建议游玩时间8月到11月，衣服穿厚实一些 虽然每个季节有每个季节的风景，我最推荐这段时间来 基本春夏秋冬你都可以亲身感受到，路上还能遇到许多小鸟小松鼠出来寻找吃的，真真切切的感受大自然带来的喜悦。,,,
匿名用户,259,3,2019.04.10,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,很累，做车上去，必须强行走下来,,,
she19961970,259,4,2019.03.23,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,基本满意,,,
或五年,259,5,2018.11.18,（法定节假日）黄龙风景名胜区（60岁-64岁老人票）,我们是全程步行的，上山大概3―4小时（加全程拍照）下山就一直走，没有停留。差不多50分钟就下来了。去阿坝几次也去了不同的地方，还是很推荐黄龙的，比较安静，而且风景的却不错。,,,,
vaD599716607,259,3,2019.02.18,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,不错，必竟是风景名胜区嘛，风光挺好的。,,,
Biong.邹,259,3,2018.11.25,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,还可以吧，除了水比较有特色外别的都觉得一般般。跑了几百公里过来的。这种景区一生应该只会去一次吧。景区门口再往前有一两公里有个小镇，里面吃的住的都物美价廉,,,
云层之上更精彩,259,5,2018.10.04,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,10月1日从重庆出发，途经四川广元剑门关，甘肃文县、四川九寨沟、松潘县、历经2天，10月2日晚上到达，网上购票，和景区一样价格，主要是网上方便，不用排队，门票170加上行索道80毎个人，我们5人共1165元（含半价一张），风景至美，有清水、白云，积雪，10月3日上午到下午一共花了6个小时走完全程。真心感觉很不错。强烈推荐！下午15:30出发汶川、晚上休息，10月4日上午参观汶川博物管（其他景区没时间去了）3小时，11点出发都江堰玩5小时，17:00回成都吃晚饭，19:00回重庆。旅途完成。真心爽。,,,
沛汐122,259,5,2018.11.04,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,上了年纪的老人，一定坐缆车上去在慢慢走到景区门口，才会看完整的黄龙，值得游玩的景区。淡季去人少  淡季去人少  淡季去人少  重要的事说三遍。                           单刀残躯饮寒风,今朝有酒醉黄龙,                                     昔日鹏翼盖古今,再论侠刀蜀道行！                                   毕生难忘的旅行！
逍遥紫敖,259,2,2019.02.14,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,太贵了，，，，，巴图，？。？我在学校里,,,
cgh266611727,259,4,2018.10.06,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,十一期间人并不算太多，我一早就到了景区，手续很简单，第一个拿到了网络订票。坐着景区的索道，到了半山腰。这里的栈道上面有一层薄薄的冰，走起来很滑。后来，工作人员铺上了一层毡布，才可以放心大胆的走了。景区景色很漂亮，远处的山峰都是积雪，看着很圣洁。黄龙洞没有对游人开放。景区人很少，我边走边看，不到四个小时就走出了景区。全五分好评。,,,
letianzhong,259,2,2019.01.14,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,景点不是很多，值得看的地方也没多少，最好的就是空气好，门票价格高了,,,
匿名用户,259,1,2019.01.07,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,真是太坑人了，景区内也没啥好看的。,,,
积攒一身正气,259,4,2018.11.08,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,美景呀，世界遗产,,,
狗屎最丑,259,3,2018.12.24,黄龙风景名胜区+上行索道（儿童/老人/学生票）,风景确实很棒，只是去的时候路很滑，希望景区能够在这方面加强一下，毕竟老人和小孩很多,,,,
HUv615094225,259,3,2018.12.28,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,景区里各种配套设施还不错，环境也很好。,,,
KEe495717487,259,2,2018.12.31,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,价钱高，没看头，有点遗憾！，，,,,
匿名用户,259,3,2018.12.29,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,一般吧，门票偏贵一般吧，门票偏贵,,,
阳帆远航998,259,5,2018.12.26,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,景色不是一般的好,,,
阳帆远航998,259,5,2018.12.26,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,景色不是一般的美,,,
娜娜姐姐06,259,5,2018.10.25,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,不愧是五a级的，景区太大了，腿都快走断了，风景很好，只是这个月去的话很冷,,,
可以取的名字真少,259,3,2018.09.24,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,好看！索道差评！又贵而且要走很远，从山下走上去的话就能一路看风景，有点冷建议穿厚点，裙子真的遭不住。,,,
云层之上更精彩,259,5,2018.10.04,黄龙风景名胜区+上行索道（儿童/老人/学生票）,服务好，景区风景超美，像画中一样,,,,
euz553584686,259,5,2018.11.03,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,「明镜倒映池」「盆景池」「黄龙中寺」「黄龙后寺」「接仙桥」「迎宾池」「飞瀑流辉」「潋滟湖」「莲台飞瀑」「争艳彩池」「金沙铺地」「娑罗映彩池」「黄龙洞」「五彩池」,,,
fSJ355883472,259,4,2018.11.04,（法定节假日）黄龙风景名胜区（60岁-64岁老人票）,全程走上去走下来的。也不是很远。风景很美。,,,,
Njo672975035,259,5,2018.11.10,黄龙风景名胜区+上行索道（儿童/老人/学生票）,美啊，惊叹大自然的鬼斧神工。美啊，惊叹大自然的鬼斧神工。,,,,
遇见3483,259,3,2018.09.21,黄龙风景名胜区+上行索道（儿童/老人/学生票）,爬山很累 景色也还好 但是个人不建议去最高的那个景点 不值得 真的好累 下山还好 去九寨沟都没这么累 因为每一站都有车,,,,
匿名用户,259,5,2018.10.04,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,风景好的很，我感觉没白来,,,
Y小银子乖乖,259,5,2018.10.04,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,景色很好，不带孩子可以自己走路上去，一路风景，我们带老人孩子坐的缆车，也走了很久才到五彩池。,,,
匿名用户,259,4,2018.10.07,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,还可以的 最高的景点不推荐去 太高了,,,
Smile1837,259,4,2018.10.14,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,售票处只现金售票、无法网付，所以美团团购的。还行吧，出票挺快的。景区还是一顶一的好,,,
马玲勇闯江湖,259,3,2018.11.23,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,最顶上确实不错，去的那天天气刚刚好,,,
leiluo1921,259,4,2018.07.20,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,2012年时去过九寨沟和黄龙论山水的秀美，矿物质带来水质的多姿多彩和瀑布的宽度黄龙都不如九寨九寨是山水画意，黄龙是广阔，敞开，不被约束的美如今再次前往，山水已不是我的重点如今我喜欢在山水之间不停行走，听鸟鸣，看鹰翔，目光所及皆是绿意，流水潺潺将心放空一切很美，喜欢在路上。,,,
匿名用户,259,4,2018.10.03,黄龙风景名胜区+上行索道（儿童/老人/学生票）,我们上去的时候刚好在下雪，一片白的，很漂亮的雪景。,,,,
jyc110052684,259,4,2018.11.12,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,风景很漂亮，去的时候天气也不错。就是小贵,,,
双双gxy,259,4,2018.08.11,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,黄山风景名不虚传，一路游下来，不会走路了，腿疼得不行。索道和小火车人太多，排队一个多小时，有的路又陡又险，不敢拍照只顾走路,,,
有钱难挣,259,5,2018.09.18,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,不错我们是做，缆车上的顶，然后绕下去先去的五彩池，反正这边景色很不，这你拍照很爽的。,,,
MZs973005647,259,3,2018.08.09,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,黄龙景区值得一去，但是如果选择自驾游的话，一定要找个老司机来开车，因为这里的路塌方很多，而且没有高速，弯路要走三百公里才能到黄龙景区！,,,
哥屋恩919,259,4,2018.09.08,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,风景确实漂亮 唯一遗憾的是黄龙洞没有开放,,,
toi514788581,259,5,2018.11.04,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,设施完善，景色太美了，强烈推荐,,,
rTI349087700,259,5,2018.08.18,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,「五彩池」「黄龙洞」「娑罗映彩池」「金沙铺地」「争艳彩池」「莲台飞瀑」「潋滟湖」「飞瀑流辉」「迎宾池」「盆景池」「明镜倒映池」,,,
AAg311049836,259,5,2018.11.04,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,非常方便，凭身份证在窗口直接取票,,,
唐hou,259,4,2018.10.08,黄龙风景名胜区+上行索道（儿童/老人/学生票）, ,,,,
周生薏,259,4,2018.10.31,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买, ,,,
qinhuang41,259,5,2018.09.12,黄龙风景名胜区+上行索道（儿童/老人/学生票）,风景如画。人仿佛走在画卷中。一尘不染。去过的分。当时天气特别好，去过的最漂亮的景区。,,,,
峨眉本地人,259,3,2018.08.11,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,风景确实很值得看，就是门票稍贵了点，确实值得去了,,,
峨眉本地人,259,3,2018.08.11,黄龙风景名胜区+上行索道（儿童/老人/学生票）,可以去，值得看，真的值得看，就是门票有点贵,,,,
小七哥哥leo,259,4,2018.08.24,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,还不错 空气清新 就是很多地方都封了不让进 总的来说还行吧,,,
wrN589106089,259,1,2018.10.05,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,除了水清，还有啥，不值这个价位,,,
我本枫雅c,259,4,2018.08.27,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,第二次去啦，女朋友玩儿的很开心，各种拍照，就是太阳很烈，晒人,,,
星星点灯820,259,5,2018.10.05,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,不愧是5A级景区，风景极美,,,
秦人在燕,259,3,2018.09.29,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,挺好的，上面风景不错的。值得去一次,,,
镜颖,259,5,2018.09.23,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,景色很美，景区管理的非常好，连垃圾桶都擦得很干净。推荐去。,,,
DH九流闲人,259,4,2018.10.03,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,凭身份证简单快捷。,,,
qinhuang41,259,4,2018.09.12,黄龙风景区手机智能导游讲解（不含门票）,入园前均可购买,解说很不错。既看景又听景。,,,
gMz479665131,259,2,2018.09.27,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,去早了，没看到什么东西！以后晚点再去一次,,,
zs810,259,4,2018.08.18,黄龙风景名胜区+上行索道（儿童/老人/学生票）,因为九寨沟关闭所以去的黄龙，我去的时候人不多，全程下行走路~风景不错，但是索道收80一个人确实有点坑…如果年轻人推荐从山下走上去~有个什么争艳池的水在阳光下很漂亮~,,,,
LaZ746789769,259,5,2018.09.22,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,设施非常好，风景如画，非常完美。,,,
giH426605637,259,4,2018.07.19,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,走在路上，经常会有小松鼠走过，我们去时是6月，人不太多，挺好玩。,,,
ABhi1170247542,259,4,2018.09.16,黄龙风景名胜区+上行索道（儿童/老人/学生票）,我的同事都说黄龙比九寨沟风景好,,,,
匿名用户,259,5,2018.07.30,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,黄龙风景非常好，缆车非常的爽，我们包车去了黄龙。黄龙的水非常清澈见底。树木郁郁葱葱，绿草成茵，灌木丛中是潺潺的流水。各种小鸟叽叽喳喳，各种蝴蝶翩翩起舞。两岸高山耸立，最美的是雪山。但是要注意，提防山上小石头滚下，游客非常多。,,,
匿名用户,259,4,2018.09.08,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,遗憾的是没有走完，因为怀孕走不了几步路，一上去就下来了,,,
pqB818298204,259,3,2018.08.18,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,黄龙不愧为五A景区，景色非常美丽，但是花80块钱坐轨道就有点坑了，只能到半山腰，到五彩池还要走很远一段，而且是非常没意思的一段山路！,,,
giH426605637,259,4,2018.07.19,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,环境保护不错，经常可以与小动物来个近距离接触哦,,,
刘江元,259,3,2018.07.30,黄龙风景名胜区+上行索道（儿童/老人/学生票）,景区还可以，服务有点跟不上，下山后5点，班车就没有了，很无奈走到索道站取车。五彩池真的没必要去了，建议大家把车停在正门，然后公交车坐索道上山。步行下山，带够吃的和水。,,,,
ZnC404512566,259,4,2018.08.18,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,网上购票，不需要提前预约，随买随用，这一点很方便。买了上行的缆车，然后转着走下来，一路上景色没的说,,,
闵昌瑞,259,3,2018.08.27,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,风景很不错，就是走的有点远，太累了,,,
y369206800,259,3,2018.08.17,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,人很多，景色一般，一圈下来一般人累的够呛 九寨沟还能坐车这个必须走完全程。,,,
_qqf4v1333121043,259,4,2018.08.27,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,没啥好说的，景区门票，索道上行,,,
CQh415033301,259,1,2018.08.19,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,不是5a景区吗？280的门票和缆车一点不值得，岁月不仅可以摧残人，还可以摧残美景。,,,
sVC557695060,259,2,2018.08.15,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,门票和索道偏贵，里面配套服务不太好，如果还打算去九寨沟，黄龙就不建议去了。,,,
y369206800,259,2,2018.08.17,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,贵很贵  距离很近根本不值，黄龙里面无价很黑,,,
heqing680414,259,5,2018.08.19,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,风景区真的很美，设施完善，宛若人间仙境，不虚此行,,,
kqH311905738,259,3,2018.08.19,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,还不错 总的来说还是比较漂亮，适合情侣出行,,,
匿名用户,259,4,2018.08.22,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,网上买的，方便，快捷，还是有优惠的,,,
zhoucong717,259,3,2018.08.19,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,12年前去过，现在真没意思了，哎。。,,,
