id,价格,评价,评价日期,票务类型,评论,,,,,,
康蛋蛋～,519,5,2021.09.03,黄山风景区玉屏索道上行 - 成人票,一次很不错的体验，强烈推荐,,,,,,
gongyuan8787,519,5,2021.09.05,黄山风景区门票成人票（旺季）,非常的乃心,,,,,,
IjK619653099,519,5,2021.07.09,黄山风景区成人票,祖国的大好河山  非常的雄伟。爬过才知黄山美。,,,,,,
康蛋蛋～,519,5,2021.09.03,黄山风景区门票南大门成人票（云谷索道方向）,一次非常开心的旅行,,,,,,
你Okay,519,1,2021.08.23,黄山风景区成人票,再也不去了，消费太高了。山顶全是雾，什么都看不见。下面太阳很大。,,,,,,
aWE956510330,519,3,2021.08.30,黄山风景区云谷上行索道票-成人票,没有什么好看的。价格一人玩花300多,,,,,,
蓝蓝蓝蓝蓝染,519,5,2021.05.24,黄山风景区门票南大门成人票（云谷索道方向）,登黄山天下无山 用一天的时间从黄山的后山上去 从前山的迎客松下来 一天走来体验感非常的强 就是不能飞无人机 所以是有点可以了，一天下来慢慢的收费 路上的人也非常的多，黄山归来不看岳 这一说还确实是有的 希望大家有空都能去看下祖国名山,,,,,,
U_mbrella,519,5,2021.07.23,黄山风景区云谷索道上行成人票,真不错真不错,,,,,,
Mpc794609666,519,1,2021.05.25,黄山风景区成人票,我就等着看美团平台怎么处理我这个事情，旅游区定的头天买票，我也买了，第二天下暴雨，大清早我们就退票了，居然自动消费了，打电话还说我们在景区扫过码了，，天地良心，下着暴雨，我是退了票，另外又买的票，难道要四个人买8张票吗？呵呵790块钱，处理不好我只能找媒体报道这个事情了,,,,,,
upsfold,519,4,2021.07.29,黄山风景区云谷上行索道票-成人票,早点去，人少，不用排队。,,,,,,
RkY611279407,519,3,2021.08.29,黄山风景区成人票,一般化，还行吧。一般话一般话！nnnnnnnn,,,,,,
JVy843386917,519,4,2021.07.05,黄山风景区门票南大门成人票（玉屏索道方向）,黄山的风景优美 绝对值得一去 想要好好的玩 必须要有三天的时间才可以！,,,,,,
sportgogo915,519,4,2021.04.17,黄山风景区门票南大门成人票（玉屏索道方向）,黄山的景区确实很成熟，从新国线换乘中心到索道，地轨小车。就是人多，不是节假日胜似节假日。从云谷索道到后山始信峰，登猴子观海，绕白鹅岭走光明顶看飞来石，群峰顶被大雾封闭，走丹霞峰环西海峡谷坐地轨小火车，看人山人海的走道都不顺畅的莲花峰，赏玉屏迎客松，回慈光阁，一路下来很累，六点半到三点下来还是很舒畅，不虚此行。,,,,,,
秀邬邬,519,5,2021.07.17,黄山风景区成人票,五岳归来不看山，黄山归来不看岳！黄山真的很美，值得再来！,,,,,,
老绵羊H,519,5,2021.08.31,黄山风景区门票南大门成人票（玉屏索道方向）,节假日不要去！,,,,,,
埃之,519,5,2021.05.07,黄山风景区云谷上行索道票-成人票,【环境】去黄山这天一直在下雨，但看到了很难见到的云海。虽说只有一丢丢，再往上就到云里去了，但行至云深处，四下一片白茫茫也是一种仙境之景。【交通】建议先坐大巴从南大门换乘中心或寨西换乘中心到云谷索道，每人19元。自己爬的话真的会绝望hhhh坐索道还是很值得的，景色美还省体力，在美团上买有优惠，比在官网买便宜一些，直接刷身份证就可以进了。,,,,,,
万松海,519,5,2021.08.21,黄山风景区成人票,环境干净整洁，老板服务周到，行程安排的细心，,,,,,,
GPR770019484,519,5,2021.07.09,黄山风景区门票南大门成人票（玉屏索道方向）,黄山景色真的不错,,,,,,
darling990,519,4,2021.07.11,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,黄山景色确实值得多次游玩儿，这次和朋友一起带孩子来，因为行程安排，只爬了一半，虽有遗憾，也是幸事，下次可以带上老公一起完成全程梦想,,,,,,
EIGHTgua,519,5,2021.07.01,黄山风景区成人票,设施很齐全完善，服务周到，风景真的美非常推荐,,,,,,
不忘初心wd2723,519,5,2021.07.06,黄山风景区门票南大门成人票（云谷索道方向）,美到爆炸  不虚此行   真的和手机看到别人发的一样的美,,,,,,
晶晶191919,519,4,2021.07.10,黄山风景区成人票,美,,,,,,
Utq617714943,519,4,2021.08.17,黄山风景区门票成人票（冬游）,黄山环境保护好！山也很壮丽！但是山下酒店就不太好了！,,,,,,
sVc655367902,519,3,2021.08.15,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,黄山还是值得一观的，不过建议不要五一和国庆去，否则你会被堵在山里进不去出不来,,,,,,
洛中何郁郁,519,4,2021.07.16,黄山风景区成人票,山高 紫外线很强 做好防晒措施其余的就是  不愧“天下无山”呀,,,,,,
gvm95678113,519,1,2021.07.16,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,景区工作人员已经退还给美团了，美团就是不给我退，吃掉这笔钱了，虽然不多，但是不地道，老百姓，出次门不容易。安徽旅游出台了买大送小的政策，美团上也不说，害得我们多买了两张票，还不给退，太过分了,,,,,,
零距离vs感觉,519,5,2021.08.24,黄山风景区门票（成人票）可二次入园,请至少当天的16点前购买,很好,,,,,
沾沾瘦气OvO,519,4,2021.08.25,黄山风景区云谷上行索道票-成人票, ,,,,,,
lkw19880908,519,5,2021.07.13,黄山风景区成人票,爬山爬到腿软,,,,,,
库里奇哇稀里哗啦,519,3,2021.04.09,黄山风景区成人票,推荐啊，十点开始徒步爬山的，爬了一会干脆拖鞋爬了，赤脚踩在石板上的感觉真好啊，想起小时候赤脚走路的感觉，边走边拍照，和朋友玩耍聊天。人比较多的话，推荐在山下自带帐篷上山，租帐篷的时候，对半砍价就行，山下出租帐篷的有些老板很黑心的要价的！吃的零食之类的也最好自带一些，如果准备徒步爬山上去，水一定要备几瓶大瓶的。爬的时候一路的风景，微风吹动令人身心放松，推荐假日休闲的时候去爬爬山，邀上三五好友运动下！,,,,,,
匿名用户,519,5,2021.06.23,黄山风景区门票南大门成人票（云谷索道方向）,直接提前一天美团购票(晚上10点前都可以预定)，非常方便，酒店的服务前台都会忽悠，说不能订票了，说一大堆让你出去外面坐大巴，不让之类的忽悠，时间太晚了，团票比美团贵非常多，如果不在他们前台定，立刻翻白眼没服务，不让车停他们酒店，所以如果真的要去黄山的，建议看好天气，提前一天美团预定，拿身份证直接去到黄山脚下有大把！,,,,,,
谢家乐xl,519,3,2021.08.16,黄山风景区门票南大门成人票（玉屏索道方向）,雾太大，不建议阴天去，假如要爬山，尽量准备速干衣,,,,,,
eVv180903161,519,3,2021.08.18,黄山风景区成人票,上山的时候不要乱加团，坑人。整个下来还是不错的。,,,,,,
匿名用户,519,4,2021.08.17,黄山风景区门票南大门成人票（玉屏索道方向）,「一线天」「云谷索道」「玉屏索道」「北海景区」,,,,,,
英泰莱臻,519,5,2021.08.19,黄山风景区门票南大门成人票（玉屏索道方向）,风景很美,,,,,,
王仕超1991,519,5,2021.06.21,黄山风景区门票南大门成人票（玉屏索道方向）,非常刺激，很好,,,,,,
qDa343721199,519,5,2021.06.14,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,山上天气变化无常！时晴时雨！景色优美！不愧是国家级著名景点！。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,,,,,,
xHH657422254,519,5,2021.04.07,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
匿名用户,519,3,2021.08.01,黄山风景区门票南大门成人票（云谷索道方向）,服务不是很理想，景区内地标指示不够明确，景区全景地图少的可怜，几乎没有，最起码我没看到过。可能我眼瞎吧。,,,,,,
PdL105629677,519,1,2021.06.30,黄山风景区门票南大门成人票（玉屏索道方向）,门票贵，景点不值这个价，收费项目多，全程下来将近500元，十分不值，特别建议去之前看一下天气，阴雨天啥也看不见，只能只缘身在此山中。交通管理很差，经常需要换乘，并且黄山景区与黄山北站的往返票价还不一样，返程多很多，,,,,,,
Z1125627,519,2,2021.08.16,黄山风景区成人票,去的那天起大雾，啥都看不见，白跑一趟,,,,,,
upsfold,519,3,2021.07.29,黄山风景区云谷上行索道票-成人票,我们上山去的早，没有排队，到了就上。,,,,,,
Oiu754547681,519,5,2021.04.18,黄山风景区门票南大门成人票（玉屏索道方向）,白天人超多 推荐在山上住一宿 早上看日出 7点前风景超美 人也很少 独享黄山的感觉玉屏楼索道上山后比较陡峭险峻，迎客松_莲花峰_百步云梯_一线天_熬鱼峰_光明顶 大概3～4个小时莲花峰非常险峻难爬 体力不足或者恐高者建议避开,,,,,,
吃货盟主来了,519,5,2021.06.27,黄山风景区门票南大门成人票（云谷索道方向）,还行,,,,,,
怪怪小孩1,519,4,2021.05.18,黄山风景区门票成人票（冬游）, ,,,,,,
杨meiyu760,519,4,2021.07.03,黄山风景区云谷上行索道票-成人票,还不错，风景秀丽空气质量很好，值得去,,,,,,
Jianghuiliang08,519,5,2021.06.06,黄山风景区门票南大门成人票（云谷索道方向）,计划好的华山、黄山、张家界。最终确定黄山，不虚此行！,,,,,,
匿名用户,519,1,2021.05.03,黄山风景区门票南大门成人票（云谷索道方向）,2021.5.3日4：25从黄山玉屏方向下山到集散中心乘大巴返程。整体体验非常查，是我这辈子最糟糕的一次旅游。全程都是被后面的人用膝盖踢着屁股蛋子走完的。所谓的走完，只不过是没有退路，云谷上山玉屏下山，经典线路。黄山今天预约了35000人，讲真，砍一半也是人挤人，只不过勉强走的动吧。早上六点起床，七点到的南门集散中心坐大巴，全程排队绕弯坐大巴，人山人海饶了n个回字型才坐上大巴，然后是排队坐索道，同样让你不停的绕，没办法，人太多，只能让你绕圈圈。七点到的集散中心。8点20坐上大巴。然后下车排索道，九点半坐上索道。十分钟到山里开始人挤人排着队游黄山，挤到什么程度呢？经常停在原地不动的那种，偶尔动一下，就这样被后面的人挤着，踢着，走完了全程。回程也是同样排队饶了一个山头坐索道。全程只有吃东西花了大概40分钟，一直在走，4点20才下山。门票加来回索道加汽车一个人大概400。路上都是石头台阶不停的上，下。了无乐趣，对了索道对于胆小的我有点刺激，其他毫无享受可言。以后节假日再也不会去经典了，改了。对了我和对象两个人互相鼓励着才坚持下来，那些带着孩子，老人的应该比我们更痛苦吧。没有拍照片，太累了。,,,,,,
无念53619,519,3,2021.06.07,黄山风景区门票南大门成人票（玉屏索道方向）,陪我妈去的，个人感觉很无聊，由于是旅游高峰期不能走上去只能坐缆车,,,,,,
凯源玺kyx921,519,2,2021.07.12,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,一般般，景色还行，爬山很累，坚持就是胜利,,,,,,
匿名用户,519,4,2021.07.24,黄山风景区门票南大门成人票（玉屏索道方向）,我是从前山上的，坐索道上山走一会就到迎客松了,,,,,,
匿名用户,519,3,2021.07.25,黄山风景区门票南大门成人票（玉屏索道方向）,还行，西海大峡谷，莲花峰封闭，天气不好，在光明顶和缆车上能见度十米，美景都没看到有遗憾！,,,,,,
E丶nick,519,4,2021.08.05,黄山风景区门票优待票（老人/学生/儿童）,请至少当天的16点前购买,五岳归来不看山，黄山归来不看岳推荐选在晴天去，否则就是低头走路，抬头看雾,,,,,
HEE454827633,519,4,2021.08.13,黄山风景区门票南大门成人票（玉屏索道方向）,天下名山，值得去,,,,,,
smallant1983,519,2,2021.05.04,黄山风景区门票南大门成人票（玉屏索道方向）,从北门上山，短驳车竟然两次收费。10+5元，强烈建议将短驳车费用一次性收取或者加入到门票费用中去，这样可以给游客更好的体验感。多次收费，有乱收费嫌疑，偌大个黄山，难不成还要游客在半山腰走下山不成？开发思路，提高管理水平和能力，让中国最美的山带给游客最佳的体验之旅……,,,,,,
vbF205547403,519,3,2021.08.10,黄山风景区玉屏索道上行成人票,黄山还是可以的，就是山下的宾馆不是太行,,,,,,
冰棒化成水,519,3,2021.08.08,黄山风景区上行或下行云谷索道票（成人票）,请至少当天的16点前购买,带着小朋友，上下都是索道的，不然，呵呵了,,,,,
HHhonghong,519,3,2021.08.02,黄山风景区门票南大门成人票（云谷索道方向）,可以，还不错，51去的时候有点热了，建议51之前来，天热不适合爬山,,,,,,
chengnan69268,519,5,2021.05.06,黄山风景区门票南大门成人票（玉屏索道方向）,山很漂亮，爬着也挺累的，走的是导游口中的4号线，上山下山都坐索道了，还是跟着导游好，有介绍，最起码能看得懂了。最忘不掉的是满山的杜鹃树，黄山独有的，太美了。节假日出来就是排队的，景没看全，西海没去，小火车没坐，有点可惜，下次走北门上，然后一路南下，6号线路会轻松些，还能去坐小火车，山间的小火车。,,,,,,
还没睡醒的人。,519,5,2021.05.02,黄山风景区门票南大门成人票（玉屏索道方向）,强烈推荐的原因是，山顶酒店很负责，给大家准备了避风的地方，还给开了空调，还准备了热水。负重15公斤步行登顶，随后修正一宿，山顶步行15公里观景，后山下山7公里不满意的是，莲花峰居然到五点了还锁着门，等开门太阳都到头顶了。醉了。给大家个建议，如果要去光明顶观日出三点就得出发。另外，节假日最好第一天出行，今天下山的路都是人挤人，,,,,,,
匿名用户,519,5,2021.06.14,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,环境优美，景色秀丽,,,,,,
BZY836834043,519,5,2021.06.13,黄山风景区门票南大门成人票（云谷索道方向）,远赴人间惊鸿宴,一睹人间盛世颜，有雨那里犹如仙境,,,,,
匿名用户,519,4,2021.07.05,黄山风景区玉屏索道上行 - 成人票,上山途中能见美景。到顶上下雨浓雾反而不见景。,,,,,,
rainbow1957,519,4,2021.08.07,黄山风景区门票南大门成人票（云谷索道方向）,环境很好，索道很安全，服务也不错。,,,,,,
aiminj,519,3,2021.08.03,黄山风景区门票南大门成人票（玉屏索道方向）,走大峡谷，下来几天，腿疼得不能动。值得看。最美大峡谷。,,,,,,
绍达迪,519,4,2021.05.04,黄山风景区成人票,风景区的票价不包括索道的票，要自己另外购买，还有上山的话要到游客集散中心转乘大巴，私家车是上不去的。最好不要在节假日去，莲花峰山顶堵的水泄不通了，一线天也是很堵，就连上厕所也排了好长的队伍，爬山真的是累，辛好买了登山杖，说实话那个小小的手仗对我帮助还是很大的。,,,,,,
大大车夫,519,4,2021.06.01,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
匿名用户,519,3,2021.07.25,黄山风景区门票南大门成人票（玉屏索道方向）,就是来的时间不对，天气不太好，坐缆车都是雨和雾，啥景色也没看见，留有遗憾,,,,,,
晓梦蝴蝶269,519,5,2021.05.02,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）, ,,,,,,
WjP442686812,519,3,2021.08.01,黄山风景区门票南大门成人票（云谷索道方向）,还不错，就是太大了，下山的时候腿都忍不住的打颤,,,,,,
宝贝我520,519,3,2021.08.02,黄山风景区门票南大门成人票（云谷索道方向）,还行吧，就是不包含索道的***坑,,,,,,
IBr559830115,519,4,2021.06.12,黄山风景区门票成人票（冬游）,风景美丽，环境优美，服务周到，住宿满意。,,,,,,
张凌峰0815,519,5,2021.03.21,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,交通黄山市作为著名的旅游城市,现在前往黄山还是很方便的。高铁、飞机、大巴、自驾都可以到达。和妈妈从上海出发,乘坐高铁大约两个半小时就可以到达，比飞机要方便很多，票价193元/人，旺季的话需要提前购票,票还是很抢手的。黄山风景区位于汤口镇，所以到达黄山北站后，还需要另外乘车前往,车程约45分钟左右。4三种前往方式：大巴、网上预定拼车或包车、滴滴打车或出租车（150～200元）不赶时间的话比较推荐第一种，价格实惠还很方便。出了火车站之后跟着指示标志前往黄山旅游客运枢纽，步行8分钟左右就能到达了,现场购买去黄山风景区南大门的车票，23元/人。(每天有十几班,具体的发车时间可以看图9）！！因为疫情的原因，目前只有黄山南大门是开放的，而且所有游客（包括自驾）必须在汤口镇的旅游换乘中心统一乘坐大巴前往黄山风景区（有前往前山慈光阁和后山云谷寺两个方向的车次)，车票19元/人。票价害3
匿名用户,519,4,2021.08.05,黄山风景区门票南大门成人票（云谷索道方向）,好好好，美美美，山险松美，索道长。,,,,,,
Q指尖微凉忆成殇,519,5,2021.05.02,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
kuisy,519,3,2021.08.05,黄山风景区门票成人票（旺季）,体验感好123456759880,,,,,,
匿名用户,519,2,2021.08.01,黄山风景区语音导览票,值得一去，最好请个导游讲解，不然很多景点不知道,,,,,,
Hgb873877644,519,3,2021.07.10,黄山风景区门票南大门成人票（云谷索道方向）,环境很好，设施齐全，服务跟不上，问几次路都带理不理，服务态度很不好！,,,,,,
zxf191000,519,4,2021.08.02,黄山风景区门票（成人票）可二次入园,请至少当天的16点前购买, ,,,,,
秀邬邬,519,5,2021.07.16,黄山风景区云谷上行索道票-成人票,风景太美了，五岳归来不看山，黄山归来不看岳！,,,,,,
orZ958927181,519,1,2021.06.01,黄山风景区门票南大门成人票（云谷索道方向）,风景我是没说的，走了不少的冤路，主要是标示牌不明确，山顶上住宿太贵了，1280一晚上，还没下面一百块钱一晚上的房间好，景区停车费八个多点小时收了我43块钱！每一步都是风景，但是每一步都是坑！,,,,,,
TOu490244503,519,3,2021.05.04,黄山风景区门票南大门成人票（云谷索道方向）,风景很美，也值得去 五一期间人多来回排队三四个小时，还有就是停车收费太贵 停了七个多小时，收费85元，感觉好坑，吃饭也会被宰，总体来说还算不错,,,,,,
匿名用户,519,5,2021.07.05,黄山风景区门票南大门成人票（云谷索道方向）,选好天气，绝对满意的美景！断续零星小雨，不热，天然氧吧，舒适，走着不累。,,,,,,
匿名用户,519,4,2021.07.30,黄山风景区成人票,黄山松，云海，美不胜收！门票价格可以优惠些。,,,,,,
挑事的微笑还行,519,4,2021.07.16,黄山风景区门票成人票（冬游）,趁着山上雪还没化去的，整体还可以，没能自己爬上去，坐的缆车，这点有点可惜，五年前爬过一次，夏天去的，累的很，这次冬天感觉还是不一样的。,,,,,,
皮卡丘的幸福哈皮,519,5,2021.05.11,黄山风景区云谷上行索道票-成人票,棒棒哒，和女朋友还有两个同学一起从师大出发，在高速上开了两个半小时到了黄山脚下，早上去的晚上就回来了，去的那天太晒了，烈日当空，爬山有点热不过其他的还好，人超级多，不多说了，黄山归来不看岳，真的不戳，强烈的推荐,,,,,,
ICr415620757,519,5,2021.07.27,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,很美很喜欢，终于亲眼目睹了黄山美景，感觉比听说的还好，很值得来玩。,,,,,,
洧光,519,4,2021.07.30,黄山风景区门票南大门成人票（云谷索道方向）,很成熟，都是公立服务，不用担心被宰,,,,,,
蒋鸣栋,519,1,2021.07.25,黄山风景区成人票,台风原因缆车停运，没法玩，还不退票。差差评，到现在没人回复怎么处理。,,,,,,
aNe722316019,519,3,2021.04.22,黄山风景区门票南大门成人票（玉屏索道方向）,一定要索道，不然累死，还有里面全是需要花钱，门票，景区大巴车，索道，反正比较费钱，可能不太喜欢爬山所以感觉一般，景区前面没有明确标识，感觉进去有点乱，而且问工作人员服务差，景区大巴车的检票员服务超级差，工作人员指挥你去这里那里的，也不说清，问检票员很多次都不理，检票员工号js033，一定要投诉她，态度太差了,,,,,,
梦的秋谦5267,519,5,2021.05.06,黄山风景区成人票,在冬天去了黄山旅行，运气超级好的赶上黄山下雪，雾凇云海，真的一秒钟踏入仙境一般。但是路很不好走，穿着钉鞋依旧很难走，也非常冷。真的是身体的地狱眼睛的天堂。陷入了不舍得走和想早点下山好好休息的纠结。黄山的雪景一定要看，真的是人间仙境。,,,,,,
发财时间煮雨,519,2,2021.07.30,黄山风景区门票南大门成人票（云谷索道方向）,下雨不好玩，山上都是雾蒙蒙的，什么都看不见,,,,,,
a7487288,519,3,2021.05.08,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,一定要挑晴天去，不然阴天去的话什么都看不到，雾蒙蒙的啥也不清楚，还有还有一定要提前在山下买好雨衣鞋套啥的山上很贵，还有带点吃的，因为山上吃的贵还能理解，但估计你根本找不到下脚的地，人太多了，水的话带一瓶就够了，,,,,,,
zibo叶,519,5,2021.06.18,黄山风景区云谷上行索道票-成人票,建议走玉屏索道上山，离迎客松很近！云谷索道上山，你得走起码五个小时才能到迎客松，很累很累！,,,,,,
梦想成真61905,519,3,2021.03.06,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
洧光,519,4,2021.07.30,黄山风景区门票南大门成人票（云谷索道方向）,非常好，开发的成熟，服务到位。,,,,,,
发财时间煮雨,519,2,2021.07.30,黄山风景区玉屏索道上行 - 成人票,导游不可信，自己去比较好，不要野导游,,,,,,
vzu18686060108,519,2,2021.07.27,黄山风景区门票南大门成人票（云谷索道方向）,一般，收费过高，没几分钟的路程，感觉就是个听名。,,,,,,
静水深波,519,4,2021.07.29,黄山风景区玉屏索道上行 - 成人票,今天人很少，总体感觉真的不错！,,,,,,
匿名用户,519,3,2021.05.29,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,有一说一吧，旅游不要报太大期望值 期望越大失望越大，迎客松 看的好没感觉 不过云海还行 我挺喜欢吧 还不错吧,,,,,,
RRH648188127,519,4,2021.07.24,黄山风景区门票优待票（老人/学生/儿童）,请至少当天的16点前购买,「天都峰」「西海大峡谷」「迎客松」「白云景区」「飞来石」「黄山光明顶」,,,,,
yanghangxi,519,4,2021.07.24,黄山风景区门票成人票（旺季）,风景美不胜收，住宿环境差，十多平方的房间里20个铺位，,,,,,,
YxS792367532,519,1,2021.07.21,黄山风景区成人票,预订的票不能用，到了景区重新买的票，商家还不给退款，推荐大家不要用美团 雷人,,,,,,
IuT649548450,519,4,2021.07.26,黄山风景区门票南大门成人票（玉屏索道方向）,环境优美，卫生很好，山上提供直饮水！值得推荐！,,,,,,
TOu339045937,519,5,2021.06.07,黄山风景区门票南大门成人票（云谷索道方向）,来的天气不好，虽然没看见云海，还是不错的体验，下次一定找个天气好点的在来一次，估计冬天来看应该也是一个不错的体验,,,,,,
荒草无边,519,4,2021.05.04,黄山风景区门票南大门成人票（玉屏索道方向）,就在山脚下，离车站近，送了登山杖，除了五一人多，价格有点小贵，其他都挺好，（五一所有酒店价格都高，不是这一家，所以不算个例），环境优美，一早5点就就起来，然后吃了早餐，去爬山，心情美好，有点费腿，下午回到酒店后，就可以休息了，所以说酒店的位置好太有优势了,,,,,,
wRN131338562,519,3,2021.07.28,黄山风景区云谷上行索道票-成人票,值得一看，风景优美，回味无穷。云雾缭绕，变化无穷！,,,,,,
夏夏雪妮,519,3,2021.04.24,黄山风景区门票南大门成人票（云谷索道方向）,黄山很美哦，台阶上上下下拄着拐杖走都很累，但景色非常优美一生中值得去看看不虚此行。光明顶，始信锋、莲花峰、熬鱼峰、天海都非常好看，尤其是迎客松太壮观了，那天是四月份黄山风景区天气最好的一天，有机会一定会再去看一次。,,,,,,
匿名用户,519,3,2021.07.30,黄山风景区云谷上行索道票-成人票,不得不坐，爬不上去，只有坐，还是省力不少,,,,,,
虞ym87,519,5,2021.06.09,黄山风景区门票 - 学生票,「白云景区」「迎客松」「玉屏索道」这次旅行是跟同学一起的  我们一行一二十人  ，路上都是树上掉下来的橡子？很可爱  还遇到了挑山工师傅  跟着他们一起往山顶爬  互相加油打气  当天有点小感冒  所以爬起来比较吃力  爬到一半就走不动了 其他同学继续前行,,,,,,
TTinnng,519,4,2021.07.20,黄山风景区云谷上行索道票-成人票,黄山真的太美了，随手一拍就是风景，坐索道比较方便，全程爬是爬不动了,,,,,,
wRN131338562,519,3,2021.07.28,黄山风景区成人票, ,,,,,,
OnlineHair刘军,519,2,2021.07.29,黄山风景区门票南大门成人票（云谷索道方向）,有点坑、没进去也要收费.退票都不可以,,,,,,
不忘初心wd2723,519,5,2021.07.06,黄山风景区云谷上行索道票-成人票,索道上的景色很美  坐索道上到山顶后的风景简直震撼,,,,,,
kva59308007,519,5,2021.06.18,黄山风景区门票南大门成人票（玉屏索道方向）,黄山景色壮观，很美，值得去，,,,,,,
wd我要的飞翔,519,3,2021.07.22,黄山风景区云谷上行索道票-成人票,很美很好看，就是费用真不便宜啊，190+70+80+38=378,,,,,,
tbS500285705,519,1,2021.07.28,黄山风景区成人票,死贵死贵的，里面什么都贵，烧国人,,,,,,
bVy948213959,519,1,2021.07.27,黄山风景区成人票,商家太差劲票没使用就帮我直接算使用了,,,,,,
匿名用户,519,5,2021.03.30,黄山风景区成人票,不愧为天下第一奇山即祖国名山，各个特点为一体奇秀险峻唯一遗憾的就是天都峰跟莲花峰只能二开其一也是我唯一想有第二次来的山的冲动下一次来天都峰，而且看一下黄山的雪景建议大家西海大峡谷一定一定一定要去，而且一定要在山顶上住一晚，要不然你的门票就会感觉亏很多黄山处处是景，真的是很漂亮，很漂亮,,,,,,
mmF954821436,519,2,2021.05.03,黄山风景区门票南大门成人票（云谷索道方向）,景区不错，丰富多彩，恶心的就是当地人像没见过钱，妥妥的付了一次有史以来最高半天停车费，100块。弄个大场地很难吗？景区内的东西也是有史以来最贵一次，一瓶绿茶四十，牛啊！,,,,,,
傻瓜瓜124,519,5,2021.07.10,黄山风景区门票南大门成人票（云谷索道方向）,值，黄山美景，风景如画,,,,,,
xcX254045119,519,5,2021.07.26,黄山风景区门票南大门成人票（云谷索道方向）,五岳归来不看山黄山归来不看岳,,,,,,
wxN646168225,519,3,2021.07.26,黄山风景区门票南大门成人票（云谷索道方向）,一个字累，不过值得。有机会还来玩,,,,,,
Elvisfcs,519,5,2021.07.25,黄山风景区门票南大门成人票（云谷索道方向）,我心中的，天下第一山,,,,,,
cmc5168,519,5,2021.04.13,黄山风景区门票南大门成人票（云谷索道方向）,「西海大峡谷」「天都峰」「云谷索道」「一线天」「飞来石」「黄山光明顶」「白云景区」「迎客松」「玉屏索道」「莲花峰」「始信峰」「丹霞峰」「玉屏楼」「排云亭」「步仙桥」「送客松」「仙人铺路」【环境】很不错【交通】主要靠坐车，路比较摘，不好走【项目】【餐饮】比较贵，78一个饭套餐,,,,,,
wd我要的飞翔,519,4,2021.07.22,黄山风景区门票南大门成人票（云谷索道方向）,除了贵没毛病，190+70+80+38=378,,,,,,
佛系木笙,519,4,2021.07.27,黄山风景区成人票,人多美丽漂亮,,,,,,
舒苏爱吃肉呀,519,5,2021.05.08,黄山风景区门票成人票,从黄山回来已经两年了，现在才记得评价。冬天去的，运气不错，雾凇和云海都看到了。人比较多，但是景色值回票价，黄山归来不看岳是真的，每走一步所看到的都值得驻足，应该还会再去的，看看夏天的风景有没有什么不同。,,,,,,
gor330851214,519,3,2021.07.23,黄山风景区门票南大门成人票（云谷索道方向）,可以 网上购票方便还便宜  经济又实惠,,,,,,
gMP692158862,519,5,2021.04.20,黄山风景区门票南大门成人票（云谷索道方向）,五岳归来不看山，黄山归来不看岳。黄山就像害羞的姑娘，朦朦胧胧，虚实相间，也许你是幸运的，也许你是错过的，黄山在哪里，等待你的邂逅，迎客松欢迎你，那些山峰历经沧桑，那些松树咬定青山不放松，任尔东西南北风,,,,,,
皇协军的爷8095,519,5,2021.07.26,黄山风景区门票（成人票）可二次入园,请至少当天的16点前购买,方便快捷，值得一去,,,,,
lyl620502980894,519,4,2021.07.16,黄山风景区门票南大门成人票（云谷索道方向）,好累，门票190，索道90不包含往返，车票19上下不含。有钱有人人士必去,,,,,,
Sarah_XJ2,519,5,2021.04.22,黄山风景区门票南大门成人票（云谷索道方向）,无论，如何黄山不容错过的，这确实是个很神奇的地方，不过上去之后要记得，问好下山的缆车几点关门，不下山要记得提前预约定好，山上的酒店房间，个人教训，为了看美景，错过了下山的时间，摸黑下去太危险，还是老老实实住上面，毕竟各个山头上酒店也是有的。真是各种场馆，从山脚一直到山头没少过。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,,,,,,
喵喵23496,519,5,2021.07.28,黄山风景区门票南大门成人票（云谷索道方向）,不错,,,,,,
喵喵23496,519,5,2021.07.28,黄山风景区门票南大门成人票（云谷索道方向）,不错,,,,,,
皇协军的爷8095,519,5,2021.07.26,黄山风景区上行或下行玉屏索道票（成人票）,请至少当天的16点前购买,方便快捷,,,,,
