id,价格,评价,评价日期,票务类型,评论,,
未来趋势,280,3,2020.10.12,三清山门票+索道上下行（金沙与双溪通用）成人票,景区管理水平有待提高，景点指示标志不科学。赶上雨天，云雾遮住了美丽的三清山风光。,,
虞头星星,280,3,2020.10.21,三清山门票+索道上下联票儿童/学生票（金沙与双溪通用）,超级无敌赞 可能对于我这种不爱爬山的人有点无聊还有点累 爬楼梯太累了,,
Beau530,280,5,2020.10.03,三清山门票+索道上下行成人票,很好，三清宫一定要去，建议早上去，从外双溪上。去西海岸栈道，,,
嘟嘟熊fsk168,280,4,2020.09.25,三清山门票+索道上下行（金沙与双溪通用）成人票,非常美丽，不虚此行！天气时雨时晴。,,
新美婷内衣,280,5,2020.10.24,三清山门票+索道上下行成人票,服务很满意，风景也不错,,
詹妮乖乖,280,4,2020.10.07,三清山门票+索道上下行- 学生票,风景不错，票价很贵，缆车营运限制了游玩时间（17：30停运，很早就要返程往缆车乘车点赶），一天下来实际玩不了多久,,
沈晗SH,280,4,2020.08.20,三清山门票+索道上下行 - 65周岁及以上老人票（金沙与双溪通用）,凭身份证可以直接进，十分方便，三清山很大，这次玩了一上午还没有逛完，下次过来可能过来看一下天下三清的演出。山上气温没有超过26℃，温度十分宜人。天很蓝，水很清，景也很美。,,
yhb112454982,280,5,2020.10.07,三清山门票+索道上下行成人票,空气好，水好，天然氧吧，值得一去,,
lijian4230,280,1,2020.10.03,三清山门票+索道上下行（金沙与双溪通用）成人票,由于医务人员执照原件没带，只有照片，担心过不了检票口，所以同时买了医务人员的票和成人票，结果都不提醒就直接把贵的票刷了,,
贪吃的杭宝宝,280,5,2020.09.24,三清山门票+索道上下行（金沙与双溪通用）-成人票,可以啊 美啊。风景不错,,
燕燕椭,280,3,2020.10.24,三清山门票+索道上下浙赣成人票,一般啊，不能退票，勉强上去，下雨了,,
linlinloveqiqi,280,5,2020.10.20,三清山门票+索道上下行成人票,不用换票直接刷身份证入园，方便快捷,,
xuan111666,280,5,2020.10.09,三清山门票+索道上下行（金沙与双溪通用）成人票,景色不错，唯一有点小遗憾，就是下雨。有雾。看不到远处风景。价格总体来说有点小贵,,
bo32,280,3,2020.10.19,三清山门票+索道上行成人票,很好很高很高兴认识你家孩子几岁了呢,,
o咪哑o,280,5,2020.10.18,三清山门票+索道上下行医护人员票,非常方便。不用换票。,,
临时登记,280,5,2020.08.31,三清山成人票,山景秀美壮阔，山上仙雾连连，物价也不贵，爬山路安全稳定，是个上饶爬山观光的首选。,,
awe638404582,280,2,2020.10.16,三清山门票+索道上下行成人票,景区服务有待提高，花了这么多钱，连个免费的地图导游图都没有。,,
匿名用户,280,4,2020.10.16,三清山门票+索道上行（金沙与双溪通用）成人票,不错哈哈，三清山值得一看，我和小伙伴们都惊呆了,,
GAOM87,280,3,2020.10.19,三清山风景名胜区语音导览票（不含门票）,【环境】【交通】【项目】【项目】【餐饮】,,
yd116819,280,5,2020.10.17,三清山门票+索道上下行成人票,5A级景区，道教名山，风景优美，不虚此行,,
Yrs773886470,280,2,2020.10.07,三清山门票+索道上行（金沙与双溪通用）成人票,一般般，真心话说，不值这个价，国内也算游玩过很多地方，爬了不少的山，这个，真的，不会再来第二次,,
匿名用户,280,1,2020.10.15,三清山门票+索道上行（金沙与双溪通用）成人票,不好玩 就是爬石头山 累死人 三清宫破的要死，就是上去看石头,,
匿名用户,280,1,2020.10.08,三清山门票+索道上下行（金沙与双溪通用）成人票,不给开发票，美团和供应商互相扯皮，互相推诿，美团管理混乱，客服业务能力很差！,,
xieganying1221,280,5,2020.08.21,三清山门票+索道上下行成人票,环境优美，人间仙境，早上9:00到，入住宾馆，9:40乘坐索道上山玩，下午4:30乘索道下山，累并快乐着，值得一游，建议穿旅游鞋，带零食和水上山，山上普通矿泉水10元一瓶,,
你好未来475,280,5,2020.09.08,三清山门票+索道上下行（金沙与双溪通用）成人票,一如既往的好，第二次来了非常美丽好玩,,
物是人非Tel,280,5,2020.10.06,三清山门票+索道上下行（金沙与双溪通用）成人票,非常美的山，上山前下起大雨，上山了大雾严重，在上面呆了1小时雾散开后是真的漂亮,,
黑哥happy,280,5,2020.10.03,三清山门票+索道上下行成人票,好好看,,
红腾腾,280,3,2020.10.08,三清山门票+索道上下行（金沙与双溪通用）成人票,来之前天气预报是阴转多云，上山后全是雾。啥风景也没看清楚。,,
ZcB819990434,280,1,2020.10.06,三清山门票+索道上下行成人票,很一般的景色，景区工作人员急需加强服务态度，工作人员服务态度极差，对待旅客指手画脚,,
洪都男大盗,280,3,2020.10.05,三清山风景名胜区语音导览票（不含门票）,去的时候下了雨，白茫茫的一片啥也没看到，建议大晴天来，景色应该很不错。,,
qTH198358788,280,3,2020.06.22,三清山门票+索道上下浙赣成人票,玉山火车站坐5路公交在新家门下费用2元，商业街站坐6路车到汽车站费用2，上车后买票17一个人到金沙索道，下雨天爬山的经历每次都不同，走在阳光海岸和西海栈道伞都撑不开，雨大风大，又冷又湿，雾大看巨蟒落隐落现的,,
WKd137060838,280,5,2020.10.06,三清山门票+索道上下行成人票,灵秀高俊的地址景观，登山看景，奇山俊石都有，还有那松鼠穿梭…还是蛮好的。,,
vmY882030344,280,3,2020.10.07,三清山门票+索道上行（金沙与双溪通用）成人票,设施质量良好，服务态度优良，风景秀丽如画，景色宜人，使人如游画中。,,
tthxq123,280,4,2020.10.11,三清山门票+索道上下行（金沙与双溪通用）成人票,好山，好说，好风光。,,
匿名用户,280,5,2020.10.14,三清山门票+索道上下联票儿童/学生票（金沙与双溪通用）,设施好 服务周到 环境好,,
春天111999,280,2,2020.10.09,三清山门票+索道上下行周五下午场成人票,风景一般，收费太高，应该分区域收费，只看了两个景点,,
wQc872317039,280,3,2020.10.13,三清山门票+索道上下行成人票,可惜是下雨天，不过还是别有一番滋味,,
Xvv463917587,280,4,2020.10.12,三清山门票+索道上下行成人票,值得玩一玩，走一走，风景不错。,,
詹妮乖乖,280,2,2020.10.03,三清山门票+索道上下行（金沙与双溪通用）成人票,风景不错，票价太坑，250一个成人，一家出游要上千块，性价比不行,,
匿名用户,280,5,2020.10.14,三清山门票+索道上下行 - 65周岁及以上老人票（金沙与双溪通用）,环境超级好,,
rKc214758659,280,4,2020.08.19,三清山门票+索道上下行（金沙与双溪通用）成人票,去的时候下着大雨，在山脚下等了半小时就停了，进山里就像仙境，下完雨的雾气笼罩着整个山，特别神秘，导游说去三次才能看清楚三清山的真面目，希望下次有机会再去一探究竟,,
Moon呀丶,280,5,2020.08.01,三清山成人票,江西上饶三清山很棒，全程徒步上山下山7个小时，但是大部分人都会做索道上山。我觉得还是徒步才有意义！,,
匿名用户,280,4,2020.10.06,三清山门票+索道上下行成人票,人杰地灵，山清水秀，空气清新。环境优美。徒步爬山一流。,,
colama_man,280,5,2020.10.07,三清山门票+索道上行（金沙与双溪通用）成人票,奇峰怪石，非常值得一游，小号黄山，但景色不输黄山,,
匿名用户,280,3,2020.10.04,三清山门票+索道上下行（金沙与双溪通用）成人票,三清山景点漂亮，交通方便，景区环境不错。,,
零食tuangou,280,1,2020.10.08,三清山门票+索道上下行联票 - 60-64周岁老人票（金沙与双溪通用）,美团和供应商互相扯皮，不给开发票,,
lwd686868,280,5,2020.10.08,三清山门票+索道上下浙赣成人票,挺不错的，风景很美，可以去看看。,,
一个半柠檬心,280,5,2020.10.11,三清山门票+索道上下行 - 65周岁及以上老人票（金沙与双溪通用）,很好,,
ZJL636910849,280,4,2020.10.04,三清山门票+索道上行周五下午场成人票,没想到从金沙服务区没有步行上下山的路，必须要缆车上下,,
Janchung,280,3,2020.10.03,三清山风景名胜区门票+东部金沙索道（上行）成人票,请至少当天的0点前购买, ,
zezejiangxia,280,3,2020.09.17,三清山门票+索道上下行成人票,景色应该很美！可惜天公不作美，大雾下雨！,,
HdS921656458,280,2,2020.10.01,三清山门票+索道上下行（金沙与双溪通用）成人票,门口扫二维码的有坑，扫了显示只有上行的索道，也没有提示要到柜台购买,,
lxy981772779,280,3,2020.10.07,三清山门票+索道上行成人票,还行吧，一般般，景色也就那样。,,
wtf873590577,280,4,2020.10.07,三清山门票+索道上行成人票,风景优美,,
杨琦196,280,4,2020.10.06,三清山门票+索道上行（金沙与双溪通用）成人票,风景很美，服务还可以，吃住都很划算,,
wmV609183448,280,5,2020.10.08,三清山门票+索道上下行医护人员票,很满意，不用换纸质票。,,
严周莱,280,3,2020.10.01,三清山风景名胜区语音导览票（不含门票）,风景好真的可以去的白垩纪上课时间是你手机手机叫撒,,
大林子子林大,280,5,2020.08.01,三清山门票+索道上下行（金沙与双溪通用）成人票,话不多说，先上图。,,
匿名用户,280,4,2020.08.19,三清山门票+索道上下行（金沙与双溪通用）成人票,挺好的，景色美美的，尤其在栈道上，我们是早上9点上山的，下午4点半下来了大门口，一家四口，哥哥9岁，弟弟4岁，以为缆车5点半结束，怕时间来不及就没去万寿园和三清宫，其余都走到了，其实去三清宫那边还是够时间的，总体是很满意的，很喜欢这个景区,,
ADa620497764,280,3,2020.10.03,三清山门票+索道上下行联票 - 60-64周岁老人票（金沙与双溪通用）,同上！一样的问题希望商家改进一下！,,
ADa620497764,280,3,2020.10.03,三清山门票+索道上下行（金沙与双溪通用）成人票,同个人！！！一样的希望和问题！！！,,
Wpf392660986,280,1,2020.10.02,三清山门票+索道上行成人票,下山   排队工作人员服务太差太差了    这种服务  真无语,,
nDV120700482,280,4,2020.10.05,三清山门票+索道上下行（金沙与双溪通用）成人票,就是累⊙﹏⊙,,
dnvdxau520七七,280,4,2020.07.15,三清山门票+索道上下浙赣成人票,南昌出发的，早点动身，一天就够。三清山真的是仙气飘飘。我们去的时候没什么人，一跟很通畅，下次再来,,
匿名用户,280,4,2020.08.21,三清山门票+索道上下行成人票, ,,
jiekangwb,280,5,2020.10.04,三清山门票+索道上下行（金沙与双溪通用）-成人票,美！！！,,
月亮与猫、,280,5,2020.07.24,三清山门票+索道上下浙赣成人票,仙气飘飘,,
股王争霸,280,4,2020.09.21,三清山门票+索道上下行（金沙与双溪通用）-成人票,大自然的鬼斧神工，真的太美了！,,
黑小虎爱蓝兔,280,5,2020.07.08,三清山门票+索道上下浙赣成人票,端午节第二天早上起大雾，中午才看到了巨蟒出山，也算不虚此行，下次挑个好天气细细品味西海岸。,,
明中注定m,280,3,2020.09.16,三清山门票+索道上下行联票 - 60-64周岁老人票（金沙与双溪通用）,索道停运时间有点早，早早往回走，怕下不了山,,
pengbinbinwan,280,5,2020.09.18,三清山风景名胜区语音导览票（不含门票）,非常不错的之旅，好多的旅游景点,,
明中注定m,280,3,2020.09.16,三清山门票+索道上下行联票 - 60-64周岁老人票（金沙与双溪通用）,石头很奇艺，下大雨，没办法走完，很遗憾,,
匿名用户,280,3,2020.08.09,三清山门票+索道上下行联票儿童/学生票（金沙与双溪通用）,山清险峻，空气清新，登山游玩好去处。,,
明中注定m,280,3,2020.09.16,三清山门票+索道上下行（金沙与双溪通用）成人票,下大雨…没办法，晴天应该还不错吧,,
匿名用户,280,4,2020.09.04,三清山风景名胜区玉帘瀑布成人票+往返电瓶车,风景优美，不太高，带着孩子也不算累。好早之前去的，图片找不到了，但是真的漂亮，值得游玩。,,
匿名用户,280,1,2020.06.20,三清山门票+索道上下浙赣成人票,1.三岔路口路标不明确，地图上也不显示我们现在在哪，迷路的人特别多，路上遇到的爷爷奶奶们也是一直在转圈，找不到出口，问景区工作人员，说是一直走一直走，遇到卖地图的问路，他一直让你买个地图，就是不告诉你往哪走，真的是太势力！我们也一样迷路了，问景区人员，漫不经心的敷衍了几句，两个人聊天起劲，还嫌我们打扰到了他们，我们要去的是金沙索道，一直问路（问工作服的景区工作人员，想着更靠谱些）结果把我们导到了南部索道，问南部索道的工作人员，两个女的一直在看手机，懒得搭理，把她们其中一个喊过来问路，说是要走回头路，又玩手机去了，态度简直差的一批！也没说往哪有捷径！出来遇到一个在景区晃悠的人，感觉他对这里很熟悉（应该是小店卖东西的），于是问了路，给我们指了捷径，但是得走一个多小时，关键是上山路特别陡，不过也幸好遇见他，让我们赶在5点前上了索道，一路上飞奔的速度，此处省略一万字，那心情，此处省略一万字。此处给景区的工作人员差差评！2.索道5点关闭，很不合理，搞得大家一路上都在赶路，不赶路不行啊，万一有耽搁，不就下不去了吗！夏令时，你们也太准时下班了吧！,,
‘阿敏er～,280,3,2020.09.14,三清山门票+索道上下行（金沙与双溪通用）-成人票,去年玩的了，去的时候正赶上大太阳，爬山大太阳，哈哈哈哈想想都刺激，可以可以,,
ror199995134,280,3,2020.09.07,三清山门票+索道上下行（金沙与双溪通用）成人票,风景很不错，上去的时候下雨啥也没看清，好在到三清宫后天晴了，下来以后看到了蛮多点。,,
X86002,280,5,2020.08.02,三清山门票+索道上下行（金沙与双溪通用）-成人票,去年国庆节去的，景色心旷神怡！秋高气爽,,
不爱喝全糖奶茶,280,2,2020.06.24,三清山门票+索道上行（金沙与双溪通用）成人票,山势雄伟，云雾缭绕于群山之中，倒是能体验一番宛如置身仙境的感觉，但是我们去的天气是多云雨天气，没法看到晚霞、日出，也因为天气原因整个山脉的轮廓没法一览无余，如果天气好还是很壮观，特别是在西海岸线，有些遗憾。玩了一天，南清园这边的景色有一半没看，整个人已经虚脱，南门缆车上去，中午才到，走走玩玩六个小时才把西海岸线这边的景点基本游玩，可能因疫情，又还没到端午，所以人不多，总之要来玩选择好天气，两天比较充裕，然后千万千万不要在一线天住，巨差，因为我们之前不知道，本来想着去那个地方租帐篷，但是下雨了，所在位置又很高，难以下来找另外的地方住，因为这个住所，我和朋友的好心情一降为负！住哪都行，千万不要住一线天，记住不要，不要，不要！,,
Jme608956648,280,4,2020.08.15,三清山门票+索道上下行成人票,玩的很开心，风景漂亮，空气清晰,,
匿名用户,280,5,2020.06.27,三清山门票+索道上下浙赣成人票,江山多娇风光无限好，三清山的这次旅游特别满意，对江浙人民门票优惠，山中时晴时雨，索道上下方便，有很多条选线路，全程游玩起来六到七个小时，像巨蟒，像神女，雾气时有时无，很有趣，以后有机会还来玩，不愧5A,享受大自然的美好。,
胖头鱼可可,280,3,2020.08.16,三清山门票+索道上下行成人票,风景是真不错，不过5A景区，工作人员服务态度很差，感觉不配5A，游客服务大厅也比较旧，秩序比较混乱，坐缆车等了好久，在太阳下听工作人员拿喇叭喊的,,
Avababy25,280,3,2020.09.10,三清山门票+索道上下行成人票,景色宜人，山清水秀，名副其实的小黄山，值得去,,
hi景深,280,4,2020.09.11,三清山门票+索道上下行医护人员票,很满意去了两次，云海栈道很漂亮，去了两次，两次天气不一样,,
Mrs_Andy,280,5,2020.04.03,三清山门票+索道上下浙赣成人票,天气不好。人很少。整体体验感还Ok。网上购票，浙赣居民凭身份证免门票，要付125的索道票。上山后，一开始的半小时还是能看到巨石和远处的……山上的桃花，樱花也开得正艳，真应了那句“人间四月芳菲尽，山寺桃花始盛开”。后面开始沿着西海岸走……越来越高，雾越来来越大……从此再也看不见远方，四周都是白茫茫的一片……成了瞎子。途中遇到了四五次松鼠，每次都是一群群的。还和松鼠玩了一会，伸手逗它，被咬。喂它火腿肠，整个被叼走。途中淅淅沥沥的小雨下了大半程……到最后也不晓得空气中挥洒的是雨还是雾……快下山的时候已经脱下雨衣……开心的让头发“起了一层霜”。浓密的雾让人看不见远景，却也制造了一片迷幻森林。有些地方隐约似仙境，高大的迎客松，若隐若现……山上大部分的店铺都是不营业的，毕竟特殊时期，游客也很少……全程下来也就遇到过五六次，感觉跟包场了一般。台阶挺多，大半天走下来，小腿肌肉酸痛……还有一半的地方没去……雾太大，在哪都是一样。网上晴日里的景象只在厕所墙上的照片里或者景点介绍栏见到，也当自己欣赏过了吧……唉。人生总是会留些许缺憾，但你的遇见也未尝不是别人的所求。世间美景千万种，得其一二，足矣。,,
hi景深,280,4,2020.09.11,三清山门票+索道上下行医护人员票,很满意去了两次，云海栈道很满意，拍的照片好看,,
wPE677075257,280,5,2020.09.04,三清山门票+索道上下行（金沙与双溪通用）-成人票,设施完善.沿途风景优美.感觉是自己目前为止爬山最愉快的一次.,,
谷雨632644396,280,4,2020.08.28,三清山门票+索道上下行成人票,人间仙境，美不胜收，上山不易，下山更难。但终究是上去了，佩服自己。下来一小段坐了回人力轿子，哈哈哈哈。,,
WKd137060838,280,4,2020.09.06,三清山门票+索道上下行成人票,登山锻炼的好地方，山俊俏，风景如画，还有松鼠偶遇…,,
萌宝宝是个傻冒,280,3,2020.09.10,三清山门票+索道上行（金沙与双溪通用）成人票,烟雾缭绕 人间仙境 奇山异石 山清水秀,,
匿名用户,280,4,2020.09.13,三清山门票+索道上下行（金沙与双溪通用）-成人票,累,,
悠悠阿宝,280,5,2020.08.31,三清山门票+索道上下行 - 65周岁及以上老人票（金沙与双溪通用）,好山好水好地方！下次还会去，住宿方便，景色棒棒哒,,
qMs338891029,280,4,2020.08.20,三清山门票+索道上下行成人票,网上购票直接进入，很方便，空气清新自然,,
识汝不识丁521,280,4,2020.05.15,三清山门票+索道上下行成人票,「三清宫景区」「日上平台」「西海岸风景区」「万寿园景区」爬山简直累死，走的腿都软了，尤其爬一线天（图二），整个人都是崩溃的，，但是风景真的美，登的高，望的远，山顶风景才是一绝，感觉心旷神怡，空气都带着仙气，哈哈，夸张了，不过山顶云雾飘渺，有图为证！,,
wPE677075257,280,4,2020.09.04,三清山门票+索道上下行（金沙与双溪通用）-成人票,方便快捷.坐在缆车上看风景特别壮观.,,
KhF634146156,280,3,2020.08.27,三清山门票+索道上下行（金沙与双溪通用）-成人票,三清山，山清水秀好风光，去的时候刚刚下过雨，云山雾海，看见了拨云见日，美不胜收,,
匿名用户,280,2,2020.05.02,三清山门票+索道上下行成人票,我来说说我的感受1：风景还算可以   但是没有黄山来的漂亮   门票加上下索道接近200不值得2：下雨天千万别去，大雾什么都看不见，还好2点过后雾散了好一点，山上就一些鸟和松鼠3：山上泡面一个20元，茶叶蛋一个5元，水一瓶10元！还有的30一瓶！带好自热米饭火锅和水，别被打劫4：除去道馆和万寿园，爬峰没去，西海岸，阳光，女神两圈玩下来差不多6个小时，脚在发抖。9点半上饶汽车站出发，11点到，4点40下来等车.5：下索道后，里面工作人员会强迫你拍照，导致导致排队出站堵住门，影响恶劣，可以直接走人，别理会6：提前下山等5点班车居然提前发车导致我们只能坐在一旁拉客的私家车回市区，一车200左右，是不是和私家车串通好我不知道气的半死7：考虑住宿的话价格300到800，节假日翻倍，现在疫情可能没有涨但是还是贵，帐篷180起步7：没必要在山上住，感觉一般般，不会再来,,
矮油啦,280,4,2020.08.26,三清山门票+索道上下行成人票,挺不错的，四月底去的，人超级多，不过三清山的风景还是很美的，第二次来了，值得推荐！,,
JvF746198899,280,4,2020.08.28,三清山门票+索道上下行成人票,大自然的鬼爷人工，一个又一个神奇传说，让人在疲惫中感受快乐,,
WMK232194822,280,5,2020.09.08,三清山门票+索道上行（金沙与双溪通用）成人票,很好哟。,,
匿名用户,280,4,2020.09.06,三清山门票+索道上下行成人票, ,,
wGe297976573,280,5,2020.09.08,三清山门票+索道上下行（金沙与双溪通用）-成人票,风景秀丽,,
匿名用户,280,4,2020.09.06,三清山门票+索道上下行联票 - 60-64周岁老人票（金沙与双溪通用）, ,,
涛哥的邮箱,280,5,2020.04.12,三清山门票+索道上下行医护人员票,三清山比较大，我只评价我看到的，东海岸，西西海岸路比较好走，位置高，视野开阔，但是我去的时候没有看到云海比较遗憾。南清园，路比较难走，风景好，爬上爬下的的过程中各种角度呈现不同风景。但是其中有个一线天还是叫一线什么的地方非常陡，我爬华山的时候都没感觉这么吓人。有点安全隐患，比如有段比较宽阔，太陡的路宽了不是好事，而且两侧的护手铁链锈迹斑斑，不抓爬摔下去，抓了怕割到手。当时如果知道有别的路我肯定不会爬那里的。辣椒美团发个评论崩溃了2次，还好我第二次复制了一下,,
陌上花开WL,280,4,2020.08.25,三清山门票+索道上下行（金沙与双溪通用）-老人票(60周岁-64周岁）,很棒的！环境真好，适合修道，哈哈哈，但老人孩子还是有点吃力，可以玩两天。,,
悠悠阿宝,280,5,2020.08.31,三清山门票+索道上下行成人票,棒棒哒！,,
悠悠阿宝,280,5,2020.08.31,三清山门票+索道上下行医护人员票,方便,,
悠悠阿宝,280,5,2020.08.31,三清山门票+索道上下行记者/残疾人/消防员票,好,,
心向阳光ii,280,3,2020.08.26,三清山门票+索道上下行成人票,一般吧，没有什么好玩的，风景还是不错的,,
玲丫丫475,280,4,2020.08.15,三清山门票+索道上下行（金沙与双溪通用）-成人票,这是我家乡的美景，世界自然遗产，此生一定要去一次，各种奇峰怪石，一定能满足您挑剔的眼睛,,
王二狗就是我呀,280,2,2020.04.03,三清山门票+索道上下浙赣成人票,听我得，肯定没错，现在这个季节千万别去三清山，山上雾大，又冷，不要给抖音骗了，抖音是天气好的时候航拍，你现实到三清山，根本看不到什么风景，我8点55分上的缆车 照片拍的时候大约10左右，稍微能看看一点点，真的一点点，现在真的别去，当地人给我说了，最佳季节6，7月份，现在真的别去，除非户外登山爱好者。谁去谁知道，我不怪风景不好，怪我自己去错月份了。。我本来打算在上饶住上2，3天的，我当天逃回来的。我是第一天晚上住景区这边很OK，毕竟淡季，不吵，第二天上山以后，我就想回嘉兴了，。不要不信我，我来回1000多公里。。不会乱说的，我打算7月左右再去一次，现在奉劝大家真的别去。除非你是超级户外登山超级爱好者。。要不然千万别去。。然后给景区缆车的小姐姐点赞，因为我带了王二狗一起的，坐缆车的时候，小姐姐还说 狗子好可爱。哈哈。三清山下半年再去蹬一次。现在真没必要。。喜欢攀登的 当我没说过。说实话，我每年云贵川渝去的多了，就这次去了三清山，除了缆车真的不错。看风景没什么感觉全是雾气，又冷，毕竟云贵川渝的大山山连山。。。,,
我是谁的谁cll,280,4,2020.05.01,三清山风景名胜区语音导览票（不含门票）,不错的，就是累，第二天腿疼，最好是不要带小孩去，自己都累还得背着，全程走的话得走7个小时以上，我们走了差不多三分之一，从8.30左右开始，到下午4点多下山，景区里面可以住，房间可能500多一间，我们是自己带了零食上去，门票免费，花了索道的钱125一个人 总的来说，还不错，就是累，一天走了2万多步，太恐怖了,,
杜希纯,280,4,2020.08.30,三清山门票+索道上下行（金沙与双溪通用）成人票,真美，人间仙境,,
匿名用户,280,1,2020.08.27,三清山风景名胜区手机语音导览票, ,,
PGq13191817,280,4,2020.08.25,三清山风景名胜区语音导览票（不含门票）,景区真的太大了，腿要走断…,,
Cqk479297770,280,5,2020.08.23,三清山门票+索道上下行医护人员票,景色秀丽，来这就是感受大自然的美好！,,
Hll211627252,280,4,2020.04.12,三清山门票+索道上下行（金沙与双溪通用）-成人票,真不错，风景秀丽，人间仙景，景区里有六个景点，其中蟒蛇出山景最出神入化，好险一线天梯级。神奇的女神峰，女神在不同位置望上去显示出不同年龄不同面容，从美丽少女到满面皱纹婆婆。日上平台观日出景平台高点视野开阔，壮观，一览无尽，360度高点俯视众揽四周群山，雄伟。玻璃栈道，玻璃桥够刺激。刺激我本身有畏高都有冲劲去尝试了。值得一去嘅地方。,,
Fjo883432761,280,1,2020.08.21,三清山风景名胜区手机语音导览票,我都未使用，也没退款到我账户，不是说三个工作日退款。,,
waqhoo,280,5,2020.08.08,三清山门票+索道上下行 - 65周岁及以上老人票（金沙与双溪通用）,因为疫情在网上买的票，就是到门口一下说要换票，一下又不要换票，折磨人。但是三清山风景不错,,
TMr947546395,280,1,2020.06.21,三清山门票+索道上下浙赣成人票,1、分叉路口的路标（指示牌）几乎都没有，很多游客迷路。2、向山上的店老板、修理休息凳子的师傅们问路，他们的回答没有一个人耐心解答，都是不明确的应付。3、缆车下班时间太早，游客在山上迷路，过了时间那就要走路下山，太不人性化。（我们的同伴就碰到一群老爷爷在山上转圈，找不到金沙缆车站，都快急哭了，我们的同伴就把他们带到金沙站）,,
匿名用户,280,3,2020.08.13,三清山门票+索道上下行（金沙与双溪通用）-成人票,山清水秀好去处，如入仙境，奇石云海，传说轶闻。葛根粉值得购买。,,
vicissitude3,280,5,2020.08.17,三清山门票+索道上下浙赣成人票,非常好玩，山上很多云雾，那天去的时候天气刚好，不冷不热,,
古月zz394,280,5,2020.08.15,三清山门票+索道上行（金沙与双溪通用）成人票,下山一定要做索道，走下来的把腿走废了点击[http://pinyin.cn/e357641]查看表情,,
Jme608956648,280,4,2020.08.15,三清山门票+索道上下行65周岁及以上老人票（金沙与双溪通用）, ,,
Hym486650057,280,4,2020.08.19,三清山门票+索道上行票-学生票（仅限身高1.2-1.5米）(金沙与双溪通用),直接刷买票时留的身份证就可以进去。,,
丶青睐995,280,4,2020.08.19,(暑期乐游江西）三清山门票+索道上下行联票（金沙与双溪通用）-儿童/学生票,很棒，特别方便，刷身份证就可以了,,
匿名用户,280,4,2020.05.10,三清山门票+索道上下行成人票,值得一去，特别是刚下完雨，山里雾气升腾，真的很像修仙，很美哒，原相机拍的照片，无需修图，都是这样屏保。去的时候，人不多，而且才坐索道到山上就下了一场雨，真的是时间刚好，一路上去就置身于云海，下山时候云雾升腾，阳光慢慢照射，真是无法形容的美丽,,
匿名用户,280,5,2020.08.03,三清山门票+索道上下行成人票,挺好的，风景特别美,,
匿名用户,280,1,2020.08.06,三清山门票+索道上下行成人票,超级辣鸡，美团价格比景区贵一半，景区有活动这个也不写个说明，太差了,,
匿名用户,280,4,2020.08.16,三清山门票+索道上下行- 学生票,不错！,,
李时珍的参,280,5,2020.07.12,三清山门票+索道上下行（金沙与双溪通用）-成人票,我爱三三三三三清清清清清清清山山山山山，为什么重复打这么多字呢，因为我去过很多次，哈哈。每次都带不同的好朋友来玩。每次都在很喜欢。,,
打假突击手,280,5,2020.08.12,三清山门票+索道上下行成人票,很不错,,
Teresa琪琪,280,4,2020.08.11,三清山门票+索道上下行（金沙与双溪通用）-成人票,很棒,,
Teresa琪琪,280,4,2020.08.11,三清山门票+索道上下行（金沙与双溪通用）-成人票,很棒,,
aKc592928094,280,1,2020.08.05,三清山门票+索道上下行（金沙与双溪通用）-成人票,雾大什么也看不见，白去了，天公不做美,,
一见你就笑i878,280,3,2020.08.07,三清山门票+索道上行（金沙与双溪通用）成人票,还不错哦，就是太难爬了，啊哈哈哈,,
匿名用户,280,3,2020.08.05,三清山门票+索道上下行（金沙与双溪通用）-成人票,不错，下次有机会的话可以再去的。,,
wwe512674957,280,1,2020.08.08,三清山风景名胜区语音导览票（不含门票）, ,,
龙门山人,280,4,2020.08.08,三清山门票+索道上下行成人票,风景很美，,,
uAJ950557732,280,4,2020.06.12,三清山门票+索道上下行成人票,中华大好河山，风景超级好，空气清新，去了还想去第二次，在朋友家附近，所以没去计划住宿。听说枫林的宾馆也是很不错的,,
NWN670200032,280,4,2020.07.26,三清山门票+索道上下行（金沙与双溪通用）成人票,设施挺齐全的，主要是风景确实很美，虽然脚走的挺累的但让人心情很舒畅,,
江孟君,280,5,2020.06.04,三清山门票+索道上下浙赣成人票,设施服务都不错，关健是景色迷人，虽然毛毛细雨，云里雾里，但还是遮不住美丽河山。,,
漂亮妞325,280,4,2020.08.01,三清山门票+索道上下行记者/残疾人/消防员票,美团上买每张可以便宜50块呢……！,,
迷途小书童_知夏,280,5,2020.05.23,三清山门票+索道上下行成人票,来到这里豁然开朗，所有的不快瞬间烟消云散，剩下的是纯粹,,
小沫儿1234,280,5,2020.08.03,三清山门票+索道上下联票儿童/学生票（金沙与双溪通用）,非常漂亮，下次还去。,,
waiterfeiren,280,3,2020.06.11,三清山门票+索道上下行（金沙与双溪通用）-成人票,人太多了带了孩子没怎么玩，但是确实领略到了大自然的鬼斧神工。第一次坐缆车心里还是有点慌，建议去之前做好功课一天时间有点紧张，提前休息好那天早点起来去排队这样玩的时间多点。另外听说三清山要去好几次不同的时候去风景各异,,
卡鲁596,280,4,2020.08.01,三清山门票+索道上下行（金沙与双溪通用）-成人票,风景不是盖的,,
