id,价格,评价,评价日期,票务类型,评论,
cici266.,418,5,2020.11.23,张家界核心景区武陵源4日成人票(张家界国家森林公园),风景真的很不错..带孩子来玩也不错..,
芈雨筝,418,5,2021.01.12,张家界核心景区武陵源4日门票成人票(吴家峪入口),风景美，工作人员服务态度很好，值得一去再去,
TZa806392477,418,5,2021.01.15,张家界核心景区武陵源（张家界国家森林公园）4日成人票,推荐哦,
TZa806392477,418,5,2021.01.15,张家界核心景区武陵源4日成人票(张家界国家森林公园),推荐哦,
LDY咻咻咻,418,3,2021.01.09,张家界核心景区武陵源4日门票成人票(吴家峪入口),人挤人，一般化，空气还行，各种排队和拥挤,
匿名用户,418,1,2021.01.08,张家界核心景区武陵源4日成人票(张家界国家森林公园),张家界各种索道费   门票    没得撒子看的   除了有猴     毫无体验,
JgJ740152848,418,3,2021.01.11,张家界核心景区武陵源4日门票成人票(吴家峪入口),是的，很美丽的景色！很喜欢啊！,
韩公子杨,418,4,2021.01.11,张家界核心景区武陵源4日成人票(张家界国家森林公园),门票可玩4天，景色很好，物超所值,
匿名用户,418,1,2021.01.06,武陵源票+天门山票+2日人工讲解（成人票）,什么人工讲解，就是拼团，里外没省钱净逛购物店里，坑,
jUA309694133,418,5,2020.10.13,张家界核心景区武陵源4日门票成人票(吴家峪入口),有一个代金券15块钱，所以只用了195，比景区肯定便宜一些，买了就可以用，而且4天都可以用，最迟17：30进去，最早7.40进去，张家界风景算可以的，就是走山路腿疼，里面的索道全部需要另外收费，然后十里画廊建议直接火车进去火车出来，路不好走，太累了,
sLM289180581,418,5,2021.01.10,张家界核心景区武陵源4日成人票(张家界国家森林公园),山上一定要一天玩完 不然很亏,
Colin知识产权,418,1,2020.10.03,张家界核心景区武陵源（张家界国家森林公园）4日成人票,给五星好评的是多少年不出去旅游一次？批烂的景区，景色真的是一般般，这个票价也就是景区开发的早，倚老卖老的意思，现在新的景区阿坝云南玩了这么多地方，张家界和雅安碧峰峡是最差的2个地方，不是说不美，只能说炒作的太厉害，非常令人失望，要是问我推荐去哪儿玩，那应该实在没地方去了才会推荐张家界。,
神都的曹大霞,418,5,2021.01.07,张家界核心景区武陵源4日票+2选1表演票（成人票）,风景不错,
麋鹿森林274,418,4,2021.01.08,张家界核心景区武陵源4日成人票(张家界国家森林公园),去的时候在下雨 可太冷了,
UNo361015707,418,3,2021.01.10,张家界核心景区武陵源4日门票成人票(吴家峪入口),值得一去，就环保车弄得缓了1-2周哦,
匿名用户,418,4,2020.10.13,张家界核心景区武陵源4日门票成人票(吴家峪入口),去的时候天气不好，一直都在看雾，本来去张家界就是看山嘛，所以有些遗憾。还好人不是太多，玩了两天，感觉还可以吧。对了，住在景区附近虽然离得近，但是买东西很不方便，外卖也很少，最好还是住市里吧，交通也很方便。,
yuanye2737,418,3,2020.12.31,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,个人觉得不如天门山好玩  走路要穿一双舒适的鞋子，不然很累。,
天气有点暧昧,418,3,2021.01.08,张家界核心景区武陵源（张家界国家森林公园）四日通票儿童/学生/老人票,还可以很好玩喜欢。。。。。。。。。,
poincarewhite,418,4,2020.12.15,张家界核心景区武陵源4日门票成人票(吴家峪入口),环境很好，我们走上去的，里面收费项目就是坐缆车和百龙天梯，并没有多大用处，就是为了懒人准备的，缆车看不到风景,
PBm421006399,418,4,2020.10.19,张家界核心景区武陵源4日门票成人票(吴家峪入口),不错 第一次去玩 虽然下雨天但也有美景 路途有点遥远但是可以看到大自然的鬼斧神工 大自然的美丽 从坐车上去一路上去尤其百步天梯 还有摇篮还是不错的 大家可以有机会去玩下 那天下雨雾蒙蒙 拍了照片 值得留念 话不多说看图片哈哈哈,
_qq3xt1377760764,418,4,2021.01.07,张家界核心景区武陵源4日门票成人票(吴家峪入口),好看，太美了,
天气有点暧昧,418,3,2021.01.08,张家界核心景区武陵源四日通票成人票（地推票）,还好玩，这就才来评价。。。。......,
梅子熟,418,4,2021.01.02,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,一个人去的，特漂亮哦，现在自己就在武陵源工作了,
MOh31957042,418,5,2021.01.03,张家界核心景区武陵源4日门票成人票(吴家峪入口),非常好，很完美。此地归来不用再看其他地方了,
匿名用户,418,5,2020.11.15,张家界核心景区武陵源4日门票成人票(吴家峪入口),值得一去,
WUQ868687765,418,5,2021.01.09,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,好玩,
WUQ868687765,418,5,2021.01.09,张家界核心景区武陵源（张家界国家森林公园）4日成人票,好玩,
_qqc5f1394277210,418,5,2020.11.26,张家界核心景区武陵源4日成人票(张家界国家森林公园),很美的，虽然下雨雾大，也别有风味,
yuanye2737,418,3,2020.12.31,张家界国家森林公园手机语音讲解,请至少当天的18点前购买,个人觉得环境还行，可以当做徒步的地方，玩的话一般。
Nancy亻可,418,1,2020.12.28,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,一群骗子导游  到处坑钱 被多人投诉临时解散旅游团  太坑人了,
LMc685488761,418,5,2020.11.12,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,这是一次完美的旅行，结完婚去度蜜月的，看了送子洞，回来不久就怀孕了。,
妙妙清晨,418,5,2020.10.07,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）, ,
GCM964871693,418,4,2020.10.08,张家界核心景区武陵源4日门票成人票(吴家峪入口),去的时候杨家界的乌龙寨和在施工，还有就是天天下雨，山里雾比较大好多景点没看到。我们是从十里画廊徒步上山的，网上查的大概走一个半小时，实际快点走也需要之前两个小时，而且都是台阶，没什么平路，建议想徒步上山的朋友慎重,
fkK853506908,418,5,2021.01.05,张家界核心景区武陵源4日成人票+表演票2选1,好地方,
xu1105,418,4,2020.12.21,张家界核心景区武陵源4日门票成人票(吴家峪入口),景区一票通用，可以多次出入门口【交通】免费摆渡车，去哪里就坐哪条线路的班车,
reg370925633,418,4,2020.10.08,张家界核心景区武陵源4日成人票(张家界国家森林公园),景区挺大的，但是景区内有环保车将各个景点连接起来，不需要走很多路。由于乌龙寨和黄石寨在维修，没看成，略有遗憾，如果有机会，说不定还会再去。推荐景点云青岩，御笔峰，十里画廊，金鞭溪，宛如人间仙境，值得一看。,
TOk569114288,418,5,2021.01.02,张家界核心景区武陵源4日成人票(张家界国家森林公园),取票方便,
匿名用户,418,3,2020.10.04,张家界核心景区武陵源4日门票成人票(吴家峪入口),天气不好，雨雾把峰林挡住了，很多美景都看不到，没有什么体验感。爬山太累了，建议大家如果平时体能没那么好就能坐景区交通工具游览就尽量去坐，我徒步逛了两天，腿有点疼。,
YqO102540958,418,2,2020.12.07,张家界核心景区武陵源4日门票成人票(吴家峪入口),就爬山，每个点都差不多，没玩出啥。猴子还抢东西，还是天门山好玩好看,
匿名用户,418,2,2020.12.28,张家界核心景区武陵源4日门票成人票(吴家峪入口),下雨了，没看到什么景色，出现了一段小插曲，害，心情一般般,
exG739790104,418,1,2020.12.30,张家界核心景区武陵源四日通票成人票（地推票）,环境极其的差。交通又不方便，不能开到山上面。,
妄言不朽,418,4,2020.09.13,张家界核心景区武陵源4日门票成人票(吴家峪入口),【环境】环境是真的可以，绿色植物随处可见，而且还有一个大氧吧公园，可以去那里吸收一下【交通】景区里面有环保车可以接驳一段距离，假如大家时间不是很赶，我推荐可以爬上下山这样子，不用做索道，毕竟索道的价格也比较贵,
zmxzhl,418,4,2020.11.13,张家界核心景区武陵源4日门票成人票(吴家峪入口),两天真的不够呀，希望以后有机会再去一次，景区里处处都是惊喜。,
海米多多多,418,1,2020.12.17,张家界核心景区（武陵源）4日成人票,第一次遇到在美团上买票还要等人送票到景区来的，不是立即出票，差评，各位游客一定要注意！！！,
zmu364690681,418,4,2021.01.01,张家界核心景区武陵源4日门票成人票(吴家峪入口),自驾去玩，挺好,
小白菜dizi,418,3,2020.12.21,张家界核心景区武陵源4日门票成人票(吴家峪入口),去的时候天气很不好，山上只有白雾，山脚下还是挺好看的，期待下次天气好一点再去,
匿名用户,418,3,2020.12.28,张家界核心景区武陵源4日门票成人票(吴家峪入口),景色不错，金鞭溪里面的服务人员很好,
VVM311438552,418,3,2020.12.20,张家界核心景区武陵源4日成人票(张家界国家森林公园),还不错，就是猴子有点凶，天下第一桥停车场的工作人员也超不耐烦的,
PKb799510887,418,3,2020.12.27,张家界核心景区武陵源4日成人票(张家界国家森林公园),那段写不写名字都没我快忘记谁都能敌你的开心吗,
耿成轩,418,4,2020.12.18,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,景区很大，时间有限。一张票可以玩三天，我就玩了一天，有些仓促。风景还是很不错的！,
姑娘乖桑桑,418,3,2020.12.20,张家界核心景区武陵源4日成人票,这批山很有特点，但作为生活在山区的人来说，感觉也不会特别的惊艳。,
系才子,418,4,2020.10.02,张家界核心景区武陵源（张家界国家森林公园）4日成人票, ,
Rly646535724,418,3,2020.10.05,张家界核心景区武陵源4日门票成人票(吴家峪入口),去的时候天气不好，连续三天都是雨，雾霾严重，山上什么都看不到，人也超多，衣服鞋子打湿了特别不舒服。不建议雨天来玩，最好提前看好天气。,
wXH461354771,418,1,2020.10.15,张家界核心景区武陵源4日成人票+用餐抵用卷,14号买的两张票，15号到目的地刷身份证显示没有购票记录，工作人员也说在美团买的人都很麻烦，打电话给商家搞了两个小时才帮我门弄好一张票，后来才知道是另外一张票的身份证订的时候输错了但是名字是对的，这样也能出票成功，打电话沟通来来回回商家(黄牛)说是我们自己输错的身份证不给退，想问商家 名字跟身份证号不一致票是怎么出怎么算激活了？大家千万不要再美团买票贪便宜，现场买票直接方便省时间，很影响出游心情,
PVI770904305,418,5,2020.06.27,张家界核心景区（武陵源）4日成人票,先说交通：张家界西站（高铁站）出来后右转50米到长途汽车站，这里有通往武陵源标志门，森林公园门，凤凰古城等地的长途汽车，在市区或飞机场的话先到中心汽车站（在张家界站火车站）坐车去武陵源。回程的话最好在武陵源标志门出，这样回张家界的汽车多，森林公园回张家界的基本没有，得先去标志门，再转车去市区。再说路线：徒步的话建议玩3天，如果天气不好4天，景区比较人性化，现在可以玩到晚上7点还有环保车。先说下我自己，第一天标志门进，乱窜坡上袁家界-天下第一桥-杨家界一步登天（到这里刚好看见云海，超级美，天波府那两个景点不开）-沙刀沟-金鞭溪-标志门，超级累5万步，第二天十里画廊上-贺龙公园-大观台-空中田园（包车去，建议拼车，一辆车100）-袁家界又看了迷魂台哈利路亚山-百龙天梯下，因为有环保车，坐坐走走4万多步也不累，第三天金鞭溪，黄石寨（弥罗宫到五指峰这一段很美）走上去，缆车下赶时间。所以建议一天黄石寨加金鞭溪，一天袁家界加杨家界（此条最累，安排第二天），一天天子山-空天田园-有时间袁家界可以再看下。坐缆车上下的可以玩2天。黄石寨和金鞭溪一天，袁家界和天子山一天，杨家界可以不去看。超字数了祝愉快！,
zXF896049328,418,2,2020.10.05,张家界核心景区（武陵源）4日成人票,这一次来张家界，权当来熟悉地形了。观光车和索道有些捆绑消费的嫌疑。没有找到爬山的路径，下次来会再仔细研究一番。景区不需要安排太多天来逛，因为天气多变。10月3号上山都在下雨，起雾，完全看不见山上的美景，还不如在上下仰望一番。最后，张家界天气不好时千万别来，来了一定会后悔。,
sun2008mt,418,5,2020.12.22,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,张家界绝对是要亲自过去看看的自然风景区之一,
Xdl350443094,418,4,2020.12.27,张家界核心景区武陵源（张家界国家森林公园）4日成人票,请至少提前1天的23点59分前购买,有点小贵
hnz269275436,418,1,2020.11.30,张家界核心景区武陵源4日门票成人票(吴家峪入口),没有什么好看的，都是一样的景，里面什么都要钱，而且人也恶心，问个路都是嗯嗯，错的也不告诉你，看你笑话那种，里面散客导游很恶心，跟一路要骂人,
可否失忆,418,3,2020.12.24,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,去得不是时候 ....... 天气不好,
出，归来仍是少年,418,4,2020.09.29,张家界核心景区武陵源4日门票成人票(吴家峪入口),自己买票直接进就行，四天有效，景区环保车免费，完全不需要报团，尤其是张家界本地报团，很坑的,
帅到没朋又,418,3,2020.12.09,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,综合感觉就是全都一个样，值得一提的是里面一些小项目需要收费的项目，真心没有什么价值感,
无问东西信者得爱,418,5,2020.12.19,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,帮朋友订的，武陵源风景非常好,
蓝梦雨love,418,5,2020.11.12,张家界核心景区武陵源4日门票成人票(吴家峪入口),十里画廊，如临仙境。,
花猫ok,418,5,2020.12.23,张家界核心景区武陵源4日门票成人票(吴家峪入口), ,
朱圣141,418,1,2020.11.01,张家界核心景区武陵源4日成人票(张家界国家森林公园),订的武陵源上午八点的票，结果八点过十分刷身份证过不了，这边排队刷身份证过不了，后面排队长龙，那滋味感觉泰坑了，去武陵源售票处查才知道订票十几个小时了票都还没出，打电话给供应商服务态度极差！！！建议美团多多监督第三方平台！,
你亲爱的刘哥哥,418,2,2020.12.14,张家界核心景区武陵源4日成人票(张家界国家森林公园), ,
匿名用户,418,4,2020.10.03,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,还不错还不错 现在翻翻之前的照片 好怀念好怀念！！！ 提前预订好宾馆 网上看看旅游攻略 以为玩的八九不离十了。。。但是。。。景区太大了。。。光预留两天是远远不够的。。。一些景点比较慌 去晚了灯光不足还有点危险。。。,
Dxh898962805,418,5,2020.12.12,张家界核心景区武陵源4日门票成人票(吴家峪入口),设施齐全，服务周到，环境卫生非常干净，强烈推荐！,
Hzc999041942,418,4,2020.12.15,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,景色不错，只是这次上去有雾，什么都没看到,
我是一只漫猫猫,418,4,2020.12.18,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,还可以哦 冬天去景色很美啊,
静静的ju,418,4,2020.12.14,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,跟女朋友去的，景色很美，山顶看到了雪哦，开心！！,
匿名用户,418,5,2020.10.03,张家界核心景区武陵源4日成人票(张家界国家森林公园),张家界景区现在已经是特别完善的了，从大门到景点都有环保车坐，需要走的也不是很多，因为下雨，大部分景色都没看到，所以我们走了一天就都走完了，最后的金鞭溪算是看到了一部分，看来是让我们明年还得再来一次啊！,
匿名用户,418,5,2020.10.10,张家界核心景区武陵源4日门票成人票(吴家峪入口),下次旅游还要去玩，真的景区太大了，2天不够玩，而且这次去的时候天气不好，人也多，山脚看山，山顶看雾，但景色真的很优美,
AXc968159347,418,4,2020.12.20,张家界核心景区武陵源4日成人票(张家界国家森林公园),不错,
Hkj419439191,418,4,2020.10.11,张家界核心景区（武陵源）4日成人票,挺好的   就是当地拉客的人太多太多了   景区也不管管   从一到张家界就开始被骗   我们太难了   还好美团靠谱    记住去了以后谁都不要信谁都不要信谁都不要信谁都不要信谁都不要信谁都不要信谁都不要信谁都不要信谁都不要信谁都不要信,
YuW204117177,418,3,2020.12.13,张家界核心景区武陵源4日门票成人票(吴家峪入口),环境不错、千万记得错峰出游、节假日不要去、人多太挤,
KKJ394361622,418,2,2020.12.16,张家界核心景区武陵源4日门票成人票(吴家峪入口), ,
egZ198946329,418,3,2020.12.06,张家界核心景区武陵源4日成人票(张家界国家森林公园),值得一去哦，里面的景色超级好，大自然的空气，最好是准备4-5天的时间慢慢玩,
nKk197924599,418,5,2020.10.07,张家界核心景区武陵源4日门票成人票(吴家峪入口),虽然下雨，在山上什么都没看到！下次选个好天气再来！,
匿名用户,418,2,2020.12.01,张家界核心景区武陵源4日门票成人票(吴家峪入口),当地的门票更便宜，但要组团，我这个稍微贵些时间上自由一些。可以先去再决定。,
o0小小,418,5,2020.10.25,张家界核心景区武陵源4日门票成人票(吴家峪入口),景色很美，就是没玩好。太累了！,
桃子。868,418,3,2020.08.05,张家界核心景区武陵源4日门票成人票(吴家峪入口),这个景区是我玩过的所有景区内导游最多的景区，妈呀，第一天玩天子山杨家界一线，一整天都要被一圈的导游的大喇叭震的怀疑人生，以为我是跟团来的，现在很多景区都是耳机式导游解说了，希望景区借鉴一下，第二天去金鞭溪就好很多了，人不多。终于耳根清净了。另外张家界的流氓猴子真是名不虚传，大家千万不要带太多零食，山上卖吃的也算良心价。,
smr730525,418,1,2020.08.17,张家界核心景区武陵源4日门票成人票(吴家峪入口),武陵源景区感觉不怎么样，我们一行在张家界一共呆了三天，第一天就买票进了武陵源，上午去黄石寨，修路施工的地方比较多，景区也没有提示牌，人多比较乱，让我们走了很多冤枉路。下午去金鞭溪，我们一行有人在河边摔跤导致右手骨折，当时找到景区工作人员，打了一个电话说景区没有救护设施也没有医护人员，让我们自己打120，后面就再也找不到人了，结果受伤的人自己从金鞭溪走到景区外停车场，全程都没有景区的人出现，实在无语，对景区的工作态度，接待能力，应变处置等感到都很差。图三是上午在黄石寨游玩拍的，图一,二是第二天登天门山拍的。
匿名用户,418,5,2020.09.07,张家界核心景区武陵源4日门票成人票(吴家峪入口),从武陵源区标志门出发，每到一个景点都有环保车，除了景点需要步行，每个景点之间都可以乘坐环保车，交通是特别的方便和人性化的。个人感觉天子山的索道和百龙天梯是不可错过的项目，震撼且啊！神堂湾一直都是我心心念念的地方，不虚此行！餐饮的话还是可以的，偏贵味道差点，但是都不是事。喜欢看大自然鬼斧神工的就来吧！推荐,
UCp698720016,418,3,2020.11.26,张家界核心景区武陵源4日门票成人票(吴家峪入口),人挤人。只给医生护士免费，而做核酸检测的一线检验医务人员却不能免费，全省恐怕也只有张家界不给医学检验人员不免费了。,
vCN323033287,418,3,2020.08.31,张家界核心景区武陵源4日门票成人票(吴家峪入口),很累，第一天，从标志门进去，做免费环保车先到十里画廊，里面有小火车收费，可不坐，走路半小时再返回，做环保车去金鞭溪，金鞭溪全程走完需要近3小时，体力一般的建议不要走全程，走几百米就可以返回了，要是走完全程就到氧气吧广场了就是森林公园门票站出口，门口有车回去，第二天，还是从标志门进去，做环保车到天子山索道下站，然后做索道上去，72元单程就行，上去了看看风景，有环保车到贺龙公园，看完了在做环保车去袁家界或杨家界，都是同路，杨家界没去一般般，去了袁家界，看了天下第一桥，在一直按照指示牌去了迷魂台，中途有连心桥，迷魂台终点，有百龙电梯，还是建议还是做下，不然下山有困难很累，如果选择步行下山，在迷魂台终点，有一条路通往金鞭溪的千里相会，中间会经过后花园和乱窜坡，乱窜坡虽然是下坡路但台阶很多，近3千个吧，也很绕，这是山中里面所以飞虫也多些，要花1小时左右，容易腿打抖，下去之后就是千里相会，可走回水绕四门，也要1小时左右，回到水绕四门就做环保车去标志门出站口，累了2天,
孤客8112,418,3,2020.12.09,张家界核心景区武陵源4日门票成人票(吴家峪入口),好地方。就是不熟悉的要先好好看下地图。要不然就走吧，,
匿名用户,418,1,2020.07.22,张家界核心景区武陵源4日门票成人票(吴家峪入口),张家界真的是我旅游这几年中最差的地方！以后是绝对绝对不会再来了，也不会让家人朋友来的！就是个让人受气，坑人的地方。我是来旅游的，不是受气的！各个方面都不行！武陵源：在微信官方小程序订的武陵源包含导游讲解的成人票和学生票，结果前一天晚上十二点打电话来确认什么时候集合！下午不能确认吗？？？要半夜打电话来？？？然后我们不需要导游讲解，导游就让我们把学生票退掉，说没有导游我们取不到学生票，我说我们去客服中心换票也不可以吗，导游说不可以！搞不懂？？但是当时已经过了可以退票的时间，还推不掉，问导游，导游说她也不知道？？我就搞不懂了，我在官方小程序上买的票，怎么就成在导游手上买的票了？！真的十分的生气，没有办法，我又在美团上买了一个成人票！无语了都。天门山：官网订不到票，景区周围全是拉票的！很过分。学生证用不了，说我的没有注册，问班主任，教务处，都告诉我从来没有说需要注册。除了大门口的索道，其余所以索道，电梯都需要花钱停车费：一天30，超过一分钟按一天的算！,
帅到没朋又,418,3,2020.12.09,张家界核心景区武陵源4日成人票,里面一些收费真的是无语，感觉深深的不值得,
ajy228219734,418,4,2020.12.05,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,设施环境很好，去的时候很幸运，天气也异常的好,
HM梅心永恒,418,4,2020.12.07,张家界核心景区武陵源4日门票成人票(吴家峪入口),风景不错，让人很舒心,
H.67298,418,2,2020.12.02,张家界核心景区武陵源4日成人票(张家界国家森林公园),进去以后你会发现都是坑，门票两百多，进去景区每一个小景点都要钱！,
匿名用户,418,2,2020.08.08,张家界核心景区武陵源4日门票成人票+导游讲解,张家界风景，不用多说了，那是真美。        吐槽一下这家卖票的，在平台下完单，晚上就有人联系你说是搞活动，赠送的讲解。我一想免费的就听听呗。约好8点半景区门口集合。我怕晚了，一溜小跑到集合地点。找到那个讲解员，说还要等别人，那就等吧，结果一直等到9点半多点，另一伙人才来。这时我还没怎么生气。到了进口，又说给另一伙人买优惠票，又开始等，当天温度38℃，热的简直要虚脱了。最后进到景区10点半。这都不是最让人生气的。进到景区讲解员说没时间了，到十里画廊需要做小火车，很积极的帮我们买了来回的票76元。没做几分钟就到了，而且坐着火车也拍不好照片。其实应该走着出来，才能很好拍照。                    最可气的是，她领着我们直接到百龙天梯坐电梯，又是帮我们买票，此时我们才明白，她根本不是什么讲解员，全程也没说几句。        最最可气的是，第二天才知道，她领我们去的路线，根本没把山上游玩，我们还需要再买缆车票上山。,
匿名用户,418,2,2020.10.09,张家界核心景区武陵源4日成人票(张家界国家森林公园),森林公园风景还不错，但是也碰到了一些服务差的人员，主要就是在杨家界的索道处，还和外地人吵起来了，是欺负外地人吗？加之那天下雨人又多，景区又分散，玩的不是很舒心，体验非常差，与第二天去天门山旅游的感觉相差甚远，那边的工作人员服务态度非常好，旅游路线也规划的很好，你们真应该去学习一下人家的优点。,
沐恩博彦,418,5,2020.11.28,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,很美，虽然雾很大，但是若隐若现的山峰还是很壮观的。希望下次去能有一个晴朗的天气。,
DBG.Dragon,418,4,2020.09.12,张家界核心景区武陵源4日门票成人票(吴家峪入口),总体来说还是很不错，值得推荐来玩。时间长了没有记住路线，这里就不分享了。住宿的地方一般都有地图和游览攻略，可以问问老板。,
SLm767021927,418,4,2020.10.19,张家界核心景区武陵源4日门票成人票(吴家峪入口),对武陵源的猴子印象最深，其他的需要发挥想象力和体力去感受。哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,
段子手，，,418,5,2020.12.07,张家界核心景区武陵源4日门票成人票(吴家峪入口),【交通】【环境】【项目】,
肉松面包0,418,2,2020.11.26,张家界核心景区武陵源4日成人票(张家界国家森林公园),去的天气不好！什么也没看到！吐槽下电梯和索道略贵了一些！,
匿名用户,418,4,2020.09.05,张家界核心景区武陵源4日门票成人票(吴家峪入口),还不错吧，就是走一天脚就痛得不行，就玩了两天，太累了 哈哈哈，山顶风景很美，里面吃的超级贵，建议带点干粮，到了民宿附近吃的要便宜点，金鞭溪猴子很多，好可爱，就是手里不要拿袋子零食，不然猴子就要扒拉你，要小心,
李慧子66,418,5,2020.12.04,张家界核心景区武陵源景区4日门票成人票（张家界国家森林公园）,景区很漂亮，环境很好， 特别喜欢，,
每天都要善良,418,5,2020.08.13,张家界核心景区武陵源4日门票成人票(吴家峪入口),一把辛酸泪 景色很美  但是因为我的愚蠢走了许多冤枉路  所以玩了两天之后 脚基本上是走不动了 想要玩武陵源的朋友  黄石寨如果要上去  双程索道一定要买 不然后面根本没法玩  我买的单程 坐索道上去 走下来的 走下来也就算了  我又接着把金鞭溪7.5km全程走完了 完之后第二天就是跳了三天蛙跳的感觉  金鞭溪不建议全程走完 走个前面一小段就可以回头了    实在是太长了  后面袁家界天子山倒也没有多累  走一段坐一段车  只要你黄石寨金鞭溪放过你的脚  那么后面把景点玩完就不成问题  景色都很不错  值得一去,
cici266.,418,5,2020.11.23,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,武陵源很大..景区里的风景也很美..能玩上三天是最美的..门票可以连续进园..,
解脱式鸽子,418,5,2020.11.29,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,美，累，一定要天气晴朗的时候去，值得推荐！,
肉松面包0,418,2,2020.11.26,张家界核心景区武陵源4日成人票(张家界国家森林公园),去的时候大雾！什么也看不到 ，白白浪费电梯和索道票钱,
蘑菇460263,418,1,2020.10.03,张家界国家森林公园成人4日票+自助餐,各位网友一定要擦亮眼睛，千万不要买这个连票，被这家坑得太惨，刚买完，发现贵了很多，就打电话给商家，结果态度极度恶劣，也不让退票，还骗人说自助餐的档次不一样，去了现场换餐票的时候前台说不能兑换，商家没有处理好，真是醉了，又一遍遍打电话给商家，等了一个小时才弄好，结果吃得和所有人都一样，并没有什么不一样的档次，太差了，遇到这样的无良商家,
瓦大梅子,418,1,2020.09.05,张家界核心景区武陵源4日门票成人票(吴家峪入口),真的是相当坑！门票216巨坑！！除了里面环保公交车不要钱，所有项目全部自费还超贵！！二次收费极其严重！！对不起5A景区的牌子！说是说四天自由出入，但其实各个景点大同小异，去一天就已经审美疲劳，完全没有兴趣连续去几天。索道单程单程72元一次，百龙天梯纯粹就是个电梯，坐一分多钟都要收单程65元一次！十里画廊小火车来回76！坑到爆！！明面上说＂自愿消费”，然鹅环保车基本上只负责各景点之间连接，不负责把你送上山或者送下山，上下山都要买票，票价贵不死你！！不自愿也行，徒步下山全是阶梯，走三四个小时那种，景区咬定你没精力走上来走下去，一定会选择他们的索道或电梯，其实也就变成了半强制的消费了！！这样一算武陵源价格除了门票钱之外内部二次消费的钱要再翻倍，一星给大自然的杰作，体验感太差,
匿名用户,418,4,2020.12.05,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票, ,
匿名用户,418,4,2020.12.05,张家界核心景区武陵源（张家界国家森林公园）四日通票儿童/学生/老人票, ,
YuW204117177,418,2,2020.11.23,张家界核心景区武陵源4日门票成人票(吴家峪入口),定票一定要找正规的商家、部分商家随意退票、不但影响你的行程、而且还有心情,
匿名用户,418,5,2020.08.09,张家界核心景区武陵源4日门票成人票(吴家峪入口),「百龙天梯」「金鞭溪」「十里画廊」「黄石寨」「天子山索道」「索溪峪」「初游仙境」真是太美了，而且暑假的话，门票有很多优惠哦，带女儿来玩玩的，超级开心，环保车可以到每个景点省了很多步行的路程，超级凉快，金鞭溪边玩水喂猴，小孩很喜欢。韩式烤肉味道不错。千古情值得一看。,
匿名用户,418,2,2020.11.04,张家界核心景区武陵源四日通票成人票（地推票）,景点处处坑，差点就被骗了……说是什么政府单位，实际也就是私人旅游公司，司机也各种慢慢跑，非要带我们去旅行社。总之体验不好，还下雨，不好玩。,
我爱的库里,418,5,2020.10.06,张家界核心景区武陵源（张家界国家森林公园）4日成人票,为祖国的大好河山点赞,
王思S,418,3,2020.11.29,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,还不错，值得带家人一起出游，空气清晰,
BEb549785032,418,1,2020.11.25,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,服务态度差，特别是环保车司机及工作人员，希望能尽快改善！,
甜甜甜183,418,2,2020.09.18,张家界核心景区武陵源4日门票成人票(吴家峪入口),商业化太严重，各种野导追着问需要导游不，景色还可以，就是看一看就视觉疲劳了，许多项目还都是单向的，不太划算，去之前最好研究好路线，要不溜达起来要不就是多花钱，要不就走很累,
