id,价格,评价,评价日期,票务类型,评论,,
匿名用户,225,5,2020.10.22,鸣沙山月牙泉门票成人票,太好玩了，还想在去,,
匿名用户,225,3,2020.10.07,鸣沙山月牙泉门票成人票,芦苇荡不错，沙漠的沙子很舒服。摩托冲沙一般，我并不觉得刺激，不推荐。日落一般，不需要为了日落赶着上山。至于月牙泉嘛，没给我留下什么印象,,
啊哦哦啊哦哦啊啊,225,5,2020.09.10,鸣沙山月牙泉门票成人票,真的爱了，可以进去两天，第一天进去玩了沙子，超级舒服，第二天早上还去看了日出，有一种画报的感觉，很谁来都很不错,,
zskevinlee,225,5,2020.10.24,鸣沙山月牙泉门票成人票,设施齐全，风光独特，自然风格与人文历史有机融合！！非常好的景区！,,
王越yxb,225,5,2020.10.07,鸣沙山月牙泉门票成人票,很好,,
cLN799373040,225,4,2020.07.27,鸣沙山月牙泉门票成人票, ,,
匿名用户,225,4,2020.08.17,鸣沙山月牙泉门票成人票,六点半多才到，排队坐骆驼用的时间太长了，没能赶上日落。但是夜景和星空超级美，最幸运的是看到流星！！,,
nxstar1437,225,4,2020.08.11,鸣沙山月牙泉门票成人票,门票110元可以玩三天，骑骆驼100元每人，滑沙20元一次。老人和孩子都非常高兴，体验了沙漠骆驼。鸣沙山很漂亮，沙子很细，里面有摆渡车。虽然没有看到日出和日落，但是也算不虚此行。有机会还会再来感受沙漠的美。,,
麋鹿的鸽子啊,225,4,2020.10.08,鸣沙山月牙泉门票成人票,很好玩，,,
hFk202842796,225,2,2020.10.30,鸣沙山月牙泉门票成人票,价格太贵，不如去博物馆嗨皮，也就是沙子奇特点,,
ibm939121073,225,4,2020.10.04,鸣沙山月牙泉门票成人票,国庆放假来玩的，坐骆驼的人很多，很好玩，,,
匿名用户,225,3,2020.09.11,鸣沙山月牙泉门票成人票,没有见过沙漠的我 一脸兴奋，感觉比莫高窟好吧 傍晚时分去,,
AOYU傲宇,225,5,2020.09.15,鸣沙山月牙泉门票成人票, ,,
匿名用户,225,1,2020.11.02,鸣沙山月牙泉门票成人票,门票实在不值。。。进去各种收费，，，没啥玩的,,
aiinglong,225,5,2020.10.28,鸣沙山月牙泉门票成人票,领略到的沙漠的宏大，不同于陆地的美景。,,
eva20161101,225,3,2020.09.09,鸣沙山月牙泉门票成人票,没什么好玩，就进去花了100元坐骆驼,,
JFG293186265,225,4,2020.10.28,鸣沙山月牙泉门票成人票,还行吧 大漠的感觉 骑骆驼挺好玩的,,
yuki筱,225,5,2020.11.02,成人莫高窟应急票+鸣沙山月牙泉票+沙漠露营,莫高窟值得一去,,
JPY239948896,225,1,2020.10.31,鸣沙山月牙泉风景名胜区语音导览票（不含门票）,就听到介绍月牙泉就退出来了，别的也没听到呀，不满意,,
Ijo13008405630,225,5,2020.09.21,鸣沙山月牙泉门票成人票,前些年到过一次敦煌，但是当时只去了莫高窟，这次带着家人看了月牙泉，骑了骆驼，感觉真的不错，尤其下午五六点左右，整个骆驼走的路线全部都是骆驼，太壮观了，都不知道那么多骆驼从哪冒出来的,,
Swl404442842,225,4,2020.08.09,鸣沙山月牙泉门票成人票,景色好，随手就是大片，大门口骑骆驼，然后绕一圈到月牙泉附近，然后可以爬沙漠， 上去以后可以滑沙下来，再做观光车到门口。早晨五六点，下午7点多才是人最多的时候。我们下午四点去的依旧很热。骑骆驼还有滑翔伞和直升机可以玩。骑骆驼的需要牵骆驼的拍照，单独一人20元。同意才拍照，不同意就算了。滑沙一次20元。,,
bBx110161264,225,3,2020.10.27,鸣沙山月牙泉门票成人票,景色是不错，但十一期间旅客放进去太多，体验感下降,,
灰.Sir,225,3,2020.11.01,鸣沙山月牙泉门票成人票,【环境】【交通】【项目】【餐饮】,,
匿名用户,225,2,2020.10.15,鸣沙山月牙泉门票成人票,骑骆驼拍照，明明到处都是禁止索要小费的牌子，还是收了20块，好吧，钱就不说了，但就拍咯几张照片，这什么操作！,,
灰.Sir,225,3,2020.11.01,鸣沙山月牙泉门票儿童票/学生票,【环境】【交通】【项目】【项目】,,
lJk933332741,225,1,2020.08.22,鸣沙山月牙泉门票成人票,整个不开心 这个景区的工作人员态度差到令人发指 我们两个人被分开了 说要在一个队里 253那个队的工作人员逼逼赖赖了半天 后面直接骂起来了 看他那个样子就是个喷子 后面我们退票坐了越野车 那个越野车工作人员让我们录像50元一人 我们没要 然后白了我们一眼 后面坐车也不舒服 感觉故意的 爬到山上风沙太大了 眼里嘴巴到处都是沙子 最坑爹的是我帽子被吹走了 我什么心情都没有了 感觉特垃圾 什么都不用买 买了进去全没用,,
天一大叔,225,3,2020.08.02,鸣沙山月牙泉门票成人票,敦煌打卡的景区，说实话，真的是没有太多期待，果然也没有出乎意外，就当锻炼身体，爬个沙山，景区更像是一个大型娱乐公园，有很多的娱乐项目，可以骑骆驼和开卡丁车，还可以滑沙，月牙泉也不够惊艳，适合女生拍照，红裙很重要。,,
IFe218792680,225,3,2020.10.30,鸣沙山月牙泉门票成人票,【环境】【交通】【项目】【项目】【餐饮】,,
匿名用户,225,5,2020.09.09,鸣沙山月牙泉门票成人票,棒棒哒！沙漠之眼，真的神奇，大自然的伟大。,,
埋伏去,225,3,2020.10.25,鸣沙山月牙泉门票成人票,还行把。游玩的套路太多。建议不要听，自己查好攻略。,,
匿名用户,225,5,2020.10.28,鸣沙山月牙泉门票成人票,大西北之行最喜欢的地方。下次我还要来。,,
用户34619534,225,5,2020.09.30,鸣沙山月牙泉门票成人票,非常值回票价 美好的体验不仅仅体现在景色上 在景区内处处可以体现出一个良好的管理有多么的重要,,
唯爱521月月,225,5,2020.10.22,鸣沙山月牙泉风景名胜区语音导览票（不含门票）,很好玩的地方，「乘骑骆驼」「月牙泉」「滑沙」「鸣沙山」「月牙阁」，值得推荐！,,
匿名用户,225,3,2020.10.02,鸣沙山月牙泉门票成人票,不错 没实际见过所以新奇 人性化可以第二天进去看日出 离市区近打的,,
gwn647762977,225,5,2020.10.06,鸣沙山月牙泉门票成人票,真的挺不错的，可以玩三天，因为时间原因走了，小孩子应该都非常喜欢的，全都是细细软软的沙子，100元的骆驼可以走一圈，还是比较良心的，坐的屁股都痛了，小孩非常喜欢,,
匿名用户,225,4,2020.10.26,鸣沙山月牙泉门票成人票,设施挺好的，很适合带着孩子过去玩,,
匿名用户,225,5,2020.10.07,鸣沙山月牙泉门票成人票,好玩 沙子细滑 适合一家人 情侣 朋友一起来玩,,
徐丽丽734,225,4,2020.10.27,鸣沙山月牙泉门票成人票, ,,
cwd388730600,225,3,2020.10.07,鸣沙山月牙泉门票成人票,月牙泉说现在都是人工灌水。景区里面基本都是娱乐项目，相对来说门票就贵了，因为里面就是沙丘，没什么看的，就是玩沙。,,
匿名用户,225,4,2020.10.06,鸣沙山月牙泉门票成人票,很好玩，爬山爬的太慢了，十一人太多了，没有坐成骆驼。,,
悦儿笑了,225,2,2020.10.05,鸣沙山月牙泉门票成人票,设施挺好！不满意245号骆驼的领队（女的），不知是和丈夫闹别扭了，还是更年期提前了。把气撒到游客身上，说话超难听，什么东西！！,,
米妮儿M,225,4,2020.07.03,鸣沙山月牙泉门票成人票,鸣沙山月牙泉，赶着运气好，没有沙尘暴，景区开了就来了，去的那天没什么太阳，不是很晒，偶尔有太阳出来，但是太阳一出来就特别晒，有偶尔有点风，所以一定要带口罩或者面罩，不然鼻子嘴巴里会有沙，爬沙山是个体力活，要带足水和一些吃的，另外如果天气热的情况下，最好在外面买双鞋套，不然打光脚的话沙会很烫的。,,
匿名用户,225,1,2020.08.10,鸣沙山营地门票+沙漠露营成人票,鸣沙山和月牙泉没问题，但是这个叫烈焰星空的野营地很坑，老板不负责说话不算数，对比隔壁其他野营地，日出别人组织开车送客人上山，他们指着门口小土坡让客人自己爬，并且六点四十日出，他们六点半就开始赶人，别人都在看日出的时候这边已经没人了。进去只会疯狂推销让你花钱的项目还吹的天花乱坠，顺便虽然是捆绑票，但是他们只负责自己的野营，要去月牙泉还得自己想办法。还会乱收费，强行拼人一桌吃饭的时候听同桌的姑娘说他们只是露营却被收了我在美团上套票更高的价钱。顺便听美术生一句……这个露营地里面说的可以拍紫色的银河的收费项目，那是调色。可能可以看到普通的银河，也可能漫天白云，也也可能月明星稀。,,
匿名用户,225,4,2020.10.28,鸣沙山月牙泉门票成人票, ,,
匿名用户,225,5,2020.10.11,鸣沙山月牙泉门票成人票,超大的沙漠体验，骑骆驼是一定要体验一把的，直升机和滑翔伞有条件的朋友可以去尝试一把，绝对体验超值,,
匿名用户,225,2,2020.10.10,鸣沙山月牙泉门票成人票,月牙泉出现在沙漠中比较特殊，其他没啥看的，商业化太浓，加坐骆驼100，合计200多感觉不值得。,,
我们都很干脆,225,5,2020.10.13,鸣沙山月牙泉门票成人票,可以的。最好自己带鞋套，还有骑骆驼的时候给你拍照留念的，要及时去拿照片，要不然照片被销毁。,,
匿名用户,225,4,2020.09.12,鸣沙山月牙泉门票成人票,不错，坐了直升飞机，摩托，越野车。体验感不错,,
JOr245512665,225,4,2020.10.27,鸣沙山月牙泉门票成人票,服务挺好，环境也不错。,,
匿名用户,225,5,2020.09.24,鸣沙山月牙泉门票成人票,去了敦煌一定要去的地方呀！不过因为暑期高峰，排队排了好久，沙漠很美，看日出日落也很好！,,
zcr942125270,225,5,2020.10.25,鸣沙山月牙泉门票成人票,很不错,,
可乐szs,225,5,2020.10.22,鸣沙山月牙泉门票成人票,登鸣沙山，赏月牙泉！骑骆驼穿沙漠！,,
居家男人123,225,4,2020.09.12,鸣沙山月牙泉门票成人票,真的到景点很壮观，感受到了祖国的广阔,,
高小高的饭桌,225,3,2020.09.17,鸣沙山月牙泉门票成人票,去摩托车挺好玩的 就是时间太短了 感觉10分钟就结束,,
金风w玉露,225,4,2020.10.08,鸣沙山月牙泉门票成人票,景区修的很完善，还有芦苇荡超级漂亮，山顶看日落风沙太大，满面尘沙，要做好防护,,
匿名用户,225,3,2020.08.21,鸣沙山月牙泉门票成人票,非常适合自驾游，美团购票很方便，刷身份证、健康码就进去了。进去之后可以骑骆驼、坐观光车、滑翔机、直升飞机观看景区。推荐傍晚去，景区开灯之后非常好看。总的来说还不错！,,
谋歌1992,225,5,2020.10.23,鸣沙山月牙泉门票成人票,超美，给力，好评(o^^o),,
GnM664842187,225,3,2020.10.22,鸣沙山月牙泉风景名胜区语音导览票（不含门票）,风景不错，沙漠风光，月牙泉清澈！,,
匿名用户,225,3,2020.10.21,鸣沙山月牙泉门票成人票,很好……玩的很嗨皮……2000多公里开到的……不虚此行……,,
匿名用户,225,3,2020.07.06,鸣沙山月牙泉门票成人票,选择住在鸣沙山附近，看了日出日落，这个3天内你是可以进去玩的。爬沙真的有点累呀。夏天真的太热了，日出日落真的还不错，特别适合拍大片。景区骑骆驼，滑翔机，直升机都有，没钱没体验。晚上看星空，第一天去星星太少了，根本没有别人拍的那么好看。,,
asdfg12121,225,3,2020.07.22,鸣沙山月牙泉门票成人票,还不错的，步行不远，带足矿泉水，景区内水较贵，带孩子感受一下，很神奇的观音像，底座能枯木逢春，而且很茂盛。景区外鸣沙山有很多农家搞沙漠露营，体验超级棒，可以免费滑沙，骑卡丁车，骑骆驼，还有晚餐和晚会，值得推荐。,,
Tbr671919601,225,4,2020.07.14,鸣沙山月牙泉门票成人票,很棒的一次露营，老板车接车送，基地有滑沙和沙滩摩托，火锅，饮料，啤酒，统统免费，晚上简直就是大型蹦迪现场，太嗨了！晚上的星星真的很好看，建议带好相机和三脚架，不然拍不了星空。,,
dyingass,225,4,2020.10.05,鸣沙山月牙泉门票成人票,人巨多，骑骆驼进沙漠，工作人员帮忙拍照收取20元，虽然一路提示不允许工作人员收费，可举报，但一样熟视无睹,,
fQy664055832,225,4,2020.10.22,鸣沙山月牙泉门票成人票,酒泉地区免票我竟然不知道,,
blS189062553,225,5,2020.08.25,鸣沙山月牙泉门票成人票,还不错整体来说……,,
爱吃萝卜和青菜丫,225,5,2020.10.15,鸣沙山月牙泉门票成人票,真的很不错呀，还想再去一次！语音导游的介绍也很贴心,,
瓊911,225,4,2020.10.24,鸣沙山月牙泉门票成人票,很棒的一次旅行,,
三趣哥,225,4,2020.10.05,鸣沙山月牙泉门票成人票,还行,,
匿名用户,225,3,2020.07.13,鸣沙山月牙泉门票成人票,景色还是不错的，进去之前买鞋套，要不然沙子会灌满鞋子，一般鞋套在10-15元。骑骆驼每人100元，随行拍照20元。骑摩托120元，随行拍视频，照片另收费50元。月牙泉拍照有专业人员，价格可以自己谈。滑沙20元每人/次。景区内骆驼拍照喜欢可以拿走付费20元，不喜欢可以不要。景区门票110元，儿童半价。总体还是不错的,,
yy4088,225,5,2020.08.29,鸣沙山月牙泉门票成人票,很好，就是累死，很漂亮。,,
WJc739518099,225,5,2020.09.06,鸣沙山月牙泉门票儿童票/学生票,进门有电瓶车，也可以骑骆驼。骆驼以前骑过，这次没有骑，坐电瓶车，其实也没多远，回来时溜达出来。景点不用说，书上网上都见过，值得一看。就是鸣沙山已经保护起来不让爬了。需要注意一个是人太多，一个是沙子很烫而且容易灌鞋里。,,
HaE811028914,225,4,2020.08.20,鸣沙山月牙泉门票成人票,终于见到了梦中的月牙泉！哦，告诉大家月牙泉门票连续三天都可以进去哦，我们去了两次，一次早上，一次下午专门看日出，做沙疗。,,
lesley1012,225,4,2020.10.01,鸣沙山月牙泉门票成人票, ,,
sail吃不饱,225,3,2020.10.11,鸣沙山月牙泉门票成人票,一般般，好的沙漠都被围起来了，景区内游乐设施和物品偏贵！,,
yvj628979810,225,4,2020.10.21,鸣沙山月牙泉门票成人票,还不错,,
aYI246162864,225,4,2020.08.16,鸣沙山月牙泉门票成人票,出差顺便来看。名不虚传，壮观。今天才知道月牙泉很早之前就需要人工供水了。上山过程很累，下山很爽。骆驼的便便好臭呀,,
悦儿笑了,225,2,2020.10.05,鸣沙山月牙泉门票成人票,环境不错。不满意的是190号骆驼的领队，说话超难听，不愿意服务你可以退出呀！想挣钱，还没情商！！,,
elevenechowm,225,5,2020.09.24,鸣沙山月牙泉门票成人票,就是玩沙看夕阳拍照片！门票可以管3天呢，下回一定要玩够本呀 爬鸣沙山还是有点累的 骆驼路很臭啦 月牙泉一般,,
cPO197835948,225,5,2020.10.13,鸣沙山月牙泉门票成人票,鸣沙山月牙泉风景很优美，值得大家去旅游，去看看。,,
听风雨风落,225,3,2020.10.17,鸣沙山月牙泉门票成人票,挺不错的，爬爬沙山，坐坐骆驼，拍几张照片,,
fgw738340460,225,4,2020.10.21,鸣沙山月牙泉风景名胜区门票成人票,值得去,,
zgtsfrzlg,225,5,2020.10.08,鸣沙山月牙泉门票成人票,标志性的景点，必须爬到鸣沙山上看月牙泉，才会感觉神奇,,
willion02,225,4,2020.10.18,鸣沙山月牙泉门票成人票,很漂亮，可以去玩一下。。。。。。,,
Cdf121820470,225,2,2020.10.06,鸣沙山月牙泉门票成人票,门票太贵了，里面项目也要另外收费，进去不玩项目就是耍沙，不懂为啥这么贵的门票,,
匿名用户,225,2,2020.10.06,鸣沙山月牙泉门票成人票,如果去过沙漠的话就一般吧，排队的人也多，骑摩托还蛮刺激，120一个来回,,
W_WMT,225,4,2020.07.26,鸣沙山月牙泉门票成人票,实现了自己一直以来的愿望，鸣沙山很大，月牙泉很小，但很别致，整体拍出来也特别美，早上或傍晚去比较好，中午直接会被热晕，敦煌的热啊。觉得票价贵了，宁夏沙湖一个人120元，进去有沙山有湖泊，比这个好玩多了。,,
i6erydc,225,5,2020.10.10,鸣沙山月牙泉门票成人票,人超级多，坐骆驼特别有趣，在骆驼上拍照要给小费,,
欣爱xa,225,5,2020.10.12,鸣沙山月牙泉门票成人票,骆驼太可爱了，风景也美，就是人太多。,,
木木木木（四木）,225,5,2020.10.12,鸣沙山月牙泉门票成人票,蒋导真心很耐心、亲和力十足。李师傅车技稳稳的。,,
fcL819739375,225,1,2020.10.11,鸣沙山月牙泉风景名胜区门票成人票,人太多了吧唧一口一个人的寂寞难耐吧唧一口算和想象的一样的环境,,
MN950707,225,4,2020.08.24,鸣沙山月牙泉门票成人票,很好玩,,
KGf399974510,225,1,2020.09.24,鸣沙山月牙泉门票+20:00场普通席又见敦煌票（成人票）,不负责任的商家，没有短信提示换票时间，还说错时间，害的父母没有及时入场收看，错过了半小时的收看时间，以后大家订这家店要慎重,,
oQz448488452,225,5,2020.10.11,鸣沙山月牙泉门票成人票,月牙泉特别好看，鸣沙山的沙子特别好玩。有机会可以去看看,,
湮恋丄唇,225,5,2020.08.08,鸣沙山月牙泉门票成人票,非常棒的景区，骑骆驼，划沙，直升机，动力滑翔伞，沙漠绝佳景色一览无余，沙滩摩托刺激的体验，非常棒，绝对会再来的。,,
我在你上铺,225,4,2020.10.10,鸣沙山月牙泉门票成人票,值得去，风景很美，就是去的时间有些匆忙，希望有时间再去,,
TiP76056744,225,4,2020.08.23,鸣沙山月牙泉门票成人票,夜晚很有幻境，远离城市的喧嚣，有穿越感。坐在山顶远眺，宁静的感觉难以用语言描述！来到敦煌月牙泉，你会爱上这里！,,
图涂万岁,225,4,2020.10.11,鸣沙山月牙泉门票成人票,骑骆驼有意思，滑沙好玩,,
VoJ905965982,225,2,2020.08.20,鸣沙山月牙泉门票成人票,月牙泉的项目确实不值得，相比青海的景点来说，这边真的是性价比不高。就一沙山，什么都不含，门票就要110。要不是家人一起来，我都不想进来，进来后，坐在这里，乘坐电瓶车溜达一圈，可能是5A景区吧，浪得虚名。,,
阿牛650,225,4,2020.10.08,鸣沙山月牙泉门票成人票,不错，正好去的时候是中秋，晚上还有表演，值得一去，有沙漠有湖,,
pyjyp,225,4,2020.08.25,鸣沙山月牙泉门票成人票,旅游设施齐全，第一次和沙漠和骆驼亲密接触，全家人玩得很开心,,
gkH90530833,225,2,2020.10.07,鸣沙山月牙泉门票成人票,坑爹，沙子太多，容易进脚，景区的住宿和饮食都太糟糕了！,,
匿名用户,225,5,2020.08.19,鸣沙山月牙泉门票成人票,真是很棒的景区，第二次来了，玩的开心。,,
Evo103524520,225,5,2020.10.13,鸣沙山月牙泉+玉门关+雅丹地质公园门票成人票,服务好，环境美，过年期间来真爽,,
匿名用户,225,3,2020.10.12,鸣沙山月牙泉门票成人票,大自然的奇观，人类的幸运！值得一观！,,
fangzi_2011,225,4,2020.10.16,鸣沙山月牙泉风景名胜区门票成人票,值得一去,,
Xvc931833772,225,4,2020.10.07,鸣沙山月牙泉门票成人票,环境很好，服务周到，神奇的月牙泉，美丽的芦苇与沙山,,
XHz224520037,225,3,2020.10.09,鸣沙山月牙泉门票成人票,整体看效果很好，就是有点累。月牙泉很漂亮。,,
LiZ390512211,225,3,2020.10.07,鸣沙山月牙泉门票成人票,五A级的景点，自然界的奇景，打个卡，好歹去过了。不过去过一次不会在去了。,,
Mr.张伯州,225,4,2020.10.05,鸣沙山月牙泉门票成人票,月牙泉还是图片好看，感觉这里缺少一个可以看见月牙泉全的角度。,,
amdrz,225,5,2020.10.11,鸣沙山月牙泉门票成人票,很好，更不错,,
明中注定m,225,5,2020.10.09,鸣沙山月牙泉门票成人票,服务很周到，人也不多，体验非常好,,
蒙奇D朋克,225,2,2020.10.07,鸣沙山月牙泉门票成人票,一般，还行。人太多。要耍沙漠可以开车去后山,,
KkI389267263,225,5,2020.08.14,鸣沙山月牙泉门票成人票,每次都是在美团上定票，方便快捷,,
明中注定m,225,5,2020.10.08,鸣沙山月牙泉门票成人票,沙漠绿洲，一弯美月，希望不要被掩盖,,
Gbm808357639,225,4,2020.10.09,鸣沙山月牙泉门票成人票,第二次去了，网上买票还是挺方便的,,
kGs206226680,225,1,2020.07.17,鸣沙山沙漠门票+沙漠露营成人票,1.没有KTV，没有烧烤和火锅，酒还要按人头一人一次只能领一瓶，汽水一桌只能给一瓶，说疫情原因火锅不卫生吃的变成大盘鸡，但是大盘鸡也是跟其他不认识的人一起来吃，跟火锅跟本没区别，刚开始就被人举报有12315来贴封条了。2.主持和那个飞天表演太业余，就是随便找个人来的那种3.旧鞋套也要收10块1双，坐沙漠车去拍星空那些也要另外收费100/人4.一整晚营地都有沙漠赛车飞车的声音，压根不能睡,,
匿名用户,225,5,2020.10.08,鸣沙山月牙泉门票成人票,爬山太累太累太累，上山之后下山太累太累太累。里面骑骆驼拍照20，骑骆驼100。,,
SW3511,225,1,2020.07.25,鸣沙山营地门票+沙漠露营成人票,设施缺少很多，网红桥、海盗船、滑索、跷跷板等等都没有！严重与介绍不符！一开始说补偿为第二天早上的坐车去另外一个好看的地方看日出，结果露营前让我们自己就近找个地方看看日出......吃的也没有牛羊肉啥的，只有肉丸、硬鸡块！露营帐篷甚至还有破洞漏风的！以及早上隔壁都是会代收帐篷的，我们看完日出赶车还是得把帐篷一件件收回去才给送车......,,
hellohushi,225,4,2020.08.25,鸣沙山月牙泉门票成人票,感受大漠的风光，沙子踩着很舒服，骑骆驼还是很值的，100块挺远的,,
toto豆豆龙ro,225,5,2020.08.24,鸣沙山月牙泉门票成人票,超棒的体验！交通方便，景区内设施齐全，游玩项目种类多。,,
匿名用户,225,3,2020.10.13,鸣沙山月牙泉门票成人票,OKTCL甜不退了亏吃苦头吧亏空了,,
匿名用户,225,5,2020.10.14,鸣沙山月牙泉门票儿童票/学生票,沙子很好玩哈哈哈哈,,
匿名用户,225,3,2020.07.19,鸣沙山营地门票+沙漠露营成人票,五分给鸣沙山月牙泉，非常值得去，建议在早上十点或下午五点之后去，不然会非常晒。一分给沙漠露营，原因是半夜老板和其他人在吵架，从凌晨两点多吵到快凌晨四点半，凌晨三点前风特别大，帐篷都要吹飞了，帐篷顶上透气网吹进来，满脸都是沙子。后面没有风了，就剩下吵架声了，越吵越大。硬件条件就不说啥了，整体晚上还是很欢乐的，就是没睡好这件事，我们一直认为应该差评！！！,,
bCl736115399,225,3,2020.10.05,鸣沙山月牙泉门票成人票,景色是不错，就是门票钱有点贵。希望能贴近老百姓的工资,,
tEp794415019,225,1,2020.07.24,鸣沙山营地门票+沙漠露营成人票,是自己在后山建设的一个游玩区域，跟正规景区和月牙泉没一点关联，游乐设施少得可怜，越野摩托只是载着游客玩一次，沙漠冲浪也只是一个小陡坡...晚餐大盘鸡？ 小盘鸡都称不上吧，也就凉拌黄面任吃，可能就看日落勉强过得去，顶不住了没等烤肉串上桌就溜了，晚上露营也没参加，第一次到敦煌景点被坑..希望少点游客被坑，emmm，就说这些吧....,,
匿名用户,225,5,2020.10.13,鸣沙山月牙泉门票成人票,很漂亮！,,
匿名用户,225,4,2020.10.10,鸣沙山月牙泉门票成人票,不错，第一次去，很好玩,,
nJC203918491,225,5,2020.10.08,鸣沙山月牙泉门票成人票,值得去！景色不错！景区大，拍照也好看，没啥说的,,
sweety0122,225,3,2020.10.08,鸣沙山月牙泉门票成人票,太多人了，风景还可以，就是人太多,,
UEP385662162,225,5,2020.10.04,鸣沙山月牙泉门票成人票,主要是鸣沙山，细腻的沙子，光着脚丫子踩沙，特别舒服。,,
匿名用户,225,2,2020.10.04,鸣沙山月牙泉门票成人票,景色一般，就是票太贵，骑骆驼也太贵，可以玩玩，一生一次的事儿，哈哈,,
Vhw768206327,225,5,2020.08.29,鸣沙山月牙泉门票成人票,遗憾的是没有骑骆驼，但是单单玩沙就跟开心了,,
匿名用户,225,3,2020.10.07,鸣沙山月牙泉门票成人票,人多，风景好，骆驼太累。值得一去的地方,,
温改华6666,225,2,2020.10.08,鸣沙山月牙泉门票成人票,女生厕所排队时间太长 公共洗手间太少,,
twg212096570,225,3,2020.10.10,鸣沙山月牙泉门票成人票,这种景点看过一次就不想再看，到敦煌必看。,,
叁少磊,225,4,2020.10.06,鸣沙山月牙泉门票成人票,非常好玩，值得一去，月牙泉真的是去一次少一次的地方！,,
_qq25x1373444604,225,3,2020.10.05,鸣沙山月牙泉门票成人票,不错，要看美景要爬山，要有充分的心理准备,,
PPLOQQ,225,4,2020.10.09,鸣沙山月牙泉门票成人票,傍晚看夕阳，晚上可以看月牙泉的灯光很美,,
空空包空空,225,4,2020.10.05,鸣沙山月牙泉门票成人票,很美的沙漠，骆驼一定要骑一下很可爱,,
吃蛋炒饭不咯,225,5,2020.08.12,鸣沙山月牙泉门票成人票,景色很棒啊！天空很蓝很蓝，很纯净。骑骆驼的师傅拍照技术挺好，20块可以拍很多啦～,,
PGT936465963,225,3,2020.10.08,鸣沙山月牙泉门票老人票,兑体不错的，就是要现金这不太好,,
匿名用户,225,5,2020.10.06,鸣沙山月牙泉门票成人票,太好玩了！！一定要和能跟自己一起疯的朋友去！,,
sgz498712328,225,1,2020.10.06,鸣沙山营地门票+沙漠露营成人票,上面写的1.2米以下小孩不收费，来了之后让不到1.2米的小孩补半价！！！,,
bachel,225,3,2020.10.05,鸣沙山月牙泉门票成人票,骆驼不错，牵骆驼的大叔人很好，山很高，很累,,
妳比從前更丑了,225,4,2020.06.10,鸣沙山月牙泉门票成人票,图一是晚上九点多的月牙泉，游客还特别多，还有淡淡的夕阳余晖。一百块骑骆驼也很好玩，第一次骑那么久的骆驼，小孩也很开心。好多美女们穿着漂漂亮亮的各色服饰来拍照， 可惜我带着个孩子，不然也来凑凑热闹才好。此行十分愉快， 虽然被晒惨了。目测晚上七点左右去应该不会怎么晒了。,,
xiF488506460,225,5,2020.10.06,鸣沙山月牙泉门票成人票, ,,
磨练打拼,225,5,2020.10.08,成人鸣沙山月牙泉票+A区敦煌盛典演出票,效果不错，演出震撼，值得一看。,,
HUAZI1902,225,3,2020.10.08,鸣沙山月牙泉门票成人票,还可以 滑沙可以 爬坡过坎的 还可以还可以,,
匿名用户,225,3,2020.10.04,鸣沙山月牙泉门票成人票,拍照挺美的，估计7.8月份月牙泉景色会比现在好点,,
XIAOXINg阿,225,4,2020.10.10,鸣沙山月牙泉门票成人票,不错不错 值得去 做好防晒,,
只是倩影难寻,225,4,2020.10.08,鸣沙山月牙泉门票成人票,这个还是值得一去，爬爬沙山,,
神密的感情,225,3,2020.10.02,鸣沙山月牙泉门票成人票,月牙泉风景区特漂亮有玄幻魔法门山地点特好看！！,,
Slr945956481,225,2,2020.10.06,鸣沙山月牙泉门票成人票,不如大街上的沙漠出片，人贼多…,,
lxj88265257,225,2,2020.10.05,鸣沙山月牙泉门票成人票,太远啦、骑骆驼不是很好，把人颠的,,
XIAOXINg阿,225,4,2020.10.10,鸣沙山月牙泉门票成人票,还不错 值得一去,,
NHRRRR1,225,5,2020.10.08,鸣沙山月牙泉门票成人票,沙漠奇观 值得一看,,
M74530,225,3,2020.07.21,鸣沙山月牙泉门票成人票,我们早上去的，不热。都不舍得下来了，就是玩沙漠车要求给小费这就不开心了，就是为了闹得不愉快随便给了10块，后面还被质疑的不相信的样子。听说骆驼也会强迫拍照不然不爽导致没敢坐。但是早上在上面看下来挺舒服的,,
jjgao5,225,4,2020.10.05,鸣沙山月牙泉门票成人票,有空可以来转转，骆驼不错，坐很久,,
临水照花lszh,225,4,2020.08.15,鸣沙山月牙泉门票成人票,有机会欣赏到西北的大山漠风情，很值得一去。里面的游玩也挺多，骑骆驼的感受，非常不错,,
皮卡皮卡没有丘、,225,5,2020.05.19,鸣沙山月牙泉门票成人票, ,,
mengzhimo,225,5,2020.08.19,鸣沙山月牙泉门票成人票,出票很快 月牙泉很不错 一辈子怎么也得来一次 组套古装拍拍照,,
NNz461046219,225,3,2020.10.05,成人莫高窟应急票+鸣沙山月牙泉+《敦煌盛典》B区票,值得欣赏，就是人太多，建议错峰出游,,
五月的海先生,225,1,2020.09.23,鸣沙山月牙泉门票成人票,感觉一般般吧，价格贵了，能去的地方少，而且里面全是商业化，没意思,,
xTN365910041,225,5,2020.10.06,鸣沙山月牙泉门票成人票,非常不错，订票比线下便宜。,,
问天敌,225,5,2020.07.25,鸣沙山月牙泉门票成人票,非常漂亮，骆驼收费有点贵，而且号很乱，一家人很有可能被分开，照不了相，右边山上的日落超级赞,,
